protein_id,log2FC,padj,neg_log10padj,DAP,orthogroup,species,rank
PvWBCH1.3KG038600.4.v1.1,-0.1281563514906822,1,-0,NS,NA,Pv,2331
PvWBCH1.2KG175500.1.v1.1,0.09626185305840348,1,-0,NS,OG0000402,Pv,1751
PvWBCH1.9KG321100.1.v1.1,1.7017708223790449,0.0106957663895418,1.970788091239796,Up,OG0008463,Pv,77
PvWBCH1.5KG431300.1.v1.1,-0.2670796178917426,1,-0,NS,OG0018071,Pv,2684
PvWBCH1.6KG149800.1.v1.1,0.4926223285744457,0.0524490609559859,1.2802622829763215,NS,OG0022181,Pv,848
PvWBCH1.2NG109400.1.v1.1,0.1401242239090707,1,-0,NS,OG0013989,Pv,1635
PvWBCH1.9KG351600.1.v1.1,-0.36215793967589505,1,-0,NS,OG0001467,Pv,2892
PvWBCH1.1NG077000.1.v1.1,-0.6620035364849841,0.0226899799174581,1.6441658885020622,NS,OG0000885,Pv,3429
PvWBCH1.1NG007400.1.v1.1,0.07450543636362976,1,-0,NS,OG0012852,Pv,1801
PvWBCH1.9NG080100.1.v1.1,-1.4659383975788818,0.253437424342767,0.5961292537561924,NS,OG0012704,Pv,3845
PvWBCH1.4NG169800.1.v1.1,-0.10935875603655625,1,-0,NS,OG0019350,Pv,2277
PvWBCH1.3NG401700.1.v1.1,0.6599245584023783,0.0592960982078954,1.2269738830696468,NS,OG0000744,Pv,562
PvWBCH1.9KG388900.1.v1.1,0.4926223285744457,0.0605516200720565,1.21787423272007,NS,OG0023744,Pv,848
PvWBCH1.3KG108200.1.v1.1,0.3368546391254651,1,-0,NS,OG0000332,Pv,1137
PvWBCH1.9KG393600.1.v1.1,-0.8730271437422344,2.4728152221366e-4,3.6068083345099486,NS,OG0018954,Pv,3601
PvWBCH1.1KG226500.1.v1.1,0.8351156152582178,0.16908523128066,0.7718943241197016,NS,OG0009783,Pv,395
PvWBCH1.1NG200900.1.v1.1,-0.2009126939259964,1,-0,NS,OG0000880,Pv,2509
PvWBCH1.2NG071900.1.v1.1,-0.15200309344504995,1,-0,NS,OG0014175,Pv,2390
PvWBCH1.1KG106800.1.v1.1,0.10835717809041852,1,-0,NS,OG0039283,Pv,1723
PvWBCH1.9NG279300.1.v1.1,-0.905088352974533,0.0161093174204369,1.7929228609971677,NS,OG0002192,Pv,3614
PvWBCH1.9NG483900.3.v1.1,0.4709272574751266,0.30191457306363,0.520115923583826,NS,NA,Pv,876
PvWBCH1.9KG377600.1.v1.1,0.26423615104354714,0.547967115508,0.2612455035264667,NS,OG0019613,Pv,1314
PvWBCH1.7KG203600.1.v1.1,-1.50635266602479,0.0253840229502499,1.5954395482523345,Down,OG0008152,Pv,3859
PvWBCH1.5NG211800.1.v1.1,0.3056787432422875,1,-0,NS,OG0017165,Pv,1222
PvWBCH1.5NG282500.1.v1.1,0.21038886444540292,0.488181697207174,0.31141850707969293,NS,OG0012963,Pv,1451
PvWBCH1.9NG204400.2.v1.1,-0.25325728422226385,1,-0,NS,NA,Pv,2634
PvWBCH1.6NG139200.1.v1.1,-0.488026018218199,0.277136972727459,0.5573055313076763,NS,OG0003031,Pv,3146
PvWBCH1.7KG265500.1.v1.1,0.197865391353738,0.596019389673664,0.2247396115830795,NS,OG0018497,Pv,1488
PvWBCH1.6NG020100.1.v1.1,-1.438307278601691,5.6512473701193e-4,3.2478556820621294,Down,OG0014368,Pv,3833
PvWBCH1.9KG290600.1.v1.1,-1.0409717810563062,0.0460637723992317,1.3366404983066051,Down,OG0002192,Pv,3699
PvWBCH1.3KG110400.1.v1.1,-0.2968993003958401,1,-0,NS,OG0000498,Pv,2755
PvWBCH1.5NG068800.1.v1.1,1.4173799759730228,1,-0,NS,OG0002120,Pv,118
PvWBCH1.4KG042800.1.v1.1,-0.25153876699596445,1,-0,NS,OG0003852,Pv,2631
PvWBCH1.8KG223000.1.v1.1,1.3762903833370514,1,-0,NS,OG0024176,Pv,132
PvWBCH1.9KG471100.1.v1.1,-0.4520566887096497,0.0820490621241791,1.0859263788597808,NS,OG0011185,Pv,3083
PvWBCH1.4NG027000.1.v1.1,-0.5585165204173551,0.328293927580941,0.48373715029679193,NS,OG0000323,Pv,3266
PvWBCH1.6NG111100.2.v1.1,-1.67116353577046,0.0460795737812249,1.3364915466273397,Down,NA,Pv,3901
PvWBCH1.3NG388600.1.v1.1,-0.33825040018929514,0.402680879548146,0.3950389914600512,NS,NA,Pv,2838
PvWBCH1.5KG315200.1.v1.1,-0.1250063610670326,1,-0,NS,OG0000620,Pv,2325
PvWBCH1.9NG449300.3.v1.1,0.12035194036522208,1,-0,NS,NA,Pv,1696
PvWBCH1.6KG249300.3.v1.1,-0.4016347946763554,0.696600474175175,0.15701623425390673,NS,NA,Pv,2982
PvWBCH1.3NG103600.1.v1.1,0.11636475669178462,1,-0,NS,OG0000498,Pv,1704
PvWBCH1.1KG286500.1.v1.1,0.7172102990195958,0.114932145193138,0.9395584871731156,NS,OG0017941,Pv,484
PvWBCH1.7KG200100.1.v1.1,0.48645695576873105,0.404116705922135,0.3934931957344572,NS,OG0001580,Pv,856
PvWBCH1.2NG291700.3.v1.1,-0.6237096166629484,0.0892304860621943,1.049486741289988,NS,NA,Pv,3376
PvWBCH1.8KG072100.1.v1.1,-0.49207853504267185,0.596019389673664,0.2247396115830795,NS,OG0003276,Pv,3153
PvWBCH1.5KG437600.2.v1.1,0.6526012175965195,0.212400465928981,0.6728445349061831,NS,NA,Pv,574
PvWBCH1.2NG240700.1.v1.1,-0.08008791132269193,1,-0,NS,OG0011376,Pv,2192
PvWBCH1.6KG022700.1.v1.1,0.6861643260613592,0.919799523945333,0.03630681953689797,NS,OG0001294,Pv,531
PvWBCH1.5KG447900.1.v1.1,-0.6734626518600481,0.0427775360329668,1.36878423421292,NS,OG0015464,Pv,3443
PvWBCH1.5KG027100.1.v1.1,-0.579921884020626,0.117887347521995,0.928532803863729,NS,OG0001055,Pv,3304
PvWBCH1.9NG018900.1.v1.1,-0.08926733809708741,1,-0,NS,OG0009947,Pv,2215
PvWBCH1.5KG193100.1.v1.1,0.3482324192392708,0.459376996257335,0.33783075630824944,NS,OG0010275,Pv,1106
PvWBCH1.8KG103200.2.v1.1,-0.3584539709124763,0.365998681031893,0.43652047969193586,NS,NA,Pv,2884
PvWBCH1.9KG475500.1.v1.1,-1.434402824145775,0.284750948922948,0.5455348199747149,NS,OG0022882,Pv,3831
PvWBCH1.7NG072800.1.v1.1,0.49364733397521016,0.964873223237852,0.01552974579112955,NS,OG0021544,Pv,846
PvWBCH1.1NG281300.1.v1.1,0.08949815083910263,1,-0,NS,OG0005690,Pv,1763
PvWBCH1.5NG286400.1.v1.1,0.01863417413905097,1,-0,NS,OG0010193,Pv,1951
PvWBCH1.5KG098200.1.v1.1,0.3796209620557083,1,-0,NS,OG0022847,Pv,1047
PvWBCH1.3NG187400.1.v1.1,0.00144197417390632,1,-0,NS,OG0004468,Pv,2006
PvWBCH1.2NG342400.1.v1.1,0.47404659931930554,0.0769822966072126,1.1136091367727132,NS,OG0023011,Pv,870
PvWBCH1.6KG040000.1.v1.1,0.1401242239090707,1,-0,NS,OG0014381,Pv,1635
PvWBCH1.5NG374600.1.v1.1,-1.5994620704162712,0.449031409524817,0.34772327925011537,NS,OG0018173,Pv,3883
PvWBCH1.4NG193600.1.v1.1,-0.2722973271627619,1,-0,NS,OG0022944,Pv,2696
PvWBCH1.3KG138700.1.v1.1,0.8797057662822882,0.00402380036097656,2.3953635747406627,NS,OG0008494,Pv,361
PvWBCH1.9NG155100.1.v1.1,-2.473931188332412,0.00293328468853082,2.5326457847323844,Down,OG0023522,Pv,4032
PvWBCH1.9KG211600.2.v1.1,-0.10624949827943408,1,-0,NS,NA,Pv,2268
PvWBCH1.9KG186600.2.v1.1,0.3740657182225377,0.316730556856651,0.4993100356680081,NS,NA,Pv,1056
PvWBCH1.3KG370700.1.v1.1,-0.2125675354831321,1,-0,NS,NA,Pv,2540
PvWBCH1.9KG320700.1.v1.1,1.18840092460321,0.795266061879966,0.09948755074572288,NS,OG0001012,Pv,197
PvWBCH1.5KG398800.1.v1.1,-0.2429767534925404,0.721693822457717,0.14164701215270137,NS,OG0002064,Pv,2610
PvWBCH1.1KG015400.1.v1.1,0.377401430785794,0.0466833027467501,1.3308384261067805,NS,OG0017750,Pv,1050
PvWBCH1.5KG219600.1.v1.1,-0.5649048483799026,0.0656717181320705,1.182621621362529,NS,OG0010255,Pv,3281
PvWBCH1.9KG063800.1.v1.1,-0.6574452545226798,0.00282655446252014,2.5487426420651422,NS,NA,Pv,3421
PvWBCH1.9KG370200.1.v1.1,-0.04097178105630617,1,-0,NS,OG0000882,Pv,2119
PvWBCH1.7KG291000.1.v1.1,1.0996318500144604,0.0031127188780199,2.506860100402527,Up,OG0018478,Pv,235
PvWBCH1.9KG330800.1.v1.1,0.2880632003253163,1,-0,NS,OG0011050,Pv,1258
PvWBCH1.2KG264900.1.v1.1,-0.1456053222468993,1,-0,NS,OG0011376,Pv,2372
PvWBCH1.7KG093200.1.v1.1,-0.5043048373759312,0.407672453514689,0.38968863289598593,NS,OG0000338,Pv,3175
PvWBCH1.7KG301800.1.v1.1,-0.08008791132269193,1,-0,NS,OG0006181,Pv,2192
PvWBCH1.5KG131500.1.v1.1,-0.862496476250065,0.39263250694161,0.4060137470158519,NS,OG0018053,Pv,3592
PvWBCH1.9KG023300.1.v1.1,-0.265344566520995,0.435918285682311,0.3605949130324128,NS,OG0004201,Pv,2675
PvWBCH1.9NG432900.2.v1.1,-0.4481148965282752,1,-0,NS,NA,Pv,3075
PvWBCH1.9KG472700.1.v1.1,-1.9827907099677768,2.2511076910082e-4,3.647603728237203,Down,OG0002556,Pv,3964
PvWBCH1.9NG027800.1.v1.1,0.04264433740849372,1,-0,NS,OG0007031,Pv,1896
PvWBCH1.5NG078100.1.v1.1,0.4604804700400108,1,-0,NS,OG0003405,Pv,896
PvWBCH1.6KG215400.1.v1.1,-0.6620035364849841,0.0460795737812249,1.3364915466273397,NS,OG0013165,Pv,3429
PvWBCH1.8NG177500.1.v1.1,0.14535138557262012,1,-0,NS,OG0000200,Pv,1618
PvWBCH1.2NG392800.1.v1.1,0.267835392097615,0.977648813544182,0.00981712244150438,NS,OG0011394,Pv,1305
PvWBCH1.9KG012500.1.v1.1,-0.588573754273535,0.00682587529312205,2.1658416504265108,NS,OG0002379,Pv,3315
PvWBCH1.3NG083800.1.v1.1,0.46780115648840714,0.942805219962821,0.02557802161358879,NS,OG0019639,Pv,885
PvWBCH1.5KG026600.1.v1.1,0.3862591411333461,0.0170429170546335,1.7684560696451976,NS,OG0009520,Pv,1034
PvWBCH1.6KG130200.1.v1.1,-0.5063526660247899,1,-0,NS,OG0032047,Pv,3180
PvWBCH1.5KG084200.2.v1.1,-0.14241704461585192,1,-0,NS,NA,Pv,2361
PvWBCH1.2KG291400.1.v1.1,1.0461417816447207,0.0477803758538918,1.3207504382900088,Up,OG0011920,Pv,267
PvWBCH1.5NG216000.2.v1.1,-0.8572598278839179,0.0451792291847228,1.3450611829702632,NS,NA,Pv,3590
PvWBCH1.3KG404700.1.v1.1,0.5230600617952494,0.0493802556857197,1.30644666566756,NS,OG0023878,Pv,798
PvWBCH1.4NG189700.1.v1.1,0.2702299072379977,0.639386193386426,0.19423674591986323,NS,OG0002674,Pv,1297
PvWBCH1.3NG310900.1.v1.1,-0.14720210718122878,1,-0,NS,OG0035629,Pv,2381
PvWBCH1.4KG210200.1.v1.1,0.5280711645787354,0.123907787341775,0.906901398278629,NS,OG0005023,Pv,788
PvWBCH1.2KG120300.1.v1.1,-0.6551715030025588,0.0268517059471417,1.571028117417141,NS,OG0006778,Pv,3417
PvWBCH1.4KG117700.1.v1.1,1.207892851641333,0.0154724213916247,1.8104417150833856,Up,OG0011230,Pv,187
PvWBCH1.6KG086400.1.v1.1,-0.1456053222468993,1,-0,NS,OG0011513,Pv,2372
PvWBCH1.5NG316100.1.v1.1,0.7101727482796617,0.0614964788247014,1.2111497504161528,NS,OG0015932,Pv,496
PvWBCH1.5KG247200.1.v1.1,-0.5929192245494992,0.025164060468347,1.5992192798915028,NS,OG0005964,Pv,3327
PvWBCH1.9KG038900.1.v1.1,-0.641603738043346,0.103619031653556,0.984560470623326,NS,OG0001033,Pv,3396
PvWBCH1.5KG102500.1.v1.1,-0.35107444054687875,0.797447491359467,0.09829790383642528,NS,OG0008589,Pv,2869
PvWBCH1.3KG026500.1.v1.1,1.5518851034717247,0.03562957157877,1.4481893997117052,Up,OG0015161,Pv,99
PvWBCH1.9KG020900.1.v1.1,1.4905701304462011,0.0337918100914464,1.471188544192192,Up,OG0024301,Pv,105
PvWBCH1.5NG025300.1.v1.1,0.04823618565284762,1,-0,NS,OG0009520,Pv,1881
PvWBCH1.9NG457000.3.v1.1,-0.05589120089204515,1,-0,NS,NA,Pv,2154
PvWBCH1.8NG130700.2.v1.1,-1.5269924320838262,0.0205736634443433,1.686688368878785,Down,NA,Pv,3864
PvWBCH1.9NG089600.1.v1.1,-0.6060347243397574,0.532578657761638,0.27361624120550054,NS,OG0009364,Pv,3348
PvWBCH1.9NG306800.1.v1.1,0.19912264201360064,1,-0,NS,OG0001134,Pv,1483
PvWBCH1.7NG205600.1.v1.1,0.33227828305692936,1,-0,NS,OG0008152,Pv,1152
PvWBCH1.9NG380900.1.v1.1,-0.6038405109268455,0.310553496708265,0.5078635764085936,NS,OG0008509,Pv,3344
PvWBCH1.2NG145400.1.v1.1,0.4135940824091752,0.424437632661155,0.37218611644717126,NS,OG0021723,Pv,983
PvWBCH1.1KG046400.1.v1.1,-0.17625063969172725,1,-0,NS,OG0000439,Pv,2440
PvWBCH1.4KG030200.3.v1.1,-0.10159814000780672,1,-0,NS,NA,Pv,2254
PvWBCH1.6NG112900.1.v1.1,3.127633279725874,0.00137809620722136,2.860720462539513,Up,OG0016166,Pv,6
PvWBCH1.7KG054700.1.v1.1,0.36401205355861466,1,-0,NS,OG0000200,Pv,1077
PvWBCH1.5NG093700.1.v1.1,-0.4659383975788817,0.611127958859749,0.21386784702677697,NS,OG0001609,Pv,3104
PvWBCH1.3KG293500.1.v1.1,-0.00144341686966871,1,-0,NS,OG0010548,Pv,2014
PvWBCH1.7KG284800.1.v1.1,0.828631581688019,0.0818929427530975,1.0867535226039964,NS,OG0023544,Pv,398
PvWBCH1.7NG124600.1.v1.1,0.4478436443620855,1,-0,NS,OG0016115,Pv,921
PvWBCH1.8NG066500.1.v1.1,0.01435529297707005,1,-0,NS,OG0003276,Pv,1968
PvWBCH1.4KG035200.1.v1.1,0.03280614508324148,1,-0,NS,OG0019133,Pv,1917
PvWBCH1.6KG145200.1.v1.1,0.5567972465927431,1,-0,NS,OG0025023,Pv,739
PvWBCH1.6NG219700.1.v1.1,0.7198405550642678,0.143198374430278,0.8440619120558677,NS,OG0007969,Pv,479
PvWBCH1.1KG196100.1.v1.1,-0.17625063969172725,1,-0,NS,OG0009757,Pv,2440
PvWBCH1.9KG117800.1.v1.1,-0.6170561304310095,0.945705033281597,0.02424429953238506,NS,OG0003364,Pv,3369
PvWBCH1.1KG073300.3.v1.1,-0.3789444967002605,1,-0,NS,NA,Pv,2929
PvWBCH1.4KG102400.1.v1.1,0.5210507369009632,0.00839769835539821,2.075839729238306,NS,OG0021292,Pv,800
PvWBCH1.1NG031300.2.v1.1,0.4372277389129098,0.0551559742758312,1.2584074396244491,NS,NA,Pv,938
PvWBCH1.3KG168000.1.v1.1,-0.8008773579863994,2.8117880480239e-4,3.551017419442718,NS,OG0002208,Pv,3549
PvWBCH1.8KG092600.1.v1.1,0.3115031154682697,0.279331918552954,0.5538794357297243,NS,OG0007251,Pv,1199
PvWBCH1.8NG094900.2.v1.1,-0.4981787345790897,0.636180508901379,0.1964196408027644,NS,NA,Pv,3166
PvWBCH1.7NG153300.2.v1.1,0.0172092900322231,1,-0,NS,NA,Pv,1958
PvWBCH1.5NG355000.1.v1.1,-0.5994620704162712,0.25049354977116,0.6012034527702235,NS,OG0018588,Pv,3337
PvWBCH1.9NG147100.3.v1.1,0.5685185977925435,0.241711177807364,0.616703265406126,NS,NA,Pv,720
PvWBCH1.9KG225800.1.v1.1,0.4604804700400108,0.0198873972965883,1.7014220501431063,NS,OG0012221,Pv,896
PvWBCH1.3KG138400.1.v1.1,1.176960992089442,3.2368271452782e-4,3.489880492397326,Up,OG0024802,Pv,202
PvWBCH1.6NG013000.1.v1.1,-0.12658049656514306,1,-0,NS,OG0002040,Pv,2329
PvWBCH1.1NG207300.1.v1.1,-0.06340917017606154,0.891191280859346,0.05002907115283819,NS,NA,Pv,2168
PvWBCH1.3KG110100.1.v1.1,0.08678376614206665,1,-0,NS,OG0008926,Pv,1769
PvWBCH1.3NG262900.1.v1.1,-1.4981787345790898,1,-0,NS,OG0004724,Pv,3856
PvWBCH1.7KG141900.1.v1.1,-0.08467032398699055,1,-0,NS,OG0003768,Pv,2207
PvWBCH1.2NG238600.1.v1.1,-0.14082554413356457,1,-0,NS,OG0009135,Pv,2356
PvWBCH1.5KG039900.1.v1.1,0.5380414533336636,0.969124551229298,0.01362040413032695,NS,OG0019992,Pv,777
PvWBCH1.3NG130600.1.v1.1,1.438825113175625,0.0422426843959949,1.3742484914845443,Up,OG0024802,Pv,112
PvWBCH1.3NG225100.1.v1.1,-0.905088352974533,0.065144228383812,1.186124055655115,NS,NA,Pv,3614
PvWBCH1.2NG348800.1.v1.1,-0.026205070347394,1,-0,NS,OG0001853,Pv,2079
PvWBCH1.6NG011500.1.v1.1,0.32538641465977336,0.52253959378245,0.28188079668148786,NS,OG0008868,Pv,1169
PvWBCH1.9NG386100.1.v1.1,0.5160151470036647,0.418239449283696,0.3785750059559226,NS,OG0022538,Pv,808
PvWBCH1.9KG435500.1.v1.1,1.1865005576444947,1,-0,NS,OG0016578,Pv,200
PvWBCH1.6KG083600.1.v1.1,0.12829340100981756,1,-0,NS,OG0005037,Pv,1676
PvWBCH1.9NG030000.1.v1.1,-0.27753397552890896,0.495017105537436,0.30537979356711104,NS,OG0002381,Pv,2709
PvWBCH1.4NG091400.1.v1.1,-1.207561069935362,0.0831611874209768,1.0800793182018449,NS,OG0014037,Pv,3761
PvWBCH1.9KG352800.1.v1.1,0.12697285625776553,1,-0,NS,OG0008482,Pv,1679
PvWBCH1.5NG210100.1.v1.1,-0.6896598793878495,0.700997053405759,0.15428380755731966,NS,OG0015706,Pv,3463
PvWBCH1.4KG052400.1.v1.1,-0.2670796178917426,0.648699072865669,0.18795672277211903,NS,OG0022751,Pv,2684
PvWBCH1.1KG077700.1.v1.1,1.946356571633634,0.00447331763624707,2.3493702628441944,Up,OG0015134,Pv,46
PvWBCH1.1KG226600.4.v1.1,-0.2705559931663367,1,-0,NS,NA,Pv,2691
PvWBCH1.9NG313100.2.v1.1,0.12565110166152013,1,-0,NS,NA,Pv,1681
PvWBCH1.5KG270700.1.v1.1,0.7570232465074596,1,-0,NS,OG0007794,Pv,453
PvWBCH1.8NG081700.4.v1.1,0.13750352374993502,1,-0,NS,NA,Pv,1645
PvWBCH1.7KG238600.2.v1.1,-0.04841220518524589,1,-0,NS,NA,Pv,2136
PvWBCH1.9KG392100.1.v1.1,0.5058909297299573,0.0868333390253134,1.0613134986158417,NS,OG0021415,Pv,827
PvWBCH1.7KG293700.1.v1.1,1.2258918616903405,0.734439095448672,0.1340442129537246,NS,OG0010616,Pv,177
PvWBCH1.1KG061200.1.v1.1,-0.2378638300988879,0.0713216464669473,1.146778639651811,NS,OG0001208,Pv,2601
PvWBCH1.6KG162000.1.v1.1,-0.7538959901160834,0.87142698490122,0.05976899568298315,NS,OG0003031,Pv,3520
PvWBCH1.5NG258700.1.v1.1,0.6396952333995822,0.549526977107847,0.2600109825462364,NS,OG0001945,Pv,599
PvWBCH1.5KG416400.1.v1.1,0.070389327891398,1,-0,NS,OG0007627,Pv,1814
PvWBCH1.5NG434000.1.v1.1,-0.02767495844284834,1,-0,NS,OG0005788,Pv,2083
PvWBCH1.1NG094100.1.v1.1,0.02147972741045139,1,-0,NS,OG0020232,Pv,1944
PvWBCH1.9KG430000.1.v1.1,0.5150059164337295,1,-0,NS,OG0008548,Pv,811
PvWBCH1.7NG258600.2.v1.1,0.18650055764449475,1,-0,NS,NA,Pv,1520
PvWBCH1.6NG121700.1.v1.1,0.7075247908996078,0.82574743171167,0.08315276840274163,NS,NA,Pv,502
PvWBCH1.8NG104700.1.v1.1,-0.2986727425870594,1,-0,NS,OG0001609,Pv,2760
PvWBCH1.6NG022400.1.v1.1,0.21412480535284736,1,-0,NS,OG0014364,Pv,1442
PvWBCH1.3KG134700.1.v1.1,0.3994445645894576,0.306603421184536,0.5134230034500846,NS,OG0022913,Pv,1008
PvWBCH1.2KG135400.3.v1.1,0.21412480535284736,1,-0,NS,NA,Pv,1442
PvWBCH1.2NG115800.2.v1.1,-0.1124747292584125,1,-0,NS,NA,Pv,2284
PvWBCH1.3NG253800.1.v1.1,-0.2108967824986185,1,-0,NS,OG0003720,Pv,2534
PvWBCH1.2KG081800.2.v1.1,-0.8836352433082154,0.225686760547222,0.6464939171735998,NS,NA,Pv,3606
PvWBCH1.9KG387700.1.v1.1,-0.32012585225337686,1,-0,NS,OG0016538,Pv,2809
PvWBCH1.4KG100600.1.v1.1,-0.6665762662748083,0.221486848053421,0.6546520571944412,NS,OG0011245,Pv,3433
PvWBCH1.2NG065500.1.v1.1,-0.4324545523562533,1,-0,NS,OG0002621,Pv,3047
PvWBCH1.5NG417900.1.v1.1,-0.27928375747886874,1,-0,NS,OG0015479,Pv,2714
PvWBCH1.3NG206200.1.v1.1,-0.3437324652057107,0.838786446555208,0.0763485956528542,NS,OG0006390,Pv,2855
PvWBCH1.9NG380600.1.v1.1,0.21288056634438476,1,-0,NS,OG0003113,Pv,1446
PvWBCH1.1NG073100.1.v1.1,-0.3040061868900999,1,-0,NS,NA,Pv,2775
PvWBCH1.1NG312500.1.v1.1,-0.5395195299599892,0.454396420045474,0.34256509886530484,NS,OG0022002,Pv,3228
PvWBCH1.1KG083700.1.v1.1,-0.8546486144273799,1,-0,NS,OG0000885,Pv,3585
PvWBCH1.9NG036400.1.v1.1,-0.36587144247495934,1,-0,NS,OG0007041,Pv,2902
PvWBCH1.1NG345000.1.v1.1,-0.19099722506091363,0.965110085094373,0.01542314611502581,NS,OG0000358,Pv,2481
PvWBCH1.3NG007300.1.v1.1,0.5459683691052925,1,-0,NS,OG0001439,Pv,765
PvWBCH1.4KG127900.1.v1.1,0.335711910320462,0.443284974635763,0.35331698907821313,NS,OG0031993,Pv,1143
PvWBCH1.1NG247600.1.v1.1,0.23756371831767567,0.629892285417079,0.20073371062347176,NS,OG0023332,Pv,1385
PvWBCH1.8NG124800.1.v1.1,-0.05439229681862778,1,-0,NS,OG0021140,Pv,2151
PvWBCH1.2KG240500.1.v1.1,1.2209490044667792,0.00734271850349287,2.1341431209441772,Up,OG0009116,Pv,180
PvWBCH1.9KG080100.1.v1.1,-1.4659383975788818,0.0379192836137224,1.4211398761215817,Down,OG0012704,Pv,3845
PvWBCH1.9KG333800.1.v1.1,0.5675454476437468,0.191458252332392,0.7179259097279881,NS,OG0013825,Pv,722
PvWBCH1.3NG089000.1.v1.1,-0.07248275380152368,1,-0,NS,OG0022912,Pv,2179
PvWBCH1.5KG192500.1.v1.1,0.5280711645787354,0.606195051907639,0.2173876129007269,NS,OG0004579,Pv,788
PvWBCH1.3KG235700.1.v1.1,-0.641603738043346,1,-0,NS,OG0019065,Pv,3396
PvWBCH1.3KG423700.1.v1.1,0.10835717809041852,1,-0,NS,OG0000744,Pv,1723
PvWBCH1.2KG422400.1.v1.1,-0.4520566887096497,1,-0,NS,OG0002773,Pv,3083
PvWBCH1.2NG260000.1.v1.1,0.4709272574751266,0.866918041814114,0.06202195866029122,NS,OG0011915,Pv,876
PvWBCH1.5KG119100.1.v1.1,0.267835392097615,0.189563491995434,0.7222452996541129,NS,OG0019628,Pv,1305
PvWBCH1.3KG193600.1.v1.1,-0.4402634755670174,0.630009355516366,0.20065300130996552,NS,OG0018781,Pv,3062
PvWBCH1.5KG399600.1.v1.1,-0.28103566424046145,1,-0,NS,OG0000803,Pv,2723
PvWBCH1.9NG280900.1.v1.1,-0.1648843847417823,1,-0,NS,OG0022996,Pv,2424
PvWBCH1.9KG374200.1.v1.1,-0.1250063610670326,1,-0,NS,OG0001137,Pv,2325
PvWBCH1.9KG214400.2.v1.1,0.5330649218696376,0.00442474268501416,2.354111980045873,NS,NA,Pv,782
PvWBCH1.3KG110600.1.v1.1,0.4157586665224981,0.332217271478637,0.47857779297769326,NS,OG0011664,Pv,976
PvWBCH1.1KG090500.1.v1.1,0.32423456227053127,1,-0,NS,OG0002925,Pv,1174
PvWBCH1.5NG032300.1.v1.1,-1.0409717810563062,0.00191735267533393,2.7172979962173547,Down,OG0000506,Pv,3699
PvWBCH1.4KG039800.1.v1.1,-2.0350469470992008,0.0074725866590295,2.1265290397788004,Down,OG0016748,Pv,3976
PvWBCH1.3KG190700.1.v1.1,-0.09850554495242506,1,-0,NS,OG0000807,Pv,2241
PvWBCH1.2NG118400.1.v1.1,-0.20589610144025208,0.983524231181027,0.00721493585793869,NS,OG0002228,Pv,2521
PvWBCH1.9KG056900.1.v1.1,-0.1187269385707514,1,-0,NS,OG0023172,Pv,2302
PvWBCH1.2KG005200.1.v1.1,0.15185881672700494,1,-0,NS,OG0003457,Pv,1602
PvWBCH1.9KG495500.1.v1.1,1.9601409803107688,0.00405478584805985,2.392032077941571,Up,OG0010777,Pv,44
PvWBCH1.1KG113300.2.v1.1,0.24245007367770144,0.600988138169291,0.22113409967523096,NS,NA,Pv,1369
PvWBCH1.7KG301200.1.v1.1,-0.5290727425248735,0.733178095908939,0.1347905182978977,NS,OG0014816,Pv,3217
PvWBCH1.2NG199600.1.v1.1,0.4956951626240688,1,-0,NS,OG0017429,Pv,842
PvWBCH1.5KG444200.1.v1.1,-1.5022599113909068,0.0124082638217509,1.9062889812234196,Down,OG0010748,Pv,3858
PvWBCH1.9NG021300.1.v1.1,-0.31293931166010763,1,-0,NS,OG0000762,Pv,2794
PvWBCH1.7NG122400.3.v1.1,-0.5864059175908248,0.804013368799555,0.09473672992368022,NS,NA,Pv,3314
PvWBCH1.7KG074900.1.v1.1,-0.8313579644411608,0.154911043416534,0.8099176208211415,NS,OG0045122,Pv,3567
PvWBCH1.3NG070100.1.v1.1,-0.4520566887096497,0.0673089655721782,1.1719270837820894,NS,OG0014030,Pv,3083
PvWBCH1.9KG292800.1.v1.1,-0.12029423371771177,1,-0,NS,OG0022996,Pv,2307
PvWBCH1.1KG135700.1.v1.1,-0.5972778231543953,0.00432138422343176,2.364377117929038,NS,OG0007365,Pv,3335
PvWBCH1.4KG038900.1.v1.1,-0.265344566520995,0.0163237319613332,1.7871805450351084,NS,OG0004964,Pv,2675
PvWBCH1.2NG235500.1.v1.1,-0.2549778509627355,0.0826302063922183,1.082861162469387,NS,OG0009132,Pv,2637
PvWBCH1.9NG473700.2.v1.1,-0.0174170530774094,1,-0,NS,NA,Pv,2062
PvWBCH1.5KG321600.1.v1.1,0.3729520979118291,0.312158887271931,0.5056242960419506,NS,OG0010174,Pv,1059
PvWBCH1.7KG240100.1.v1.1,-2.1909972250609138,4.11758754960777e-5,4.385357157936636,Down,OG0010347,Pv,3999
PvWBCH1.1KG297700.1.v1.1,-0.8943219221054628,0.0482762190089079,1.3162667511651795,NS,OG0020183,Pv,3611
PvWBCH1.9NG343600.4.v1.1,0.2240402742179301,1,-0,NS,NA,Pv,1418
PvWBCH1.2KG136800.1.v1.1,0.8575829553841481,0.0915496049522475,1.0383435253920954,NS,OG0016656,Pv,373
