"gene_td","gene_zm","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa021145","Zm00001eb101090",-0.334489161321058,0.364324506574069,0.443516803184315,"NS","NS","NS"
"Td00001aa021202","Zm00001eb101680",0.272328327643497,0.738044326089653,0.229136599602898,"NS","NS","NS"
"Td00001aa021209","Zm00001eb101750",0.330415836101023,-0.0652025577383439,0.885956799340919,"NS","NS","NS"
"Td00001aa021250","Zm00001eb102120",-0.194133803513817,-0.740554425145771,0.410295868947909,"NS","NS","NS"
"Td00001aa021291","Zm00001eb102500",0.353577138895173,-0.580254567485168,0.176124574070067,"NS","NS","NS"
"Td00001aa021318","Zm00001eb102710",-0.22907839387507,-0.620502588900569,0.210189994844703,"NS","NS","NS"
"Td00001aa021325","Zm00001eb102760",-0.245095887381064,-0.0737240346445471,0.88532039393162,"NS","NS","NS"
"Td00001aa021399","Zm00001eb103380",0.016785558512286,-0.903724139360962,0.041771834505441,"NS","NS","NS"
"Td00001aa021422","Zm00001eb103580",0.106258183755828,-0.1641376447257,0.775751905830189,"NS","NS","NS"
"Td00001aa021431","Zm00001eb103760",-0.242841933014124,0.353928227920143,0.315289745238197,"NS","NS","NS"
"Td00001aa021432","Zm00001eb103800",-0.164391384597314,-0.396729914321965,0.273657503313881,"NS","NS","NS"
"Td00001aa021443","Zm00001eb103900",-0.352624662710077,-0.25991671298717,0.668041964177069,"NS","NS","NS"
"Td00001aa021468","Zm00001eb104070",-0.837593765603208,0.498823821327015,0.239462082775841,"NS","NS","NS"
"Td00001aa021487","Zm00001eb104290",0.246782907889794,-0.0934021080483967,0.817333939603665,"NS","NS","NS"
"Td00001aa021514","Zm00001eb104510",0.0568562490435636,-0.634687211672754,0.179101396179644,"NS","NS","NS"
"Td00001aa021538","Zm00001eb104730",0.23604425382288,-1.07410215499016,0.552839992447093,"NS","NS","NS"
"Td00001aa021571","Zm00001eb105000",0.209164430971225,0.343657111891193,0.311336507258594,"NS","NS","NS"
"Td00001aa021598","Zm00001eb105310",-0.409710157809071,-0.138225103988692,0.747951806411124,"NS","NS","NS"
"Td00001aa021611","Zm00001eb105540",0.053337874091512,0.111815056911845,0.805498653527507,"NS","NS","NS"
"Td00001aa021637","Zm00001eb105750",-0.570803995103675,0.180672077027011,0.720376280081706,"NS","NS","NS"
"Td00001aa021652","Zm00001eb105870",2.32702034122341,0.61278703992627,0.690724949053549,"Up","NS","NS"
"Td00001aa021661","Zm00001eb105960",-0.554808550166646,-0.123571345239308,0.883323857380089,"NS","NS","NS"
"Td00001aa021684","Zm00001eb106160",0.509026232171516,1.02203567948168,0.419182768985957,"NS","NS","NS"
"Td00001aa021685","Zm00001eb106180",-0.175873659063556,-0.213659260625322,0.587772007818358,"NS","NS","NS"
"Td00001aa021702","Zm00001eb106360",-0.270245225957228,0.56562310085973,0.19160680294515,"NS","NS","NS"
"Td00001aa021716","Zm00001eb106450",-0.532831959383839,-0.338685060111965,0.428168222868661,"NS","NS","NS"
"Td00001aa021741","Zm00001eb106680",0.693465676315617,0.277609065722953,0.569025274214398,"NS","NS","NS"
"Td00001aa021797","Zm00001eb324700",-0.512660265627666,2.50109311136975,5.73955922535916e-09,"NS","Up","NS"
"Td00001aa021840","Zm00001eb107590",-0.112798391803885,0.566074961372822,0.0867441915411672,"NS","NS","NS"
"Td00001aa021847","Zm00001eb107690",0.0792393600786079,0.127721790624086,0.836748237373502,"NS","NS","NS"
"Td00001aa021849","Zm00001eb107710",-0.100614472423731,0.130935362378188,0.734393635587022,"NS","NS","NS"
"Td00001aa021863","Zm00001eb325830",-0.0237663155591436,0.622587573719252,0.0382742804112457,"NS","NS","NS"
"Td00001aa021881","Zm00001eb108120",0.11161429142971,0.626561010742056,0.00323227360523729,"NS","NS","NS"
"Td00001aa021919","Zm00001eb108410",0.625888553076061,0.275178955555967,0.247650894112779,"NS","NS","NS"
"Td00001aa021925","Zm00001eb108470",-0.108070823594754,-0.0321141055951368,0.951652265413016,"NS","NS","NS"
"Td00001aa021931","Zm00001eb108570",-0.570944465164725,0.115929107630237,0.818511868445883,"NS","NS","NS"
"Td00001aa021975","Zm00001eb327220",-0.267798687500789,1.46799124474892,0.455374780561207,"NS","NS","NS"
"Td00001aa021997","Zm00001eb109300",-0.607330894985333,0.0640483817906622,0.914645341694686,"NS","NS","NS"
"Td00001aa022018","Zm00001eb109570",-0.751068758586605,0.251171933890244,0.606186417637858,"NS","NS","NS"
"Td00001aa022044","Zm00001eb109880",0.0467781144414865,-0.37171073537127,0.572122949832968,"NS","NS","NS"
"Td00001aa022072","Zm00001eb110080",0.172991528229488,0.570731683911901,0.143787137396612,"NS","NS","NS"
"Td00001aa022085","Zm00001eb110270",-0.106810726395213,-0.240066420268812,0.66583138269067,"NS","NS","NS"
"Td00001aa022088","Zm00001eb110300",-0.332240004719219,0.201757768717645,0.657671814830643,"NS","NS","NS"
"Td00001aa022125","Zm00001eb110650",-0.182810349180764,0.218115584114837,0.743180321927508,"NS","NS","NS"
"Td00001aa022161","Zm00001eb111020",-0.297454909942158,0.362184160728536,0.463326198990662,"NS","NS","NS"
"Td00001aa022192","Zm00001eb111400",0.158357084925548,0.502558496880197,0.228556293939837,"NS","NS","NS"
"Td00001aa022229","Zm00001eb111690",-0.0484770029141397,-0.419951187070796,0.425900726419641,"NS","NS","NS"
"Td00001aa022232","Zm00001eb111720",0.236851377300109,-0.0361236439493326,0.94160050355292,"NS","NS","NS"
"Td00001aa022257","Zm00001eb111890",-0.46569569404626,-0.0367484482628332,0.969852263843718,"NS","NS","NS"
"Td00001aa022259","Zm00001eb111910",-0.206412555489144,0.502789582372709,0.118424479856931,"NS","NS","NS"
"Td00001aa022269","Zm00001eb111990",-0.084783176370576,0.043672338471396,0.959675342724436,"NS","NS","NS"
"Td00001aa022275","Zm00001eb112040",-0.111502135738543,-0.01521086636295,0.988141136306438,"NS","NS","NS"
"Td00001aa022293","Zm00001eb297760",-0.521782167028169,-0.0735613986410615,0.917328125917626,"NS","NS","NS"
"Td00001aa022297","Zm00001eb297230",-0.199543119760802,0.0144427836333767,0.980009878844948,"NS","NS","NS"
"Td00001aa022305","Zm00001eb297260",-0.214276986970276,0.620158961438011,0.0163462406057089,"NS","NS","NS"
"Td00001aa022314","Zm00001eb297390",-0.213640087360818,0.19496826612513,0.74766858596894,"NS","NS","NS"
"Td00001aa022327","Zm00001eb297500",0.402750945673457,-0.536760499324694,0.201009117375682,"NS","NS","NS"
"Td00001aa022358","Zm00001eb297170",-0.871550141416306,-0.734243172726945,0.182546669123332,"NS","NS","NS"
"Td00001aa022398","Zm00001eb296550",-0.0241377995570989,0.49571033822955,0.108132934611983,"NS","NS","NS"
"Td00001aa022414","Zm00001eb296460",-0.45680513385525,0.583103268320607,0.187995199575483,"NS","NS","NS"
"Td00001aa022445","Zm00001eb296120",0.298058190817793,0.402900081034177,0.384380870779303,"NS","NS","NS"
"Td00001aa022450","Zm00001eb296070",0.126741929939227,-0.243533673683701,0.671358183864031,"NS","NS","NS"
"Td00001aa022462","Zm00001eb295910",-0.1104841630927,-0.19655967491287,0.600867580185274,"NS","NS","NS"
"Td00001aa022473","Zm00001eb295820",-0.12243946299582,0.941279807704482,0.00108645303962396,"NS","NS","NS"
"Td00001aa022503","Zm00001eb295460",0.252461185131437,1.28990654152686,0.300653539128505,"NS","NS","NS"
"Td00001aa022519","Zm00001eb295310",0.287935493248841,0.507607153565048,0.406361735917143,"NS","NS","NS"
"Td00001aa022538","Zm00001eb294990",0.122807338074354,-0.311101053775047,0.546361413831305,"NS","NS","NS"
"Td00001aa022561","Zm00001eb294790",-0.415025980881186,-0.0776864250896231,0.870432079786133,"NS","NS","NS"
"Td00001aa022584","Zm00001eb294570",-0.231409033808742,-0.0268528604007717,0.96418501186385,"NS","NS","NS"
"Td00001aa022594","Zm00001eb294480",5.07724597845613,1.90765491334536,0.110605064231354,"Up","NS","NS"
"Td00001aa022597","Zm00001eb294420",0.377985049374834,0.32494370308735,0.331235399057744,"NS","NS","NS"
"Td00001aa022605","Zm00001eb294330",-0.191957890888757,-0.465124770253658,0.288228422475945,"NS","NS","NS"
"Td00001aa022606","Zm00001eb294310",-0.106797792396415,-0.259974572130678,0.590942045811074,"NS","NS","NS"
"Td00001aa022611","Zm00001eb294250",-0.340626418285146,-0.270034731188813,0.446597899915149,"NS","NS","NS"
"Td00001aa022620","Zm00001eb294160",0.132847881355177,0.519364088164474,0.3086473674556,"NS","NS","NS"
"Td00001aa022622","Zm00001eb294130",-0.13739334953551,0.0239850507631591,0.969708773265583,"NS","NS","NS"
"Td00001aa022637","Zm00001eb293760",-0.117490753964153,-0.409077330966908,0.401874343640031,"NS","NS","NS"
"Td00001aa022640","Zm00001eb293780",1.30490214264019,-0.690143415493843,0.819990753321518,"Up","NS","NS"
"Td00001aa022642","Zm00001eb293810",0.113513648973407,0.0273015303144613,0.966141398193831,"NS","NS","NS"
"Td00001aa022669","Zm00001eb293670",-0.388794335097038,-0.689268198209751,0.215511551930747,"NS","NS","NS"
"Td00001aa022677","Zm00001eb293540",0.0789626045535703,0.307941388985734,0.582329090741953,"NS","NS","NS"
"Td00001aa022679","Zm00001eb293530",0.023273274210062,0.292055637015547,0.317976661342832,"NS","NS","NS"
"Td00001aa022688","Zm00001eb293460",0.0128920696787655,0.283779757297135,0.515925879358078,"NS","NS","NS"
"Td00001aa022696","Zm00001eb293360",-0.34096409882099,0.765915807546974,0.0115378048317153,"NS","NS","NS"
"Td00001aa022720","Zm00001eb293180",-0.72808232314771,-0.0943722260163927,0.804119477534574,"NS","NS","NS"
"Td00001aa022737","Zm00001eb292960",-0.660515923558288,0.166863469136865,0.817481299002276,"NS","NS","NS"
"Td00001aa022786","Zm00001eb292420",-0.565363565141749,-0.391849409868852,0.551408646363462,"NS","NS","NS"
"Td00001aa022792","Zm00001eb292370",-0.241405676304697,0.639956179131308,0.054243214966666,"NS","NS","NS"
"Td00001aa022796","Zm00001eb292340",-0.103507216915782,0.596818405907657,0.0965247406696382,"NS","NS","NS"
"Td00001aa022808","Zm00001eb292310",-0.402514977711247,0.452263518991127,0.147132675301594,"NS","NS","NS"
"Td00001aa022827","Zm00001eb292100",0.293920828537179,0.474637309287798,0.272522938841019,"NS","NS","NS"
"Td00001aa022834","Zm00001eb291980",0.390839121630278,0.270995756273425,0.587986860106351,"NS","NS","NS"
"Td00001aa022862","Zm00001eb291670",0.0649252744015395,-0.588903200891306,0.340648173892102,"NS","NS","NS"
"Td00001aa022878","Zm00001eb291460",0.411663093540617,-0.267991787805874,0.668616448338337,"NS","NS","NS"
"Td00001aa022889","Zm00001eb291360",0.0794639409268856,0.304138550576779,0.616634559190766,"NS","NS","NS"
"Td00001aa022902","Zm00001eb291240",0.0358609742118946,-0.050096405088119,0.92205498793835,"NS","NS","NS"
"Td00001aa022963","Zm00001eb290370",1.32576221585418,0.68209275234982,0.120921657761149,"Up","NS","NS"
"Td00001aa022969","Zm00001eb290330",3.33020628560317,3.00854091271656,0.0207021432248785,"Up","Up","Up"
"Td00001aa023035","Zm00001eb289690",0.126121445769372,-0.100050664028995,0.871106089195924,"NS","NS","NS"
"Td00001aa023037","Zm00001eb289680",0.598069848226116,-0.0830309903621871,0.883198199981926,"NS","NS","NS"
"Td00001aa023049","Zm00001eb289570",0.441195596041921,0.383337603143436,0.52599115379526,"NS","NS","NS"
"Td00001aa023051","Zm00001eb289550",-0.401289984338949,0.34029166106681,0.506671713471936,"NS","NS","NS"
"Td00001aa023061","Zm00001eb289460",0.370698333954758,0.860689031302591,0.0161693382921004,"NS","NS","NS"
"Td00001aa023083","Zm00001eb289240",-0.139186317380844,0.197262904042672,0.548252665250777,"NS","NS","NS"
"Td00001aa023087","Zm00001eb289200",-0.719914489104696,0.411245581189068,0.281189647844646,"NS","NS","NS"
"Td00001aa023093","Zm00001eb289150",-0.123402690141616,0.163588398567415,0.694416369393174,"NS","NS","NS"
"Td00001aa023101","Zm00001eb289050",0.682056982807376,0.449055506778186,0.316443676153829,"NS","NS","NS"
"Td00001aa023167","Zm00001eb288340",-0.0737110595260098,0.289741986690461,0.47329343414136,"NS","NS","NS"
"Td00001aa023181","Zm00001eb288200",-0.250239248879298,0.385856442990232,0.30333322885882,"NS","NS","NS"
"Td00001aa023188","Zm00001eb288150",-0.907894774532494,0.307297521747895,0.618362566407964,"NS","NS","NS"
"Td00001aa023196","Zm00001eb288100",-1.49464343781249,0.324850922227741,0.583687065842834,"Down","NS","NS"
"Td00001aa023230","Zm00001eb287770",-0.222085527532107,0.10499075354427,0.89774446745438,"NS","NS","NS"
"Td00001aa023262","Zm00001eb287410",-0.3546458849188,-1.47056023126334,0.0186524625351656,"NS","Down","NS"
"Td00001aa023274","Zm00001eb287240",-0.485520567765584,0.422278402157835,0.359202901144438,"NS","NS","NS"
"Td00001aa023275","Zm00001eb287230",-0.707976899132602,0.0502687864412459,0.924688172270638,"NS","NS","NS"
"Td00001aa023291","Zm00001eb287090",-0.508678261934064,-0.131498317409243,0.81314274349638,"NS","NS","NS"
"Td00001aa023292","Zm00001eb287080",0.309076845878126,0.642226301661226,0.161909089681139,"NS","NS","NS"
"Td00001aa023308","Zm00001eb286920",0.291189099312714,0.528524068567268,0.275858938100394,"NS","NS","NS"
"Td00001aa023318","Zm00001eb286850",-0.242045175027706,-1.31757080044998,0.00282056548635625,"NS","Down","NS"
"Td00001aa023327","Zm00001eb286730",-0.129669614124216,0.629098679015595,0.156493795377102,"NS","NS","NS"
"Td00001aa023346","Zm00001eb286470",-0.392770436749598,-1.03213621139109,0.000418456735468745,"NS","Down","NS"
"Td00001aa023370","Zm00001eb286220",0.547469754897298,-0.417968062291694,0.122847831530829,"NS","NS","NS"
"Td00001aa023371","Zm00001eb286210",0.120109162286243,0.127028868458592,0.790122984784484,"NS","NS","NS"
"Td00001aa023373","Zm00001eb286140",-0.478947960053877,0.346912365334557,0.505653577521059,"NS","NS","NS"
"Td00001aa023465","Zm00001eb285140",-0.563055474493915,0.0795036852472588,0.851890369672185,"NS","NS","NS"
"Td00001aa023472","Zm00001eb285090",0.230007462117193,0.570760484721724,0.0890779337344188,"NS","NS","NS"
"Td00001aa023487","Zm00001eb284960",-0.256131396869888,-0.012835027580335,0.984795431950522,"NS","NS","NS"
"Td00001aa023509","Zm00001eb284640",-0.355874260559828,0.639395856639015,0.0344279170252205,"NS","NS","NS"
"Td00001aa023537","Zm00001eb284320",-0.435865766263229,0.34097586987142,0.482422077491855,"NS","NS","NS"
"Td00001aa023540","Zm00001eb284300",0.0693862743692555,0.479803382434597,0.424775244348556,"NS","NS","NS"
"Td00001aa023550","Zm00001eb284260",0.0756657161261831,0.0381770978899806,0.937707649994949,"NS","NS","NS"
"Td00001aa023589","Zm00001eb283980",-0.16126924310313,0.165842863253894,0.669594361488042,"NS","NS","NS"
"Td00001aa023611","Zm00001eb283810",1.00280012905745,0.482175755984089,0.382402612909284,"Up","NS","NS"
"Td00001aa023612","Zm00001eb283800",0.0454000494367404,-0.591590177422763,0.244620952287092,"NS","NS","NS"
"Td00001aa023626","Zm00001eb283640",0.135973048500149,-0.477618539814568,0.123496761705917,"NS","NS","NS"
"Td00001aa023633","Zm00001eb283570",0.206451523685211,2.40096491892523,0.282782947579502,"NS","NS","NS"
"Td00001aa023647","Zm00001eb283450",-1.70767613854809,0.221572908728673,0.71485310237943,"Down","NS","NS"
"Td00001aa023670","Zm00001eb283230",-1.26133205583756,-1.27165738262226,6.91324430237048e-06,"Down","Down","Down"
"Td00001aa023677","Zm00001eb283130",-0.312236530933431,0.353337396031492,0.41352383049851,"NS","NS","NS"
"Td00001aa023714","Zm00001eb282780",-0.034773330404435,-0.121709094372697,0.796938086884541,"NS","NS","NS"
"Td00001aa023726","Zm00001eb282710",0.2128282599297,0.215796162395314,0.634112562043364,"NS","NS","NS"
"Td00001aa023738","Zm00001eb282590",0.367663504252448,0.0767841580180997,0.948932617199925,"NS","NS","NS"
"Td00001aa023757","Zm00001eb282430",-0.251750860631964,0.397120576325314,0.579235847310709,"NS","NS","NS"
"Td00001aa023764","Zm00001eb282320",-0.472743142645862,-0.225684516299782,0.602028960192123,"NS","NS","NS"
"Td00001aa023772","Zm00001eb282310",0.24583738539796,0.338993926009066,0.355078142590198,"NS","NS","NS"
"Td00001aa023820","Zm00001eb268050",0.102882733329712,0.202080500356331,0.557985037238431,"NS","NS","NS"
"Td00001aa023862","Zm00001eb267410",0.309989437014345,-1.50617137286591,0.00916878500275007,"NS","Down","NS"
"Td00001aa023871","Zm00001eb282820",-0.296378406334561,-0.12068713306758,0.767292227496467,"NS","NS","NS"
"Td00001aa023910","Zm00001eb267580",0.00509055901230358,0.42232555607598,0.257070543070003,"NS","NS","NS"
"Td00001aa023918","Zm00001eb267470",-0.0816556496538413,-0.427062715067507,0.14322069153213,"NS","NS","NS"
"Td00001aa023935","Zm00001eb065340",-0.052012741754008,0.89696625148915,0.350061663077253,"NS","NS","NS"
"Td00001aa023949","Zm00001eb065160",0.374981391358228,-0.39643627620314,0.4163648043117,"NS","NS","NS"
"Td00001aa023954","Zm00001eb065090",0.55883800548583,-0.140086997805479,0.738583801865063,"NS","NS","NS"
"Td00001aa023968","Zm00001eb064890",-0.600622034173332,-0.358538076938397,0.482361162528621,"NS","NS","NS"
"Td00001aa023976","Zm00001eb064810",0.260428413797047,-0.358200032839797,0.536221416605674,"NS","NS","NS"
"Td00001aa023980","Zm00001eb064770",-0.20276104537879,-0.307960513106069,0.647077155275535,"NS","NS","NS"
"Td00001aa023995","Zm00001eb064650",-0.101546395470051,0.100206790594069,0.869321302175959,"NS","NS","NS"
"Td00001aa024003","Zm00001eb064600",-0.051831358711943,-0.520865943935061,0.081937591401251,"NS","NS","NS"
"Td00001aa024011","Zm00001eb064570",-0.046989911707856,-0.435188471940756,0.196061321857917,"NS","NS","NS"
"Td00001aa024032","Zm00001eb064390",-0.200786675531617,0.399344647524569,0.311217856528182,"NS","NS","NS"
"Td00001aa024033","Zm00001eb064380",0.175640886764723,1.00914663099229,0.122847831530829,"NS","NS","NS"
"Td00001aa024042","Zm00001eb064300",-0.105795232024896,0.0801472759067307,0.86804391105204,"NS","NS","NS"
"Td00001aa024060","Zm00001eb064120",-0.146279131041655,0.432291295460631,0.137969330474111,"NS","NS","NS"
"Td00001aa024071","Zm00001eb064000",-0.263617114922645,0.184599197665726,0.600718407043762,"NS","NS","NS"
"Td00001aa024089","Zm00001eb063870",0.393736860021525,0.635417336130813,0.0499509787184163,"NS","NS","NS"
"Td00001aa024097","Zm00001eb063770",0.267533152268921,0.735266520921055,0.0117522726951547,"NS","NS","NS"
"Td00001aa024101","Zm00001eb063720",-0.271469236715682,0.415819356250841,0.326619888611461,"NS","NS","NS"
"Td00001aa024103","Zm00001eb063700",0.158215275408626,-0.469428285688337,0.347101108037052,"NS","NS","NS"
"Td00001aa024125","Zm00001eb063500",-0.180762314175495,0.14821866321094,0.816001420490771,"NS","NS","NS"
"Td00001aa024130","Zm00001eb063430",0.223055864189992,0.475743346914668,0.281299243410022,"NS","NS","NS"
"Td00001aa024171","Zm00001eb062910",0.152576066166103,0.136568387138723,0.823426419226103,"NS","NS","NS"
"Td00001aa024188","Zm00001eb062800",0.48236132313271,-0.59796666087842,0.081544056148919,"NS","NS","NS"
"Td00001aa024190","Zm00001eb062770",-0.101623116442512,-0.171510438933715,0.695964332343213,"NS","NS","NS"
"Td00001aa024194","Zm00001eb062720",0.0380812124426047,0.01907469128141,0.979701831812432,"NS","NS","NS"
"Td00001aa024211","Zm00001eb062550",-0.300122521156782,-0.254894246873496,0.654496947611444,"NS","NS","NS"
"Td00001aa024214","Zm00001eb062510",0.767740054044102,0.298783021653723,0.679698127785784,"NS","NS","NS"
"Td00001aa024218","Zm00001eb062480",-0.0389613194512023,0.0563963607381991,0.94160050355292,"NS","NS","NS"
"Td00001aa024225","Zm00001eb062390",-1.85360113483961,-2.89018731177462,0.000430204370731729,"Down","Down","Down"
"Td00001aa024231","Zm00001eb062330",0.713074677466465,0.758000683885734,0.0558355650135677,"NS","NS","NS"
"Td00001aa024245","Zm00001eb062180",-0.161463701749334,-0.192949341923148,0.831187416477141,"NS","NS","NS"
"Td00001aa024260","Zm00001eb062070",-0.141581725328892,0.441070111667279,0.212975467080535,"NS","NS","NS"
"Td00001aa024264","Zm00001eb062010",-0.0948858948318924,-0.0523534094775413,0.921898952261716,"NS","NS","NS"
"Td00001aa024292","Zm00001eb061750",-1.1822091098324,0.256858108476623,0.692869761993957,"Down","NS","NS"
"Td00001aa024299","Zm00001eb061570",-0.026346144716909,0.390374291013848,0.304467756278377,"NS","NS","NS"
"Td00001aa024301","Zm00001eb061560",-0.258838162201648,0.392755965131381,0.265923055678009,"NS","NS","NS"
"Td00001aa024312","Zm00001eb061470",-0.04028560054609,0.391143150973361,0.607557676399468,"NS","NS","NS"
"Td00001aa024340","Zm00001eb061180",-0.786707059480247,-0.684358819958837,0.11584236042716,"NS","NS","NS"
"Td00001aa024352","Zm00001eb212820",-0.614633360757085,-1.51628926002547,0.0121354464265873,"NS","Down","NS"
"Td00001aa024374","Zm00001eb060760",-0.206242790607544,-0.313654482181252,0.590926802461215,"NS","NS","NS"
"Td00001aa024375","Zm00001eb060730",0.101128479738745,-0.268539444474562,0.537551563452409,"NS","NS","NS"
"Td00001aa024379","Zm00001eb060680",1.95385846442961,1.47980326101667,8.86357953349949e-05,"Up","Up","Up"
"Td00001aa024383","Zm00001eb060640",-0.293546111343508,0.121750410082823,0.851085122376579,"NS","NS","NS"
"Td00001aa024392","Zm00001eb060520",-0.923450612388312,1.46184114068466,0.114864944067775,"NS","NS","NS"
"Td00001aa024418","Zm00001eb060260",0.599202039817747,0.869623004465782,0.019921182649249,"NS","NS","NS"
"Td00001aa024423","Zm00001eb060220",-0.158441429064981,0.958506881665382,0.357269188677839,"NS","NS","NS"
"Td00001aa024435","Zm00001eb060050",0.018679999568741,-1.13286247404756,0.00111529937325103,"NS","Down","NS"
"Td00001aa024440","Zm00001eb059990",0.245600039730838,0.499124758190936,0.244496944037989,"NS","NS","NS"
"Td00001aa024462","Zm00001eb059850",-0.262250796638444,-1.50856816764827,2.39662123124429e-08,"NS","Down","NS"
"Td00001aa024464","Zm00001eb059830",-0.133620253061034,0.458889918157943,0.150507332545302,"NS","NS","NS"
"Td00001aa024475","Zm00001eb059650",-0.0863381954371114,-0.225837479545663,0.605837940459292,"NS","NS","NS"
"Td00001aa024497","Zm00001eb059230",0.270084586238448,-0.304896900882102,0.802229911080832,"NS","NS","NS"
"Td00001aa024515","Zm00001eb059070",-0.427456388861726,-0.237436708172124,0.699855951250566,"NS","NS","NS"
"Td00001aa024551","Zm00001eb058640",-0.698816197473116,0.13005868347335,0.90510348979018,"NS","NS","NS"
"Td00001aa024618","Zm00001eb057840",0.287063475631913,0.512042656965368,0.527243831074057,"NS","NS","NS"
"Td00001aa024647","Zm00001eb057490",0.380331736529047,0.973527441291916,0.0103749582965888,"NS","NS","NS"
"Td00001aa024655","Zm00001eb057400",-0.046680491939135,-0.162900525902103,0.676049329341171,"NS","NS","NS"
"Td00001aa024666","Zm00001eb057230",-0.462801843649617,0.185245325805631,0.804880359420074,"NS","NS","NS"
"Td00001aa024674","Zm00001eb057150",1.01357162721096,0.461970568155611,0.244593077546866,"Up","NS","NS"
"Td00001aa024701","Zm00001eb056930",0.337486312100329,1.18504074737575,9.21356871967568e-07,"NS","Up","NS"
"Td00001aa024729","Zm00001eb056550",0.34696968045072,-0.104962940908838,0.803882828599255,"NS","NS","NS"
"Td00001aa024734","Zm00001eb056510",1.02881962068411,0.137109423720722,0.773123878385499,"Up","NS","NS"
"Td00001aa024742","Zm00001eb056450",0.060562316523277,1.15645089092825,0.0058177603560376,"NS","Up","NS"
"Td00001aa024753","Zm00001eb056360",-0.489412848245787,-0.171643145571925,0.710172098852734,"NS","NS","NS"
"Td00001aa024773","Zm00001eb056240",0.401997525001431,0.312762531162631,0.40786930521969,"NS","NS","NS"
"Td00001aa024779","Zm00001eb056130",0.0671806758264887,-0.0161370272329278,0.987269021577091,"NS","NS","NS"
"Td00001aa024781","Zm00001eb025570",-0.157976059786898,2.40307011186766,0.0971056819951034,"NS","NS","NS"
"Td00001aa024831","Zm00001eb055490",-0.156622182449513,0.265322532848812,0.547854640190402,"NS","NS","NS"
"Td00001aa024849","Zm00001eb055180",0.316344428143102,0.0470607648706742,0.940323940045318,"NS","NS","NS"
"Td00001aa024852","Zm00001eb055170",0.0236882097186425,0.361835765027271,0.273111908135753,"NS","NS","NS"
"Td00001aa024862","Zm00001eb055080",-0.0589423319107388,0.0509186985530961,0.932937740795745,"NS","NS","NS"
"Td00001aa024864","Zm00001eb055050",-0.456005658808669,0.237768808430273,0.509749367329118,"NS","NS","NS"
"Td00001aa024866","Zm00001eb055030",-0.564332059307923,0.281707438341173,0.375569365549279,"NS","NS","NS"
"Td00001aa024867","Zm00001eb055020",-0.712657329441672,0.255029278037665,0.541729912964947,"NS","NS","NS"
"Td00001aa024871","Zm00001eb054960",-1.10330057348111,0.296786366479678,0.476521967896412,"Down","NS","NS"
"Td00001aa024876","Zm00001eb054910",-0.103881360209776,-0.345966220490528,0.290726472054299,"NS","NS","NS"
"Td00001aa024896","Zm00001eb054680",0.674039391299527,-0.628202054449707,0.0897995422906506,"NS","NS","NS"
"Td00001aa024935","Zm00001eb054250",-0.89261445438654,0.756490654519929,0.00839802211206408,"NS","NS","NS"
"Td00001aa024936","Zm00001eb054240",-1.09008938616597,1.33810513536421,0.0288716535008412,"Down","Up","NS"
"Td00001aa024937","Zm00001eb054230",-0.862040082544137,0.832188082895904,0.0704173512154026,"NS","NS","NS"
"Td00001aa024939","Zm00001eb054210",0.108157623086175,0.189441535574339,0.624704424641309,"NS","NS","NS"
"Td00001aa024952","Zm00001eb054050",-2.27182334048076,1.91879984548987,8.26407862744475e-06,"Down","Up","NS"
"Td00001aa024953","Zm00001eb054040",-0.305201584043923,-0.548929436363104,0.282770435970157,"NS","NS","NS"
"Td00001aa024956","Zm00001eb054000",-0.183055360347094,-0.22979643661362,0.722858017533793,"NS","NS","NS"
"Td00001aa024970","Zm00001eb053790",-0.212883506386907,-0.166947933240382,0.612598823015058,"NS","NS","NS"
"Td00001aa024975","Zm00001eb053750",0.360348360927343,-0.715604516076003,0.075322088636051,"NS","NS","NS"
"Td00001aa024999","Zm00001eb217120",-0.76996453080158,0.420385842825755,0.447625017780709,"NS","NS","NS"
"Td00001aa025002","Zm00001eb053520",0.0745362848715333,0.625018156376872,0.111493526766144,"NS","NS","NS"
"Td00001aa025005","Zm00001eb053490",-0.272057046166391,0.061426068903787,0.910890515148049,"NS","NS","NS"
"Td00001aa025008","Zm00001eb053440",0.807204861981312,0.46946628772299,0.203263085209818,"NS","NS","NS"
"Td00001aa025021","Zm00001eb053220",-1.02466413275406,0.226028105152406,0.827966159775151,"Down","NS","NS"
"Td00001aa025038","Zm00001eb051830",-0.2832992752654,0.103651414620731,0.835348183151572,"NS","NS","NS"
"Td00001aa025105","Zm00001eb065510",-0.0906657670331642,-0.402495380829481,0.285930720068454,"NS","NS","NS"
"Td00001aa025134","Zm00001eb052640",0.440812786236102,0.431940002967909,0.215924679677941,"NS","NS","NS"
"Td00001aa025144","Zm00001eb052750",-0.0875102421161748,-0.407007198942151,0.0801847474870751,"NS","NS","NS"
"Td00001aa025171","Zm00001eb050220",-1.25739224917616,0.115764335340846,0.74766858596894,"Down","NS","NS"
"Td00001aa025196","Zm00001eb050410",-0.223120324630787,0.110261908893704,0.884862027778277,"NS","NS","NS"
"Td00001aa025199","Zm00001eb050460",0.159909833344411,0.136846109975079,0.763759122291106,"NS","NS","NS"
