protein_id,species,orthogroup,rank,log2FC,DAP,description,go_id,Term,PPV
Sn00001aa073394_T001,Sn,OG0007031,64,1.0250287944915224,Up,TOG domain-containing protein,NA,NA,NA
Sn00001aa053959_T001,Sn,OG0005569,65,1.018634174139051,Up,Succinate-semialdehyde dehydrogenase,GO:0009408,response to heat,0.485186154663
Sn00001aa074601_T001,Sn,OG0008608,66,1.0079130816432649,Up,"Formate dehydrogenase, mitochondrial",NA,NA,NA
Td00001aa022594_T002,Trip19,OG0022470,1,5.00162211964968,Up,"Late embryogenesis abundant protein, group 3",GO:0009631,cold acclimation,0.553760941814
Td00001aa029496_T001,Trip19,OG0016115,2,4.34027740476625,Up,22.0 kDa class IV heat shock protein-like,GO:0006457,protein folding,0.676121533527
Td00001aa040338_T001,Trip19,OG0051958,3,3.81424277977989,Up,Abscisic stress ripening,NA,NA,NA
Td00001aa013159_T001,Trip19,OG0006288,4,3.69231559916945,Up,TLC domain-containing protein,NA,NA,NA
Td00001aa022969_T001,Trip19,OG0013697,5,3.6585542606509,Up,Aldose reductase,NA,NA,NA
Td00001aa027412_T001,Trip19,OG0024318,6,3.43175666019445,Up,Dehydrin,NA,NA,NA
Td00001aa005038_T001,Trip19,OG0009930,7,3.29851169276436,Up,Seed biotin-containing protein SBP65,GO:0009631,cold acclimation,0.851698991499
Td00001aa023916_T001,Trip19,OG0014428,8,3.22265002245148,Up,Polygalacturonase inhibitor,NA,NA,NA
Td00001aa014362_T001,Trip19,OG0016578,9,3.10802256251641,Up,"Heat shock protein, chloroplastic",GO:0009408,response to heat,0.726056829141
Td00001aa004040_T001,Trip19,OG0009809,10,3.06626144226872,Up,Dehydrin,GO:0009631,cold acclimation,0.822388613811
Td00001aa026590_T004,Trip19,OG0016454,11,2.94990839795332,Up,"39 kDa EF-Hand containing protein, putative, expressed",NA,NA,NA
Td00001aa024450_T001,Trip19,OG0000642,12,2.94598218599746,Up,Glutathione S-transferase,GO:0006749,glutathione metabolic process,0.727045528404
Td00001aa025492_T002,Trip19,OG0012185,13,2.91838623444635,Up,Methionine gamma-lyase,NA,NA,NA
Td00001aa032866_T001,Trip19,OG0014118,14,2.89005751138785,Up,"Outer envelope pore protein 16-2, chloroplastic",NA,NA,NA
Td00001aa026762_T001,Trip19,OG0000568,15,2.7454524831317,Up,Ent-cassadiene C2-hydroxylase,NA,NA,NA
Td00001aa017178_T002,Trip19,NA,16,2.72399534471519,Up,Dehydrin,GO:0009631,cold acclimation,0.796125693911
Td00001aa004295_T001,Trip19,OG0012515,17,2.62854031926276,Up,Temperature-induced lipocalin,NA,NA,NA
Td00001aa014939_T002,Trip19,OG0008494,18,2.62480276525295,Up,UDP-glucose 4-epimerase,NA,NA,NA
Td00001aa033192_T001,Trip19,OG0000288,19,2.5528688710113,Up,16.9 kDa class I heat shock protein 1,GO:0006457,protein folding,0.515547298848
Td00001aa000735_T001,Trip19,OG0002718,20,2.44810804371056,Up,X8 domain-containing protein,NA,NA,NA
Td00001aa019065_T001,Trip19,OG0005483,21,2.32567423412026,Up,Small heat shock protein HSP17.8,GO:0006457,protein folding,0.460607057486
Td00001aa022732_T002,Trip19,OG0025011,22,2.29425313644451,Up,Globin domain-containing protein,NA,NA,NA
Td00001aa024451_T001,Trip19,OG0000642,23,2.27142567609293,Up,Glutathione S-transferase,GO:0006749,glutathione metabolic process,0.730641439784
Td00001aa020613_T001,Trip19,OG0017265,24,2.2606279081267,Up,Transmembrane protein,NA,NA,NA
Td00001aa031042_T001,Trip19,OG0013692,25,2.24549566281992,Up,PEBP (Phosphatidylethanolamine-binding protein) family protein,NA,NA,NA
Td00001aa021652_T001,Trip19,OG0022704,26,2.15962918582123,Up,Aconitate hydratase,GO:0006081,cellular aldehyde metabolic process,0.34364167485
Td00001aa033337_T001,Trip19,OG0003421,27,2.13027195451886,Up,KOW domain-containing protein,NA,NA,NA
Td00001aa010483_T002,Trip19,NA,28,2.09085343045111,Up,Malic enzyme,GO:0006090,pyruvate metabolic process,0.668957691944
Td00001aa033308_T001,Trip19,OG0000288,29,2.0799753767206,Up,Class I heat shock protein 1,GO:0006457,protein folding,0.570034493288
Td00001aa024207_T001,Trip19,OG0012032,30,2.0621217119078,Up,Actin-depolymerizing factor 3,NA,NA,NA
Td00001aa027099_T003,Trip19,NA,31,2.01899017538475,Up,Fe2OG dioxygenase domain-containing protein,NA,NA,NA
Td00001aa025429_T004,Trip19,OG0013350,32,2.00108161572545,Up,Protein DETOXIFICATION,NA,NA,NA
Td00001aa008985_T001,Trip19,OG0005483,33,1.97452931248388,Up,Small heat shock protein HSP17.8,GO:0006457,protein folding,0.448289240379
Td00001aa019363_T002,Trip19,OG0008548,34,1.89878879711155,Up,phosphoenolpyruvate carboxykinase (ATP),NA,NA,NA
Td00001aa003480_T001,Trip19,OG0005710,35,1.89103026784092,Up,UspA domain-containing protein,GO:0009409,response to cold,0.416512122679
Td00001aa019280_T001,Trip19,OG0000034,36,1.86591881455221,Up,Heat shock protein 70,GO:0006457,protein folding,0.676287956874
Td00001aa037279_T002,Trip19,OG0008674,37,1.82007682109751,Up,"Starch synthase, chloroplastic/amyloplastic",GO:0019252,starch biosynthetic process,0.830589551045
Td00001aa001511_T001,Trip19,OG0014697,38,1.79659775404831,Up,glutathione transferase,GO:0006749,glutathione metabolic process,0.730642628749
Td00001aa033621_T001,Trip19,OG0005483,39,1.79327165449808,Up,Small heat shock protein HSP17.8,GO:0006457,protein folding,0.482973427133
Td00001aa039232_T002,Trip19,OG0002524,40,1.78826808286684,Up,GRAM domain-containing protein,NA,NA,NA
Td00001aa003277_T001,Trip19,OG0005728,41,1.7578766597479,Up,Phloem-specific lectin,NA,NA,NA
Td00001aa040575_T001,Trip19,OG0001162,42,1.73984810269933,Up,NA,NA,NA,NA
Td00001aa027713_T001,Trip19,OG0014866,43,1.70884937710518,Up,"Acetyltransferase, GNAT family protein, expressed",NA,NA,NA
Td00001aa007022_T003,Trip19,OG0000566,44,1.67807190511264,Up,Cytochrome P450 family 72 subfamily A polypeptide 8,NA,NA,NA
Td00001aa002372_T002,Trip19,OG0026582,45,1.67400860861723,Up,"Starch synthase, chloroplastic/amyloplastic",GO:0019252,starch biosynthetic process,0.830589597415
Td00001aa038053_T001,Trip19,OG0037479,46,1.65260121759652,Up,"Starch synthase, chloroplastic/amyloplastic",GO:0019252,starch biosynthetic process,0.830586830397
Td00001aa020162_T001,Trip19,OG0015977,47,1.63273352595054,Up,W2 domain-containing protein,NA,NA,NA
Td00001aa041578_T002,Trip19,OG0000110,48,1.61306010689612,Up,Heat shock protein 83,GO:0006457,protein folding,0.676287690487
Td00001aa012013_T001,Trip19,OG0008132,49,1.60169651648096,Up,adenylate kinase,NA,NA,NA
Td00001aa014170_T002,Trip19,OG0011183,50,1.59836520532364,Up,inositol-3-phosphate synthase,NA,NA,NA
Td00001aa008864_T001,Trip19,OG0009496,51,1.59645813955899,Up,"Lon protease homolog, mitochondrial isoform X2",NA,NA,NA
Td00001aa025149_T001,Trip19,OG0005402,52,1.59454854955035,Up,Dehydrin,NA,NA,NA
Td00001aa004274_T001,Trip19,OG0016334,53,1.56413424345824,Up,Glutaredoxin,NA,NA,NA
Td00001aa012926_T001,Trip19,OG0016115,54,1.55040819321728,Up,Class IV heat shock protein,GO:0006457,protein folding,0.676054090441
Td00001aa001268_T005,Trip19,OG0013614,55,1.54002726925751,Up,Beta-glucosidase 31,NA,NA,NA
Td00001aa009381_T001,Trip19,OG0014135,56,1.52205574916096,Up,Nodulin-related protein 1,GO:0009408,response to heat,0.726002915579
Td00001aa010670_T002,Trip19,OG0008092,57,1.51601514700366,Up,protein-disulfide reductase,NA,NA,NA
Td00001aa004700_T002,Trip19,OG0015224,58,1.5119739817818,Up,ATPase inhibitor,NA,NA,NA
Td00001aa002603_T003,Trip19,OG0011742,59,1.48800077083407,Up,Chloroplast mRNA-binding protein CSP41 (Fragment),NA,NA,NA
Td00001aa000236_T001,Trip19,OG0002763,60,1.47248777146274,Up,"RNA-binding protein CP29B, chloroplastic-like",GO:0009409,response to cold,0.383767491086
Td00001aa028747_T003,Trip19,OG0002219,61,1.47092725747513,Up,Ubiquitin fusion degradation protein 1,NA,NA,NA
Td00001aa002847_T001,Trip19,OG0001162,62,1.4594316186373,Up,Cylicin-1,NA,NA,NA
Td00001aa007867_T002,Trip19,OG0020359,63,1.45470232816369,Up,Methanethiol oxidase,NA,NA,NA
Td00001aa029231_T001,Trip19,OG0013447,64,1.44413695658759,Up,Malate synthase,NA,NA,NA
Td00001aa035379_T002,Trip19,OG0004961,65,1.43722773891291,Up,Fe2OG dioxygenase domain-containing protein,NA,NA,NA
Td00001aa029261_T001,Trip19,OG0004773,66,1.41899946543127,Up,Protein-L-isoaspartate O-methyltransferase 1 isoform X1,NA,NA,NA
Td00001aa013725_T006,Trip19,OG0015799,67,1.41683974191283,Up,Beta-amylase,GO:0005982,starch metabolic process,0.375113436449
Td00001aa028828_T001,Trip19,OG0016318,68,1.36120689023873,Up,Glycosyltransferase,NA,NA,NA
Td00001aa030923_T003,Trip19,OG0000971,69,1.35670725293538,Up,"Fructose-1,6-bisphosphatase, cytosolic",GO:0009737,response to abscisic acid,0.357271096543
Td00001aa007217_T002,Trip19,OG0010227,70,1.35049724708413,Up,UspA domain-containing protein,NA,NA,NA
Td00001aa021055_T002,Trip19,OG0011850,71,1.34084707705041,Up,"20 kDa chaperonin, chloroplastic",GO:0009409,response to cold,0.405145694471
Td00001aa022963_T002,Trip19,NA,72,1.33799646351502,Up,Aminotransferase class-III,NA,NA,NA
Td00001aa024379_T002,Trip19,OG0012053,73,1.32941067121857,Up,Stem-specific protein TSJT1,NA,NA,NA
Td00001aa014848_T001,Trip19,NA,74,1.32077347694587,Up,Translation initiation factor IF2/IF5 domain-containing protein,NA,NA,NA
Td00001aa029906_T001,Trip19,OG0017690,75,1.31266517355839,Up,Farnesylated protein 1,NA,NA,NA
Td00001aa033405_T001,Trip19,OG0019996,76,1.29689785770008,Up,UspA domain-containing protein,NA,NA,NA
Td00001aa016203_T001,Trip19,OG0020037,77,1.29513524900082,Up,Ubiquitin fusion degradation protein,NA,NA,NA
Td00001aa003331_T001,Trip19,OG0020214,78,1.28569812595813,Up,CobW C-terminal domain-containing protein,NA,NA,NA
Td00001aa014480_T001,Trip19,OG0001787,79,1.28569812595813,Up,SHSP domain-containing protein,GO:0006457,protein folding,0.573657282372
Td00001aa011954_T001,Trip19,OG0018478,80,1.26423615104355,Up,Stem-specific protein TSJT1,NA,NA,NA
Td00001aa003659_T005,Trip19,OG0012593,81,1.26002565596146,Up,Katanin p60 ATPase-containing subunit A1 isoform X1,NA,NA,NA
Td00001aa019508_T001,Trip19,OG0021022,82,1.2424500736777,Up,Heat shock 70 kDa protein 8,GO:0006457,protein folding,0.676287492806
Td00001aa031963_T001,Trip19,OG0006090,83,1.23878685958712,Up,NA,NA,NA,NA
Td00001aa024674_T003,Trip19,OG0012082,84,1.23817541857738,Up,YTH domain-containing family protein,NA,NA,NA
Td00001aa014878_T002,Trip19,OG0020982,85,1.23266075679027,Up,Sucrose synthase,GO:0005982,starch metabolic process,0.535632107805
Td00001aa031767_T001,Trip19,OG0015849,86,1.22712493444993,Up,STI1/HOP DP domain-containing protein,GO:0006457,protein folding,0.37035555706
Td00001aa005196_T004,Trip19,OG0014288,87,1.21661006874244,Up,RNA helicase,NA,NA,NA
Td00001aa026000_T001,Trip19,OG0000316,88,1.20539251298968,Up,alanine transaminase,NA,NA,NA
Td00001aa007062_T001,Trip19,OG0000517,89,1.20476675065461,Up,Glycosyltransferase,NA,NA,NA
Td00001aa029258_T001,Trip19,OG0022344,90,1.1991226420136,Up,peptide-methionine (S)-S-oxide reductase,GO:0009651,response to salt stress,0.380585718578
Td00001aa005500_T001,Trip19,OG0017768,91,1.19597745864259,Up,Glycine cleavage system H protein,NA,NA,NA
Td00001aa003563_T002,Trip19,OG0020832,92,1.1833277060448,Up,RRM domain-containing protein,NA,NA,NA
Td00001aa036222_T002,Trip19,OG0020497,93,1.17312743348066,Up,Enoyl reductase (ER) domain-containing protein,NA,NA,NA
Td00001aa014690_T001,Trip19,OG0001139,94,1.16735792773851,Up,Bet v I/Major latex protein domain-containing protein,NA,NA,NA
Td00001aa019475_T001,Trip19,OG0013925,95,1.1609201881811,Up,Anaerobic nitrite reductase GLB1,GO:0009737,response to abscisic acid,0.466126510186
Td00001aa014817_T001,Trip19,OG0000596,96,1.15380533607904,Up,Hydroxyproline-rich glycoprotein family protein,NA,NA,NA
Td00001aa022834_T001,Trip19,OG0018769,97,1.14730669878029,Up,UspA domain-containing protein,NA,NA,NA
Td00001aa027502_T001,Trip19,OG0012087,98,1.14208662961753,Up,sulfate adenylyltransferase,NA,NA,NA
Td00001aa037912_T002,Trip19,OG0002676,99,1.13881446890228,Up,Powdery mildew resistance protein PM3 variant,NA,NA,NA
Td00001aa005913_T001,Trip19,OG0000670,100,1.12697285625777,Up,ABC transporter domain-containing protein,NA,NA,NA
Td00001aa003426_T001,Trip19,OG0007520,101,1.11835972595306,Up,18 class III heat shock protein,GO:0006457,protein folding,0.675731046116
Td00001aa027912_T001,Trip19,OG0024297,102,1.0962618530584,Up,Dipeptidylpeptidase IV N-terminal domain-containing protein,NA,NA,NA
Td00001aa029363_T001,Trip19,OG0008210,103,1.0962618530584,Up,anthranilate synthase,GO:0000162,tryptophan biosynthetic process,0.730941551725
Td00001aa011129_T003,Trip19,OG0004468,104,1.08610437124329,Up,RRM domain-containing protein,GO:0009651,response to salt stress,0.446390367982
Td00001aa031791_T002,Trip19,OG0010453,105,1.08610437124329,Up,UBX domain-containing protein,NA,NA,NA
Td00001aa010744_T002,Trip19,OG0015629,106,1.08338358771008,Up,"phosphoglycerate mutase (2,3-diphosphoglycerate-independent)",GO:0006096,glycolytic process,0.703654750738
Td00001aa027028_T002,Trip19,OG0014966,107,1.07519031415522,Up,Protein DETOXIFICATION,NA,NA,NA
Td00001aa012305_T002,Trip19,OG0013568,108,1.0621217119078,Up,Calcium-transporting ATPase,GO:0009414,response to water deprivation,0.445683665118
Td00001aa030489_T001,Trip19,OG0022918,109,1.05935527761642,Up,"NifU-like protein 4, mitochondrial",NA,NA,NA
Td00001aa001541_T001,Trip19,OG0000929,110,1.04544297076117,Up,"Tuliposide A-converting enzyme 2, chloroplastic",NA,NA,NA
Td00001aa008628_T002,Trip19,OG0020378,111,1.04194382997017,Up,Mal d 1-associated protein,NA,NA,NA
Td00001aa022640_T001,Trip19,OG0018783,112,1.04054179386285,Up,Heat shock protein 101,GO:0034605,cellular response to heat,0.691181693058
Td00001aa041092_T001,Trip19,OG0016860,113,1.03913839390696,Up,NA,NA,NA,NA
Td00001aa013792_T002,Trip19,OG0000286,114,1.03562390973072,Up,Cell division cycle protein 48 homolog,NA,NA,NA
Td00001aa033829_T001,Trip19,OG0009496,115,1.03491998434916,Up,AAA+ ATPase domain-containing protein,NA,NA,NA
Td00001aa016799_T001,Trip19,OG0003478,116,1.03139519627553,Up,Gibberellin receptor GID1L2,NA,NA,NA
Td00001aa033160_T001,Trip19,OG0002600,117,1.02431967919541,Up,Phenylcoumaran benzylic ether reductase-like protein I (Fragment),NA,NA,NA
Td00001aa018155_T002,Trip19,OG0015577,118,1.01863417413905,Up,heme oxygenase (biliverdin-producing),NA,NA,NA
Td00001aa012628_T001,Trip19,OG0028054,119,1.01792190799726,Up,Aromatic amino acid beta-eliminating lyase/threonine aldolase domain-containing protein,NA,NA,NA
Td00001aa000911_T001,Trip19,OG0011382,120,1.01077983875324,Up,C2 domain-containing protein,NA,NA,NA
Td00001aa034013_T001,Trip19,OG0015977,121,1.01077983875324,Up,W2 domain-containing protein,NA,NA,NA
Td00001aa027113_T002,Trip19,OG0014954,122,1.00791308164326,Up,"FLK, putative, expressed",NA,NA,NA
Td00001aa003911_T001,Trip19,OG0004385,123,1.00575926928868,Up,ADP-ribosylation factor,NA,NA,NA
Td00001aa022594_T002,Trip22,OG0022470,1,5.15286983726258,Up,"Late embryogenesis abundant protein, group 3",GO:0009631,cold acclimation,0.553760941814
Td00001aa040338_T001,Trip22,OG0051958,2,4.46209581983767,Up,Abscisic stress ripening,NA,NA,NA
Td00001aa042603_T001,Trip22,OG0020846,3,4.01716732894824,Up,NA,NA,NA,NA
Td00001aa014362_T001,Trip22,OG0016578,4,3.75210187624437,Up,"Heat shock protein, chloroplastic",GO:0009408,response to heat,0.726056829141
Td00001aa029496_T001,Trip22,OG0016115,5,3.62932009661684,Up,22.0 kDa class IV heat shock protein-like,GO:0006457,protein folding,0.676121533527
Td00001aa033307_T001,Trip22,OG0000288,6,3.62361199877895,Up,Class I heat shock protein 1,GO:0006457,protein folding,0.59011268829
Td00001aa039438_T001,Trip22,OG0015161,7,3.56106245486314,Up,WIBG Mago-binding domain-containing protein,NA,NA,NA
Td00001aa012719_T001,Trip22,OG0010710,8,3.49115946660423,Up,chitinase,GO:0000272,polysaccharide catabolic process,0.705267956634
Td00001aa026590_T004,Trip22,OG0016454,9,3.31048923636263,Up,"39 kDa EF-Hand containing protein, putative, expressed",NA,NA,NA
Td00001aa033192_T001,Trip22,OG0000288,10,3.10600439833267,Up,16.9 kDa class I heat shock protein 1,GO:0006457,protein folding,0.515547298848
Td00001aa022969_T001,Trip22,OG0013697,11,3.00185831055543,Up,Aldose reductase,NA,NA,NA
Td00001aa019280_T001,Trip22,OG0000034,12,2.84663795876977,Up,Heat shock protein 70,GO:0006457,protein folding,0.676287956874
Td00001aa032866_T001,Trip22,OG0014118,13,2.83079195291855,Up,"Outer envelope pore protein 16-2, chloroplastic",NA,NA,NA
Td00001aa004040_T001,Trip22,OG0009809,14,2.82923915273416,Up,Dehydrin,GO:0009631,cold acclimation,0.822388613811
Td00001aa004295_T001,Trip22,OG0012515,15,2.81770281159142,Up,Temperature-induced lipocalin,NA,NA,NA
Td00001aa029174_T001,Trip22,OG0010710,16,2.66542749919589,Up,chitinase,GO:0000272,polysaccharide catabolic process,0.705267979074
Td00001aa040575_T001,Trip22,OG0001162,17,2.6468049312422,Up,NA,NA,NA,NA
Td00001aa024379_T002,Trip22,OG0012053,18,2.57830625764065,Up,Stem-specific protein TSJT1,NA,NA,NA
Td00001aa002232_T001,Trip22,OG0014638,19,2.56882364389705,Up,NA,NA,NA,NA
Td00001aa021652_T001,Trip22,OG0022704,20,2.49441149662558,Up,Aconitate hydratase,GO:0006081,cellular aldehyde metabolic process,0.34364167485
Td00001aa033308_T001,Trip22,OG0000288,21,2.47147107764907,Up,Class I heat shock protein 1,GO:0006457,protein folding,0.570034493288
Td00001aa038053_T001,Trip22,OG0037479,22,2.31393466521083,Up,"Starch synthase, chloroplastic/amyloplastic",GO:0019252,starch biosynthetic process,0.830586830397
Td00001aa029231_T001,Trip22,OG0013447,23,2.30336577348362,Up,Malate synthase,NA,NA,NA
Td00001aa033760_T001,Trip22,OG0009509,24,2.26760181332722,Up,Heme-binding protein 2,NA,NA,NA
Td00001aa008985_T001,Trip22,OG0005483,25,2.23839749777842,Up,Small heat shock protein HSP17.8,GO:0006457,protein folding,0.448289240379
Td00001aa019363_T002,Trip22,OG0008548,26,2.21222440575296,Up,phosphoenolpyruvate carboxykinase (ATP),NA,NA,NA
Td00001aa039232_T002,Trip22,OG0002524,27,2.19856578703108,Up,GRAM domain-containing protein,NA,NA,NA
Td00001aa027028_T002,Trip22,OG0014966,28,2.18723137671358,Up,Protein DETOXIFICATION,NA,NA,NA
Td00001aa007217_T002,Trip22,OG0010227,29,2.15470966559879,Up,UspA domain-containing protein,NA,NA,NA
Td00001aa019065_T001,Trip22,OG0005483,30,2.12670543560304,Up,Small heat shock protein HSP17.8,GO:0006457,protein folding,0.460607057486
Td00001aa002847_T001,Trip22,OG0001162,31,2.12593693016137,Up,Cylicin-1,NA,NA,NA
Td00001aa003480_T001,Trip22,OG0005710,32,2.11911379050249,Up,UspA domain-containing protein,GO:0009409,response to cold,0.416512122679
Td00001aa002603_T003,Trip22,OG0011742,33,2.08634453136465,Up,Chloroplast mRNA-binding protein CSP41 (Fragment),NA,NA,NA
Td00001aa035379_T002,Trip22,OG0004961,34,1.9720120328064,Up,Fe2OG dioxygenase domain-containing protein,NA,NA,NA
Td00001aa014878_T002,Trip22,OG0020982,35,1.96480823701547,Up,Sucrose synthase,GO:0005982,starch metabolic process,0.535632107805
Td00001aa037279_T002,Trip22,OG0008674,36,1.94483175247498,Up,"Starch synthase, chloroplastic/amyloplastic",GO:0019252,starch biosynthetic process,0.830589551045
Td00001aa001268_T005,Trip22,OG0013614,37,1.93542222127546,Up,Beta-glucosidase 31,NA,NA,NA
Td00001aa027912_T001,Trip22,OG0024297,38,1.91560856990097,Up,Dipeptidylpeptidase IV N-terminal domain-containing protein,NA,NA,NA
Td00001aa010483_T001,Trip22,OG0010191,39,1.88407057170545,Up,Malic enzyme,GO:0006090,pyruvate metabolic process,0.670554495723
Td00001aa001511_T001,Trip22,OG0014697,40,1.82096946220412,Up,glutathione transferase,GO:0006749,glutathione metabolic process,0.730642628749
Td00001aa007570_T001,Trip22,OG0005796,41,1.78930961136018,Up,Peroxidase,NA,NA,NA
Td00001aa002372_T002,Trip22,OG0026582,42,1.7666852950229,Up,"Starch synthase, chloroplastic/amyloplastic",GO:0019252,starch biosynthetic process,0.830589597415
Td00001aa020796_T002,Trip22,OG0010361,43,1.76667903044458,Up,Glucose-1-phosphate adenylyltransferase,GO:0019252,starch biosynthetic process,0.828069401288
Td00001aa041145_T001,Trip22,OG0021221,44,1.75967378190207,Up,Small GTP binding protein Rab5,NA,NA,NA
Td00001aa013828_T001,Trip22,OG0010777,45,1.69482436171345,Up,SMP domain-containing protein,NA,NA,NA
Td00001aa039340_T001,Trip22,OG0025082,46,1.69467916332653,Up,Abscisic stress ripening,NA,NA,NA
Td00001aa019508_T001,Trip22,OG0021022,47,1.65962626439646,Up,Heat shock 70 kDa protein 8,GO:0006457,protein folding,0.676287492806
Td00001aa011371_T001,Trip22,OG0003919,48,1.65283576932598,Up,Acyl transferase 5,NA,NA,NA
Td00001aa007022_T003,Trip22,OG0000566,49,1.63106772296827,Up,Cytochrome P450 family 72 subfamily A polypeptide 8,NA,NA,NA
Td00001aa019248_T001,Trip22,OG0003817,50,1.60195121908597,Up,GST N-terminal domain-containing protein,NA,NA,NA
Td00001aa008864_T001,Trip22,OG0009496,51,1.58039153580841,Up,"Lon protease homolog, mitochondrial isoform X2",NA,NA,NA
Td00001aa004721_T002,Trip22,OG0021955,52,1.57744686311704,Up,"1,4-alpha-glucan branching enzyme",GO:0005982,starch metabolic process,0.812789340241
Td00001aa022640_T001,Trip22,OG0018783,53,1.56926249141752,Up,Heat shock protein 101,GO:0034605,cellular response to heat,0.691181693058
Td00001aa030923_T003,Trip22,OG0000971,54,1.54400511174947,Up,"Fructose-1,6-bisphosphatase, cytosolic",GO:0009737,response to abscisic acid,0.357271096543
Td00001aa036507_T001,Trip22,OG0013157,55,1.51923282990318,Up,SHSP domain-containing protein,GO:0009408,response to heat,0.7261067208
Td00001aa016799_T001,Trip22,OG0003478,56,1.50051244707572,Up,Gibberellin receptor GID1L2,NA,NA,NA
Td00001aa026443_T002,Trip22,OG0023941,57,1.47801167611265,Up,Protein HEAT-STRESS-ASSOCIATED 32,GO:0010608,post-transcriptional regulation of gene ...,0.693502965372
Td00001aa017178_T001,Trip22,OG0009809,58,1.47223485533467,Up,Dehydrin,GO:0009631,cold acclimation,0.796125693911
Td00001aa026000_T001,Trip22,OG0000316,59,1.46702947010416,Up,alanine transaminase,NA,NA,NA
Td00001aa009874_T001,Trip22,OG0000891,60,1.45557555624982,Up,"Thiamine thiazole synthase, chloroplastic",GO:0009409,response to cold,0.539695057491
Td00001aa036836_T001,Trip22,OG0024817,61,1.40337379976748,Up,Pyruvate dehydrogenase E1 component subunit alpha,NA,NA,NA
Td00001aa025008_T004,Trip22,OG0000355,62,1.36952266483909,Up,Plasma membrane ATPase,NA,NA,NA
Td00001aa011954_T001,Trip22,OG0018478,63,1.31675422729296,Up,Stem-specific protein TSJT1,NA,NA,NA
Td00001aa040072_T001,Trip22,OG0008796,64,1.31440464927125,Up,Peptidase A1 domain-containing protein,NA,NA,NA
Td00001aa022963_T002,Trip22,NA,65,1.31352796819334,Up,Aminotransferase class-III,NA,NA,NA
Td00001aa011430_T003,Trip22,OG0000711,66,1.31080174106185,Up,Avenacosidase 2,NA,NA,NA
Td00001aa024734_T004,Trip22,OG0000289,67,1.30403470508822,Up,Alcohol dehydrogenase 1,NA,NA,NA
Td00001aa003277_T001,Trip22,OG0005728,68,1.28584276855704,Up,Phloem-specific lectin,NA,NA,NA
Td00001aa036222_T002,Trip22,OG0020497,69,1.27991490194617,Up,Enoyl reductase (ER) domain-containing protein,NA,NA,NA
Td00001aa018793_T002,Trip22,OG0020952,70,1.27569954572757,Up,Clp R domain-containing protein,GO:0034605,cellular response to heat,0.748601560705
Td00001aa018922_T002,Trip22,OG0011068,71,1.26258020850715,Up,"Flavonoid 3',5'-hydroxylase",NA,NA,NA
Td00001aa033955_T003,Trip22,OG0009585,72,1.24461471177476,Up,Aldehyde dehydrogenase,GO:0006081,cellular aldehyde metabolic process,0.699127336411
Td00001aa010869_T003,Trip22,OG0020681,73,1.2251272072664,Up,Delta-1-pyrroline-5-carboxylate synthase,NA,NA,NA
Td00001aa007992_T002,Trip22,OG0000646,74,1.2249153422966,Up,Lipoxygenase,NA,NA,NA
Td00001aa033159_T002,Trip22,OG0002600,75,1.2219150223239,Up,Phenylcoumaran benzylic ether reductase-like protein I (Fragment),NA,NA,NA
Td00001aa027099_T001,Trip22,OG0025930,76,1.21802523080235,Up,Fe2OG dioxygenase domain-containing protein,NA,NA,NA
Td00001aa013725_T006,Trip22,OG0015799,77,1.21623662389427,Up,Beta-amylase,GO:0005982,starch metabolic process,0.375113436449
Td00001aa029906_T001,Trip22,OG0017690,78,1.21566243671102,Up,Farnesylated protein 1,NA,NA,NA
Td00001aa006065_T001,Trip22,OG0002031,79,1.20727417364965,Up,Glycosyltransferase,NA,NA,NA
Td00001aa041578_T002,Trip22,OG0000110,80,1.20594618665779,Up,Heat shock protein 83,GO:0006457,protein folding,0.676287690487
Td00001aa014588_T001,Trip22,OG0003817,81,1.19141193438828,Up,GST N-terminal domain-containing protein,NA,NA,NA
Td00001aa009603_T001,Trip22,OG0023978,82,1.18967908106853,Up,Aspartic proteinase,NA,NA,NA
Td00001aa021684_T001,Trip22,OG0014773,83,1.18617522315136,Up,Glucose-6-phosphate/phosphate translocator 2,NA,NA,NA
Td00001aa033405_T001,Trip22,OG0019996,84,1.180931273158,Up,UspA domain-containing protein,NA,NA,NA
Td00001aa006961_T001,Trip22,OG0000891,85,1.17444657677515,Up,"Thiamine thiazole synthase, chloroplastic",GO:0009409,response to cold,0.539640893752
Td00001aa012809_T001,Trip22,OG0022407,86,1.13243652733149,Up,ATP-dependent 6-phosphofructokinase 2,GO:0006002,fructose 6-phosphate metabolic process,0.753879410504
Td00001aa002742_T001,Trip22,OG0019715,87,1.12751162383156,Up,Xylanase inhibitor protein 1,GO:0050832,defense response to fungus,0.576344685214
Td00001aa026124_T002,Trip22,OG0021328,88,1.11640144019765,Up,Xyloglucan endotransglucosylase/hydrolase,NA,NA,NA
Td00001aa030219_T001,Trip22,OG0008918,89,1.11106053651239,Up,Cupin type-1 domain-containing protein,NA,NA,NA
Td00001aa034501_T001,Trip22,OG0037012,90,1.08518546222718,Up,O-methyltransferase 2,NA,NA,NA
Td00001aa023611_T003,Trip22,OG0008943,91,1.08492584707328,Up,Abscisic acid receptor PYL8,GO:0009651,response to salt stress,0.405855203566
Td00001aa004869_T001,Trip22,OG0013655,92,1.06560764413154,Up,Cysteine protease1,NA,NA,NA
