Ag_peptides	Ag_protein	Mg_protein_id	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
Ag00001aa092668_T001_11	Ag00001aa092668_T001	Misin13G019600.1.v7.1	100	19	0	0	1	19	347	365	0.000000765	42
Ag00001aa055585_T001_5	Ag00001aa055585_T001	Misin07G408300.1.v7.1	100	15	0	0	1	15	75	89	0.00044	33.9
Ag00001aa055585_T001_6	Ag00001aa055585_T001	Misin07G407900.1.v7.1	94.1	17	1	0	1	17	335	351	0.000264	34.7
Ag00001aa055585_T001_8	Ag00001aa055585_T001	Misin08G201500.1.v7.1	96.2	26	1	0	1	26	188	213	1.7e-10	52.8
Ag00001aa055585_T001_9	Ag00001aa055585_T001	Misin08G201500.1.v7.1	96.2	26	1	0	1	26	188	213	1.7e-10	52.8
Ag00001aa055585_T001_12	Ag00001aa055585_T001	Misin08G220300.1.v7.1	100	19	0	0	1	19	380	398	0.0000128	38.5
Ag00001aa055585_T001_13	Ag00001aa055585_T001	Misin07G408300.1.v7.1	100	16	0	0	1	16	74	89	0.0000278	37.4
Ag00001aa055585_T001_14	Ag00001aa055585_T001	Misin08G220300.1.v7.1	100	18	0	0	1	18	163	180	0.0000424	37
Ag00001aa135086_T001_1	Ag00001aa135086_T001	Misin02G047100.1.v7.1	100	29	0	0	1	29	183	211	9.69e-13	59.3
Ag00001aa135086_T001_2	Ag00001aa135086_T001	Misin01G076200.1.v7.1	100	23	0	0	1	23	255	277	8.58e-9	47.8
Ag00001aa135086_T001_5	Ag00001aa135086_T001	Misin02G047600.1.v7.1	96.7	30	1	0	1	30	1	30	2.11e-14	60.8
Ag00001aa135086_T001_6	Ag00001aa135086_T001	Misin02G047600.1.v7.1	96.7	30	1	0	1	30	1	30	2.11e-14	60.8
Ag00001aa135086_T001_7	Ag00001aa135086_T001	Misin02G047600.1.v7.1	96.7	30	1	0	1	30	1	30	2.11e-14	60.8
Ag00001aa135086_T001_9	Ag00001aa135086_T001	Misin01G076200.1.v7.1	100	18	0	0	1	18	481	498	0.00000475	39.7
Ag00001aa069992_T001_2	Ag00001aa069992_T001	Misin01G185200.1.v7.1	100	23	0	0	1	23	55	77	0.000000182	43.9
Ag00001aa069992_T001_3	Ag00001aa069992_T001	Misin01G185200.1.v7.1	100	23	0	0	1	23	55	77	0.000000182	43.9
Ag00001aa069992_T001_9	Ag00001aa069992_T001	Misin01G185200.1.v7.1	100	15	0	0	1	15	104	118	0.0000271	37.4
Ag00001aa069992_T001_10	Ag00001aa069992_T001	Misin01G185200.1.v7.1	100	29	0	0	1	29	127	155	6.33e-16	67
Ag00001aa069992_T001_11	Ag00001aa069992_T001	Misin01G185200.1.v7.1	100	29	0	0	1	29	127	155	6.33e-16	67
Ag00001aa069992_T001_12	Ag00001aa069992_T001	Misin01G185200.1.v7.1	100	29	0	0	1	29	127	155	6.33e-16	67
Ag00001aa069992_T001_13	Ag00001aa069992_T001	Misin01G185200.1.v7.1	100	29	0	0	1	29	127	155	6.33e-16	67
Ag00001aa069992_T001_15	Ag00001aa069992_T001	Misin01G185200.1.v7.1	100	25	0	0	1	25	169	193	0.000000381	43.1
Ag00001aa012578_T002_1	Ag00001aa012578_T002	Misin03G278600.1.v7.1	100	19	0	0	1	19	77	95	0.000000443	42.4
Ag00001aa012578_T002_2	Ag00001aa012578_T002	Misin03G278600.1.v7.1	100	19	0	0	1	19	77	95	0.000000443	42.4
Ag00001aa061282_T001_2	Ag00001aa061282_T001	Misin07G540400.1.v7.1	100	17	0	0	1	17	184	200	0.000676	33.5
Ag00001aa061282_T001_3	Ag00001aa061282_T001	MisinT110700.1.v7.1	100	15	0	0	1	15	280	294	0.000827	33.1
Ag00001aa061282_T001_5	Ag00001aa061282_T001	Misin07G540400.1.v7.1	93.5	31	2	0	1	31	129	159	1.3e-11	56.2
Ag00001aa061282_T001_6	Ag00001aa061282_T001	Misin07G540400.1.v7.1	94.1	17	1	0	1	17	301	317	0.000361	34.3
Ag00001aa061282_T001_7	Ag00001aa061282_T001	Misin07G540400.1.v7.1	100	16	0	0	1	16	339	354	0.0000382	37
Ag00001aa061282_T001_9	Ag00001aa061282_T001	Misin07G540400.1.v7.1	100	31	0	0	1	31	5	35	1.34e-14	64.7
Ag00001aa061282_T001_10	Ag00001aa061282_T001	Misin07G540400.1.v7.1	100	31	0	0	1	31	5	35	1.34e-14	64.7
Ag00001aa061282_T001_11	Ag00001aa061282_T001	Misin07G540400.1.v7.1	100	31	0	0	1	31	5	35	1.34e-14	64.7
Ag00001aa061282_T001_12	Ag00001aa061282_T001	Misin07G540400.1.v7.1	100	15	0	0	1	15	95	109	0.00000313	40
Ag00001aa061282_T001_14	Ag00001aa061282_T001	Misin07G540400.1.v7.1	93.3	15	1	0	1	15	324	338	0.000442	33.9
Ag00001aa061282_T001_15	Ag00001aa061282_T001	MisinT110700.1.v7.1	100	20	0	0	1	20	275	294	0.00000059	42.4
Ag00001aa102068_T001_4	Ag00001aa102068_T001	Misin01G351700.1.v7.1	97.2	36	1	0	1	36	79	114	1.44e-18	72.8
Ag00001aa102068_T001_5	Ag00001aa102068_T001	Misin01G351700.1.v7.1	97.2	36	1	0	1	36	79	114	1.44e-18	72.8
Ag00001aa009888_T001_5	Ag00001aa009888_T001	Misin01G434000.1.v7.1	92	25	2	0	1	25	533	557	9.41e-9	47.8
Ag00001aa009888_T001_6	Ag00001aa009888_T001	Misin01G434000.1.v7.1	94.1	17	1	0	1	17	348	364	0.00000611	39.3
Ag00001aa009888_T001_7	Ag00001aa009888_T001	Misin01G434000.1.v7.1	94.1	17	1	0	1	17	348	364	0.00000611	39.3
Ag00001aa009888_T001_10	Ag00001aa009888_T001	Misin01G434000.1.v7.1	100	18	0	0	1	18	382	399	0.00000344	40
Ag00001aa009888_T001_11	Ag00001aa009888_T001	Misin01G434000.1.v7.1	100	18	0	0	1	18	382	399	0.00000344	40
Ag00001aa009888_T001_13	Ag00001aa009888_T001	Misin02G433500.1.v7.1	100	18	0	0	1	18	20	37	0.00000253	40.4
Ag00001aa009888_T001_16	Ag00001aa009888_T001	Misin01G434000.1.v7.1	95	20	1	0	1	20	596	615	0.000000229	43.5
Ag00001aa111862_T002_4	Ag00001aa111862_T002	Misin16G236600.1.v7.1	100	24	0	0	1	24	16	39	7.42e-10	50.8
Ag00001aa111862_T002_5	Ag00001aa111862_T002	Misin16G236600.1.v7.1	100	24	0	0	1	24	16	39	7.42e-10	50.8
Ag00001aa111862_T002_11	Ag00001aa111862_T002	Misin16G236600.1.v7.1	100	28	0	0	1	28	42	69	1.02e-14	64.7
Ag00001aa060591_T001_1	Ag00001aa060591_T001	Misin07G468900.1.v7.1	100	21	0	0	1	21	360	380	0.0000000274	46.2
Ag00001aa060591_T001_10	Ag00001aa060591_T001	Misin07G468900.1.v7.1	94.1	17	1	0	1	17	86	102	0.0000298	37.4
Ag00001aa019017_T001_6	Ag00001aa019017_T001	Misin01G434000.1.v7.1	96	25	1	0	1	25	533	557	1.44e-9	50.1
Ag00001aa019017_T001_7	Ag00001aa019017_T001	Misin01G434000.1.v7.1	94.1	17	1	0	1	17	348	364	0.00000611	39.3
Ag00001aa019017_T001_8	Ag00001aa019017_T001	Misin01G434000.1.v7.1	94.1	17	1	0	1	17	348	364	0.00000611	39.3
Ag00001aa019017_T001_10	Ag00001aa019017_T001	Misin01G434000.1.v7.1	100	18	0	0	1	18	382	399	0.00000344	40
Ag00001aa019017_T001_11	Ag00001aa019017_T001	Misin01G434000.1.v7.1	100	18	0	0	1	18	382	399	0.00000344	40
Ag00001aa019017_T001_13	Ag00001aa019017_T001	Misin02G433500.1.v7.1	100	18	0	0	1	18	20	37	0.00000253	40.4
Ag00001aa123622_T001_1	Ag00001aa123622_T001	Misin12G196100.1.v7.1	95.8	24	1	0	1	24	307	330	9.04e-9	47.8
Ag00001aa123622_T001_4	Ag00001aa123622_T001	Misin12G196100.1.v7.1	100	22	0	0	1	22	260	281	0.0000000286	46.2
Ag00001aa123622_T001_5	Ag00001aa123622_T001	Misin12G196100.1.v7.1	100	22	0	0	1	22	260	281	0.0000000286	46.2
Ag00001aa123622_T001_6	Ag00001aa123622_T001	Misin12G196100.1.v7.1	100	22	0	0	1	22	260	281	0.0000000286	46.2
Ag00001aa123622_T001_8	Ag00001aa123622_T001	Misin12G196100.1.v7.1	100	22	0	0	1	22	100	121	0.0000000112	47.4
Ag00001aa054066_T001_1	Ag00001aa054066_T001	Misin12G211600.1.v7.1	100	18	0	0	1	18	615	632	0.00000466	39.7
Ag00001aa054066_T001_5	Ag00001aa054066_T001	Misin12G211600.1.v7.1	100	23	0	0	1	23	313	335	1.76e-9	49.7
Ag00001aa054066_T001_9	Ag00001aa054066_T001	Misin12G211600.1.v7.1	100	17	0	0	1	17	905	921	0.00000826	38.9
Ag00001aa054066_T001_15	Ag00001aa054066_T001	Misin12G211600.1.v7.1	100	19	0	0	1	19	634	652	0.000000294	43.1
Ag00001aa156538_T001_9	Ag00001aa156538_T001	Misin11G002300.1.v7.1	100	20	0	0	1	20	500	519	0.000000167	43.9
Ag00001aa156538_T001_17	Ag00001aa156538_T001	Misin11G002300.1.v7.1	100	13	0	0	1	13	300	312	0.000285	34.3
Ag00001aa025279_T001_5	Ag00001aa025279_T001	Misin03G233600.1.v7.1	100	22	0	0	1	22	196	217	0.0000000153	47
Ag00001aa025279_T001_6	Ag00001aa025279_T001	Misin03G233600.1.v7.1	100	22	0	0	1	22	196	217	0.0000000153	47
Ag00001aa025279_T001_10	Ag00001aa025279_T001	Misin03G233600.1.v7.1	100	19	0	0	1	19	85	103	0.00000022	43.5
Ag00001aa025279_T001_13	Ag00001aa025279_T001	Misin03G233600.1.v7.1	100	25	0	0	1	25	126	150	5.24e-12	57
Ag00001aa071304_T001_1	Ag00001aa071304_T001	Misin02G051900.1.v7.1	100	20	0	0	1	20	136	155	0.0000000128	46.6
Ag00001aa071304_T001_2	Ag00001aa071304_T001	Misin02G051900.1.v7.1	100	20	0	0	1	20	136	155	0.0000000128	46.6
Ag00001aa071304_T001_6	Ag00001aa071304_T001	Misin02G051900.1.v7.1	90	20	2	0	1	20	164	183	0.000308	34.7
Ag00001aa071304_T001_10	Ag00001aa071304_T001	Misin07G247600.1.v7.1	100	21	0	0	1	21	148	168	1.41e-9	49.7
Ag00001aa071304_T001_14	Ag00001aa071304_T001	Misin02G051900.1.v7.1	100	13	0	0	1	13	73	85	0.0000226	37.4
Ag00001aa011032_T001_4	Ag00001aa011032_T001	Misin03G134300.1.v7.1	100	15	0	0	1	15	282	296	0.000126	35.4
Ag00001aa011032_T001_5	Ag00001aa011032_T001	Misin04G155700.1.v7.1	95.8	24	1	0	1	24	272	295	2.12e-10	52.4
Ag00001aa011032_T001_6	Ag00001aa011032_T001	Misin03G134300.1.v7.1	100	17	0	0	1	17	220	236	0.000141	35.4
Ag00001aa011032_T001_10	Ag00001aa011032_T001	Misin03G134300.1.v7.1	100	28	0	0	1	28	157	184	1.59e-14	64.3
Ag00001aa011032_T001_11	Ag00001aa011032_T001	Misin03G134300.1.v7.1	100	24	0	0	1	24	185	208	9.28e-12	56.2
Ag00001aa011032_T001_14	Ag00001aa011032_T001	Misin03G134300.1.v7.1	100	15	0	0	1	15	265	279	0.000323	34.3
Ag00001aa030737_T001_1	Ag00001aa030737_T001	Misin07G468900.1.v7.1	100	21	0	0	1	21	360	380	0.0000000274	46.2
Ag00001aa030737_T001_10	Ag00001aa030737_T001	Misin07G468900.1.v7.1	100	17	0	0	1	17	86	102	0.0000218	37.7
Ag00001aa102038_T001_1	Ag00001aa102038_T001	Misin01G352800.1.v7.1	97.5	40	1	0	1	40	592	631	9.99e-17	71.2
Ag00001aa102038_T001_4	Ag00001aa102038_T001	Misin01G352800.1.v7.1	93.8	16	1	0	1	16	813	828	0.000246	34.7
Ag00001aa102038_T001_5	Ag00001aa102038_T001	Misin02G351100.1.v7.1	100	15	0	0	1	15	883	897	0.000813	33.1
Ag00001aa102038_T001_6	Ag00001aa102038_T001	Misin02G351100.1.v7.1	100	15	0	0	1	15	883	897	0.000813	33.1
Ag00001aa102038_T001_10	Ag00001aa102038_T001	Misin02G351100.1.v7.1	92.3	13	1	0	1	13	780	792	0.000725	33.1
Ag00001aa102038_T001_12	Ag00001aa102038_T001	Misin01G352800.1.v7.1	100	21	0	0	1	21	284	304	0.00000114	41.6
Ag00001aa102038_T001_13	Ag00001aa102038_T001	Misin01G352800.1.v7.1	100	21	0	0	1	21	284	304	0.00000114	41.6
Ag00001aa102038_T001_17	Ag00001aa102038_T001	Misin01G352800.1.v7.1	100	12	0	0	1	12	768	779	0.000684	33.1
Ag00001aa102038_T001_18	Ag00001aa102038_T001	Misin02G351100.1.v7.1	100	23	0	0	1	23	720	742	1.77e-9	49.7
Ag00001aa102038_T001_20	Ag00001aa102038_T001	Misin01G352800.1.v7.1	100	15	0	0	1	15	81	95	0.000813	33.1
Ag00001aa000539_T001_2	Ag00001aa000539_T001	Misin17G022500.1.v7.1	100	18	0	0	1	18	85	102	0.00000257	40.4
Ag00001aa000539_T001_3	Ag00001aa000539_T001	Misin17G022500.1.v7.1	100	18	0	0	1	18	85	102	0.00000257	40.4
Ag00001aa000539_T001_4	Ag00001aa000539_T001	Misin07G332200.1.v7.1	100	26	0	0	1	26	101	126	1.25e-10	53.1
Ag00001aa000539_T001_9	Ag00001aa000539_T001	Misin07G332200.1.v7.1	100	28	0	0	1	28	187	214	3.56e-13	60.5
Ag00001aa000539_T001_11	Ag00001aa000539_T001	Misin17G022500.1.v7.1	100	19	0	0	1	19	149	167	0.00000106	41.6
Ag00001aa032985_T001_1	Ag00001aa032985_T001	Misin05G281200.1.v7.1	100	19	0	0	1	19	137	155	0.0000000246	46.2
Ag00001aa032985_T001_4	Ag00001aa032985_T001	Misin05G281400.1.v7.1	100	15	0	0	1	15	121	135	0.0000496	36.6
Ag00001aa032985_T001_5	Ag00001aa032985_T001	Misin05G281400.1.v7.1	96	25	1	0	1	25	305	329	1.19e-10	53.1
Ag00001aa032985_T001_6	Ag00001aa032985_T001	Misin05G281400.1.v7.1	100	15	0	0	1	15	68	82	0.0000363	37
Ag00001aa032985_T001_7	Ag00001aa032985_T001	Misin05G281400.1.v7.1	100	25	0	0	1	25	156	180	2.05e-12	58.2
Ag00001aa032985_T001_8	Ag00001aa032985_T001	Misin05G281400.1.v7.1	100	25	0	0	1	25	156	180	2.05e-12	58.2
Ag00001aa032985_T001_9	Ag00001aa032985_T001	Misin05G281200.1.v7.1	100	17	0	0	1	17	330	346	0.00000618	39.3
Ag00001aa032985_T001_14	Ag00001aa032985_T001	Misin05G281400.1.v7.1	100	28	0	0	1	28	390	417	1.13e-11	56.2
Ag00001aa032985_T001_15	Ag00001aa032985_T001	Misin05G281400.1.v7.1	100	28	0	0	1	28	390	417	1.13e-11	56.2
Ag00001aa032985_T001_18	Ag00001aa032985_T001	Misin06G272200.1.v7.1	100	19	0	0	1	19	29	47	7.05e-9	47.8
Ag00001aa001425_T002_1	Ag00001aa001425_T002	Misin04G111900.1.v7.1	100	21	0	0	1	21	129	149	0.0000000504	45.4
Ag00001aa001425_T002_4	Ag00001aa001425_T002	Misin04G111900.1.v7.1	100	28	0	0	1	28	575	602	1.72e-12	58.5
Ag00001aa001425_T002_5	Ag00001aa001425_T002	Misin04G111900.1.v7.1	100	21	0	0	1	21	387	407	0.000000617	42.4
Ag00001aa001425_T002_7	Ag00001aa001425_T002	Misin04G111900.1.v7.1	95.2	21	1	0	1	21	96	116	0.0000000197	46.6
Ag00001aa001425_T002_8	Ag00001aa001425_T002	Misin04G111900.1.v7.1	91.3	23	2	0	1	23	343	365	6.98e-10	50.8
Ag00001aa001425_T002_10	Ag00001aa001425_T002	Misin04G111900.1.v7.1	100	27	0	0	1	27	576	602	7.81e-12	56.6
Ag00001aa001425_T002_11	Ag00001aa001425_T002	Misin04G111900.1.v7.1	100	27	0	0	1	27	576	602	7.81e-12	56.6
Ag00001aa046697_T001_1	Ag00001aa046697_T001	Misin05G376600.1.v7.1	94.4	18	1	0	1	18	430	447	0.000108	35.8
Ag00001aa046697_T001_3	Ag00001aa046697_T001	Misin06G363200.1.v7.1	100	19	0	0	1	19	366	384	0.000000116	44.3
Ag00001aa046697_T001_11	Ag00001aa046697_T001	Misin05G376600.1.v7.1	100	26	0	0	1	26	36	61	1.24e-10	53.1
Ag00001aa117671_T001_2	Ag00001aa117671_T001	Misin13G019600.1.v7.1	100	18	0	0	1	18	147	164	0.000000726	42
Ag00001aa117671_T001_3	Ag00001aa117671_T001	Misin13G019600.1.v7.1	100	18	0	0	1	18	147	164	0.000000726	42
Ag00001aa117671_T001_4	Ag00001aa117671_T001	Misin13G019600.1.v7.1	100	17	0	0	1	17	68	84	0.0000754	36.2
Ag00001aa117671_T001_5	Ag00001aa117671_T001	Misin13G019600.1.v7.1	100	21	0	0	1	21	452	472	0.000000243	43.5
Ag00001aa117671_T001_10	Ag00001aa117671_T001	Misin07G175200.1.v7.1	95.5	22	1	0	1	22	416	437	2.94e-11	54.7
Ag00001aa117671_T001_12	Ag00001aa117671_T001	Misin13G019600.1.v7.1	100	19	0	0	1	19	347	365	0.000000765	42
Ag00001aa051850_T001_17	Ag00001aa051850_T001	Misin07G475800.1.v7.1	100	15	0	0	1	15	132	146	0.000242	34.7
Ag00001aa051850_T001_19	Ag00001aa051850_T001	Misin07G475800.1.v7.1	100	16	0	0	1	16	158	173	0.0000286	37.4
Ag00001aa106819_T002_20	Ag00001aa106819_T002	Misin15G085600.1.v7.1	100	17	0	0	1	17	356	372	0.0000155	38.1
Ag00001aa106819_T002_23	Ag00001aa106819_T002	Misin15G085600.1.v7.1	100	13	0	0	1	13	954	966	0.000988	32.7
Ag00001aa106819_T002_24	Ag00001aa106819_T002	Misin15G085600.1.v7.1	100	40	0	0	1	40	77	116	2.8e-22	87
Ag00001aa044369_T001_2	Ag00001aa044369_T001	Misin12G068500.1.v7.1	100	27	0	0	1	27	202	228	5.23e-14	62.8
Ag00001aa044369_T001_3	Ag00001aa044369_T001	Misin12G068500.1.v7.1	100	27	0	0	1	27	202	228	5.23e-14	62.8
Ag00001aa044369_T001_4	Ag00001aa044369_T001	Misin12G068500.1.v7.1	100	23	0	0	1	23	274	296	1.45e-10	52.8
Ag00001aa044369_T001_5	Ag00001aa044369_T001	Misin12G068500.1.v7.1	100	23	0	0	1	23	274	296	1.45e-10	52.8
Ag00001aa044369_T001_6	Ag00001aa044369_T001	Misin12G068500.1.v7.1	95	20	1	0	1	20	666	685	0.000000581	42.4
Ag00001aa044369_T001_7	Ag00001aa044369_T001	Misin12G068500.1.v7.1	95	20	1	0	1	20	666	685	0.000000581	42.4
Ag00001aa044369_T001_9	Ag00001aa044369_T001	Misin08G152200.1.v7.1	100	29	0	0	1	29	105	133	8.55e-17	70.1
Ag00001aa044369_T001_11	Ag00001aa044369_T001	Misin12G068500.1.v7.1	100	15	0	0	1	15	771	785	0.000233	34.7
Ag00001aa123087_T001_2	Ag00001aa123087_T001	Misin16G061500.1.v7.1	100	18	0	0	1	18	264	281	0.000023	37.7
Ag00001aa123087_T001_3	Ag00001aa123087_T001	Misin16G061500.1.v7.1	100	18	0	0	1	18	264	281	0.000023	37.7
Ag00001aa123087_T001_6	Ag00001aa123087_T001	Misin16G061500.1.v7.1	96	25	1	0	1	25	143	167	9.58e-9	47.8
Ag00001aa123087_T001_11	Ag00001aa123087_T001	Misin16G061500.1.v7.1	100	21	0	0	1	21	197	217	0.0000000961	44.7
Ag00001aa123087_T001_12	Ag00001aa123087_T001	Misin16G061500.1.v7.1	100	18	0	0	1	18	125	142	0.0000168	38.1
Ag00001aa123087_T001_15	Ag00001aa123087_T001	Misin05G149600.1.v7.1	100	14	0	0	1	14	101	114	0.00000533	39.3
Ag00001aa009461_T002_1	Ag00001aa009461_T002	Misin02G385500.1.v7.1	100	18	0	0	1	18	590	607	0.00000466	39.7
Ag00001aa009461_T002_4	Ag00001aa009461_T002	Misin02G385500.1.v7.1	100	23	0	0	1	23	761	783	6.16e-9	48.1
Ag00001aa009461_T002_5	Ag00001aa009461_T002	Misin02G385500.1.v7.1	100	23	0	0	1	23	761	783	6.16e-9	48.1
Ag00001aa009461_T002_6	Ag00001aa009461_T002	Misin02G385500.1.v7.1	100	20	0	0	1	20	724	743	0.000000578	42.4
Ag00001aa009461_T002_7	Ag00001aa009461_T002	Misin02G385500.1.v7.1	100	20	0	0	1	20	724	743	0.000000578	42.4
Ag00001aa009461_T002_11	Ag00001aa009461_T002	Misin02G385500.1.v7.1	100	17	0	0	1	17	744	760	0.000189	35
Ag00001aa009461_T002_12	Ag00001aa009461_T002	Misin02G385500.1.v7.1	100	17	0	0	1	17	744	760	0.000189	35
Ag00001aa009461_T002_14	Ag00001aa009461_T002	Misin02G385500.1.v7.1	100	18	0	0	1	18	262	279	0.0000223	37.7
Ag00001aa009461_T002_15	Ag00001aa009461_T002	Misin02G385500.1.v7.1	100	18	0	0	1	18	481	498	0.000000973	41.6
Ag00001aa015828_T002_3	Ag00001aa015828_T002	Misin06G355700.1.v7.1	93.8	16	1	0	1	16	76	91	0.000652	33.5
Ag00001aa015828_T002_6	Ag00001aa015828_T002	Misin05G358200.1.v7.1	94.7	19	1	0	1	19	305	323	0.0000179	38.1
Ag00001aa015828_T002_10	Ag00001aa015828_T002	Misin05G358200.1.v7.1	100	19	0	0	1	19	112	130	0.00000373	40
Ag00001aa015828_T002_11	Ag00001aa015828_T002	Misin05G358200.1.v7.1	100	19	0	0	1	19	112	130	0.00000373	40
Ag00001aa015828_T002_14	Ag00001aa015828_T002	Misin05G358200.1.v7.1	100	19	0	0	1	19	253	271	0.00000146	41.2
Ag00001aa015828_T002_15	Ag00001aa015828_T002	Misin05G358200.1.v7.1	100	22	0	0	1	22	198	219	0.000000664	42.4
Ag00001aa015828_T002_16	Ag00001aa015828_T002	Misin05G358200.1.v7.1	100	22	0	0	1	22	198	219	0.000000664	42.4
Ag00001aa089744_T001_1	Ag00001aa089744_T001	Misin07G064300.1.v7.1	94.4	18	1	0	1	18	154	171	0.0000418	37
Ag00001aa089744_T001_2	Ag00001aa089744_T001	Misin08G064500.1.v7.1	100	17	0	0	1	17	218	234	0.00000849	38.9
Ag00001aa089744_T001_11	Ag00001aa089744_T001	Misin07G064300.1.v7.1	100	22	0	0	1	22	751	772	5.86e-9	48.1
Ag00001aa089744_T001_21	Ag00001aa089744_T001	Misin07G064300.1.v7.1	100	14	0	0	1	14	648	661	0.00016	35
Ag00001aa136467_T001_5	Ag00001aa136467_T001	Misin03G058300.1.v7.1	100	22	0	0	1	22	552	573	8.03e-9	47.8
Ag00001aa136467_T001_6	Ag00001aa136467_T001	Misin03G058300.1.v7.1	100	18	0	0	1	18	97	114	0.0000784	36.2
Ag00001aa136467_T001_7	Ag00001aa136467_T001	Misin03G058300.1.v7.1	100	33	0	0	1	33	744	776	2.72e-14	63.9
Ag00001aa136467_T001_8	Ag00001aa136467_T001	Misin03G058300.1.v7.1	100	19	0	0	1	19	9	27	0.000000402	42.7
Ag00001aa136467_T001_15	Ag00001aa136467_T001	Misin03G058300.1.v7.1	100	21	0	0	1	21	606	626	0.0000075	39.3
Ag00001aa136467_T001_18	Ag00001aa136467_T001	Misin03G058300.1.v7.1	100	20	0	0	1	20	643	662	0.00000711	39.3
Ag00001aa010828_T001_1	Ag00001aa010828_T001	Misin08G052900.1.v7.1	93.3	15	1	0	1	15	63	77	0.000601	33.5
Ag00001aa010828_T001_5	Ag00001aa010828_T001	Misin08G052900.1.v7.1	100	18	0	0	1	18	104	121	0.00000286	40
Ag00001aa010828_T001_7	Ag00001aa010828_T001	Misin11G039700.1.v7.1	100	14	0	0	1	14	101	114	0.000413	33.9
Ag00001aa010828_T001_8	Ag00001aa010828_T001	Misin11G039700.1.v7.1	100	14	0	0	1	14	101	114	0.000413	33.9
Ag00001aa010828_T001_9	Ag00001aa010828_T001	Misin06G295200.1.v7.1	100	17	0	0	1	17	407	423	0.000141	35.4
Ag00001aa010828_T001_10	Ag00001aa010828_T001	Misin06G295200.1.v7.1	100	17	0	0	1	17	407	423	0.000141	35.4
Ag00001aa010828_T001_13	Ag00001aa010828_T001	Misin06G295200.1.v7.1	100	15	0	0	1	15	381	395	0.0000495	36.6
Ag00001aa069526_T001_3	Ag00001aa069526_T001	Misin16G214000.1.v7.1	100	19	0	0	1	19	30	48	0.000221	35
Ag00001aa069526_T001_6	Ag00001aa069526_T001	Misin16G214000.1.v7.1	100	18	0	0	1	18	211	228	0.00000356	40
Ag00001aa069526_T001_9	Ag00001aa069526_T001	Misin16G214000.1.v7.1	84.2	19	3	0	1	19	141	159	0.0000862	36.2
Ag00001aa069526_T001_10	Ag00001aa069526_T001	Misin17G215700.1.v7.1	100	21	0	0	1	21	160	180	0.000000179	43.9
Ag00001aa081981_T001_1	Ag00001aa081981_T001	Misin14G124600.1.v7.1	100	19	0	0	1	19	199	217	0.000000551	42.4
Ag00001aa081981_T001_2	Ag00001aa081981_T001	Misin14G124600.1.v7.1	100	18	0	0	1	18	385	402	0.00000639	39.3
Ag00001aa081981_T001_6	Ag00001aa081981_T001	Misin14G124600.1.v7.1	100	19	0	0	1	19	175	193	0.00000923	38.9
Ag00001aa081981_T001_7	Ag00001aa081981_T001	Misin14G124600.1.v7.1	100	15	0	0	1	15	765	779	0.00017	35
Ag00001aa081981_T001_8	Ag00001aa081981_T001	Misin14G124600.1.v7.1	100	15	0	0	1	15	765	779	0.00017	35
Ag00001aa081981_T001_9	Ag00001aa081981_T001	Misin14G124600.1.v7.1	100	28	0	0	1	28	29	56	2.84e-11	55.1
Ag00001aa081981_T001_10	Ag00001aa081981_T001	Misin14G124600.1.v7.1	100	28	0	0	1	28	29	56	2.84e-11	55.1
Ag00001aa081981_T001_13	Ag00001aa081981_T001	Misin14G124600.1.v7.1	100	20	0	0	1	20	359	378	0.000000166	43.9
Ag00001aa081981_T001_14	Ag00001aa081981_T001	Misin14G124600.1.v7.1	100	20	0	0	1	20	359	378	0.000000166	43.9
Ag00001aa140871_T001_1	Ag00001aa140871_T001	Misin05G281200.1.v7.1	100	19	0	0	1	19	137	155	0.0000000246	46.2
Ag00001aa140871_T001_4	Ag00001aa140871_T001	Misin05G281400.1.v7.1	100	15	0	0	1	15	121	135	0.0000496	36.6
Ag00001aa140871_T001_5	Ag00001aa140871_T001	Misin05G281400.1.v7.1	96	25	1	0	1	25	305	329	1.19e-10	53.1
Ag00001aa140871_T001_6	Ag00001aa140871_T001	Misin05G281400.1.v7.1	100	15	0	0	1	15	68	82	0.0000363	37
Ag00001aa140871_T001_7	Ag00001aa140871_T001	Misin05G281400.1.v7.1	100	25	0	0	1	25	156	180	2.05e-12	58.2
Ag00001aa140871_T001_8	Ag00001aa140871_T001	Misin05G281400.1.v7.1	100	25	0	0	1	25	156	180	2.05e-12	58.2
Ag00001aa140871_T001_9	Ag00001aa140871_T001	Misin05G281200.1.v7.1	100	17	0	0	1	17	330	346	0.00000618	39.3
Ag00001aa140871_T001_13	Ag00001aa140871_T001	Misin05G281400.1.v7.1	100	28	0	0	1	28	390	417	1.13e-11	56.2
Ag00001aa140871_T001_14	Ag00001aa140871_T001	Misin05G281400.1.v7.1	100	28	0	0	1	28	390	417	1.13e-11	56.2
Ag00001aa140871_T001_18	Ag00001aa140871_T001	Misin06G272200.1.v7.1	94.4	18	1	0	1	18	29	46	0.0000000817	44.7
Ag00001aa105582_T001_4	Ag00001aa105582_T001	Misin07G245100.1.v7.1	94.1	17	1	0	1	17	285	301	0.0000402	37
Ag00001aa105582_T001_8	Ag00001aa105582_T001	Misin13G162800.1.v7.1	88.9	27	3	0	1	27	241	267	2.73e-11	55.1
