Ag_protein,Mg_protein_id,n_peptides,sum_bitscore,median_pident
Ag00001aa064148_T003,Misin03G091000.1.v7.1,2,99,100
Ag00001aa064189_T001,Misin17G151200.1.v7.1,1,37.7,100
Ag00001aa064210_T002,Misin16G148700.1.v7.1,7,298.8,100
Ag00001aa064227_T003,Misin16G160700.1.v7.1,4,189,100
Ag00001aa064228_T001,Misin16G160600.1.v7.1,2,79.4,100
Ag00001aa064245_T001,Misin16G159300.1.v7.1,1,33.1,100
Ag00001aa064251_T001,Misin16G155700.1.v7.1,2,85.5,100
Ag00001aa064253_T002,Misin17G166600.1.v7.1,1,57,100
Ag00001aa064299_T001,Misin16G151700.1.v7.1,1,44.7,100
Ag00001aa064305_T001,Misin17G158900.1.v7.1,2,89.7,97.85
Ag00001aa064349_T003,Misin05G325000.1.v7.1,1,35.4,100
Ag00001aa064373_T002,Misin17G164700.1.v7.1,1,43.9,95.5
Ag00001aa064391_T002,Misin02G479000.1.v7.1,1,38.1,100
Ag00001aa064396_T003,Misin16G165300.1.v7.1,1,42.7,100
Ag00001aa064399_T001,Misin04G259500.1.v7.1,1,50.1,100
Ag00001aa064445_T001,Misin16G169600.1.v7.1,3,120.1,94.1
Ag00001aa064448_T001,Misin04G407100.1.v7.1,1,46.6,95.5
Ag00001aa064483_T001,Misin17G173100.1.v7.1,1,38.5,100
Ag00001aa064493_T001,Misin16G173300.1.v7.1,1,52.4,100
Ag00001aa064543_T002,Misin06G078100.1.v7.1,1,52.4,100
Ag00001aa064575_T001,Misin16G183600.1.v7.1,7,318.79999999999995,100
Ag00001aa064587_T001,Misin16G184900.1.v7.1,2,80,100
Ag00001aa064605_T003,Misin16G186800.1.v7.1,5,197.60000000000002,100
Ag00001aa064662_T001,Misin16G193800.1.v7.1,1,33.1,100
Ag00001aa064668_T001,Misin16G194300.1.v7.1,3,113.10000000000001,100
Ag00001aa064700_T002,Misin19G275000.1.v7.1,1,39.3,100
Ag00001aa064743_T002,Misin17G199300.1.v7.1,1,33.1,93.8
Ag00001aa064749_T001,Misin16G201100.1.v7.1,3,140.3,100
Ag00001aa064781_T001,Misin16G208900.1.v7.1,8,319.1,100
Ag00001aa064784_T001,Misin16G208700.1.v7.1,10,413.9,100
Ag00001aa064811_T002,Misin16G205700.1.v7.1,5,173.3,100
Ag00001aa064814_T001,Misin17G208100.1.v7.1,1,36.2,100
Ag00001aa064825_T001,Misin17G209000.1.v7.1,1,37.4,90
Ag00001aa064826_T001,Misin17G209400.1.v7.1,1,50.4,76.7
Ag00001aa064837_T001,Misin16G203600.1.v7.1,3,117.1,100
Ag00001aa064839_T001,Misin06G239100.1.v7.1,1,38.5,100
Ag00001aa064851_T001,Misin17G210600.1.v7.1,1,35.4,100
Ag00001aa064863_T001,Misin05G253000.1.v7.1,1,33.5,100
Ag00001aa064868_T001,Misin16G209700.1.v7.1,1,37.4,100
Ag00001aa064906_T003,Misin16G214300.1.v7.1,4,173.29999999999998,100
Ag00001aa064920_T003,Misin16G216100.1.v7.1,3,127.5,100
Ag00001aa064923_T003,Misin17G217700.1.v7.1,6,238.8,100
Ag00001aa064935_T001,Misin16G217600.1.v7.1,1,35.8,100
Ag00001aa064953_T002,Misin17G221800.1.v7.1,1,37.4,100
Ag00001aa064955_T002,Misin16G219200.1.v7.1,4,160.1,100
Ag00001aa065033_T001,Misin16G236600.1.v7.1,3,166.3,100
Ag00001aa065057_T001,Misin01G106100.1.v7.1,1,39.3,94.7
Ag00001aa065112_T001,Misin16G227800.1.v7.1,1,42.7,100
Ag00001aa065130_T001,Misin16G229500.1.v7.1,5,183.3,100
Ag00001aa065131_T001,Misin17G242400.1.v7.1,1,39.3,100
Ag00001aa065136_T001,Misin17G242900.1.v7.1,5,182.1,100
Ag00001aa065197_T001,Misin17G249000.1.v7.1,6,220.8,100
Ag00001aa065238_T001,Misin17G253500.1.v7.1,1,50.1,100
Ag00001aa065273_T001,Misin03G274500.1.v7.1,1,33.9,100
Ag00001aa065279_T001,Misin16G248000.1.v7.1,1,40,100
Ag00001aa065283_T001,Misin17G257700.1.v7.1,3,111.3,100
Ag00001aa065361_T001,Misin16G252700.1.v7.1,6,210.5,100
Ag00001aa065363_T001,Misin16G252400.1.v7.1,2,79.30000000000001,94.65
Ag00001aa065367_T001,Misin16G252000.1.v7.1,10,402.8,100
Ag00001aa065369_T001,Misin16G251800.1.v7.1,2,92.1,100
Ag00001aa065397_T001,Misin16G262300.1.v7.1,2,71.7,97.05
Ag00001aa065488_T001,Misin04G008900.1.v7.1,2,95.5,86
Ag00001aa065491_T001,Misin04G158300.1.v7.1,1,42.7,72.4
Ag00001aa065518_T001,Misin03G030300.1.v7.1,1,40,100
Ag00001aa065524_T002,Misin16G076400.1.v7.1,1,34.3,100
Ag00001aa065540_T001,MisinT508500.1.v7.1,2,71.6,88.2
Ag00001aa065570_T001,Misin04G019000.1.v7.1,3,154,100
Ag00001aa065846_T001,Misin03G004400.1.v7.1,1,35.8,85
Ag00001aa065847_T001,Misin03G004400.1.v7.1,4,159,100
Ag00001aa065848_T003,Misin03G007200.1.v7.1,1,40.4,100
Ag00001aa065863_T001,Misin03G005600.1.v7.1,1,33.9,92.9
Ag00001aa065872_T001,Misin04G000900.1.v7.1,1,41.2,100
Ag00001aa065884_T002,Misin03G058600.1.v7.1,2,80.4,100
Ag00001aa065968_T001,Misin03G046400.1.v7.1,3,122.10000000000001,100
Ag00001aa065981_T001,Misin03G047800.1.v7.1,4,169,97.5
Ag00001aa066110_T001,Misin04G094700.1.v7.1,2,90.8,100
Ag00001aa066149_T001,Misin03G085700.1.v7.1,2,81.6,100
Ag00001aa066192_T001,Misin03G082200.1.v7.1,6,236.6,100
Ag00001aa066219_T001,MisinT544100.1.v7.1,1,35.4,100
Ag00001aa066275_T001,Misin03G069900.1.v7.1,1,47.4,78.6
Ag00001aa066301_T002,Misin03G067000.1.v7.1,3,107.5,100
Ag00001aa066481_T001,Misin03G098800.1.v7.1,1,39.7,100
Ag00001aa066486_T001,Misin16G025600.1.v7.1,3,119.10000000000001,100
Ag00001aa066518_T001,Misin04G113800.1.v7.1,4,177.79999999999998,100
Ag00001aa066572_T001,Misin04G119400.1.v7.1,1,35.4,100
Ag00001aa066574_T001,Misin03G107700.1.v7.1,3,130.5,100
Ag00001aa066611_T001,Misin04G122900.1.v7.1,1,56.2,96.6
Ag00001aa066623_T001,Misin03G122000.1.v7.1,1,34.7,100
Ag00001aa066636_T001,Misin03G121100.1.v7.1,7,281.9,94.7
Ag00001aa066669_T002,Misin03G117300.1.v7.1,1,37.4,100
Ag00001aa066741_T002,Misin11G134200.1.v7.1,2,98.6,96
Ag00001aa066864_T001,Misin04G125200.1.v7.1,5,228,100
Ag00001aa066927_T001,Misin04G118300.1.v7.1,2,75.5,91.65
Ag00001aa066994_T001,Misin04G110800.1.v7.1,2,84,100
Ag00001aa067012_T001,Misin03G098200.1.v7.1,2,75.5,100
Ag00001aa067063_T001,Misin03G091900.1.v7.1,1,42.4,100
Ag00001aa067170_T001,Misin03G062700.1.v7.1,1,34.3,100
Ag00001aa067238_T001,Misin04G094700.1.v7.1,4,165.5,100
Ag00001aa067257_T002,Misin04G085800.1.v7.1,1,44.3,100
Ag00001aa067360_T003,Misin04G063800.1.v7.1,1,37.4,100
Ag00001aa067523_T001,MisinT278200.1.v7.1,3,114.10000000000001,100
Ag00001aa067589_T001,Misin04G049100.1.v7.1,1,39.3,100
Ag00001aa067608_T002,Misin04G000400.1.v7.1,2,124.8,100
Ag00001aa067625_T001,Misin03G009100.1.v7.1,4,190.3,98.2
Ag00001aa067667_T002,Misin03G001400.1.v7.1,1,41.2,100
Ag00001aa067768_T001,Misin03G017200.1.v7.1,1,38.9,85.7
Ag00001aa067844_T001,Misin04G036700.1.v7.1,6,259.4,100
Ag00001aa067908_T001,Misin04G019000.1.v7.1,3,155.2,100
Ag00001aa067981_T001,Misin01G064000.1.v7.1,1,47.8,95.7
Ag00001aa067998_T001,Misin03G032300.1.v7.1,1,68.2,89.5
Ag00001aa068005_T001,Misin03G032900.1.v7.1,1,36.6,100
Ag00001aa068076_T001,Misin16G262200.1.v7.1,1,44.3,100
Ag00001aa068097_T001,Misin16G251300.1.v7.1,1,39.3,92
Ag00001aa068127_T001,Misin17G263000.1.v7.1,1,49.7,100
Ag00001aa068178_T001,Misin03G274500.1.v7.1,1,33.9,100
Ag00001aa068180_T001,Misin16G249000.1.v7.1,1,33.5,100
Ag00001aa068250_T001,Misin16G242900.1.v7.1,4,192.20000000000002,100
Ag00001aa068256_T001,Misin16G242200.1.v7.1,13,490.3999999999999,100
Ag00001aa068345_T001,Misin16G231700.1.v7.1,6,282.8,95.1
Ag00001aa068346_T001,Misin02G126500.1.v7.1,5,233,95.7
Ag00001aa068351_T001,Misin16G231400.1.v7.1,3,129.7,100
Ag00001aa068361_T001,Misin05G222400.1.v7.1,2,80.8,100
Ag00001aa068388_T001,Misin04G238500.1.v7.1,1,47.4,100
Ag00001aa068425_T001,Misin17G235900.1.v7.1,1,42,100
Ag00001aa068456_T001,Misin05G212100.1.v7.1,11,484.6000000000001,100
Ag00001aa068518_T001,MisinT488500.1.v7.1,1,38.1,100
Ag00001aa068598_T002,Misin17G125100.1.v7.1,3,124.39999999999999,100
Ag00001aa068599_T002,Misin16G115900.1.v7.1,1,38.9,100
Ag00001aa068619_T001,Misin16G127700.1.v7.1,1,37,100
Ag00001aa068621_T001,Misin16G127600.1.v7.1,1,39.3,100
Ag00001aa068627_T001,Misin16G128200.1.v7.1,1,50.4,100
Ag00001aa068648_T003,Misin17G129500.1.v7.1,5,287.4,100
Ag00001aa068681_T001,Misin17G133000.1.v7.1,2,76.6,92.15
Ag00001aa068682_T001,Misin17G133100.1.v7.1,1,37.4,100
Ag00001aa068701_T001,Misin17G135400.1.v7.1,1,42,100
Ag00001aa068706_T005,Misin16G135700.1.v7.1,11,514.3,100
Ag00001aa068834_T001,Misin16G148700.1.v7.1,5,198.3,100
Ag00001aa068853_T001,Misin16G160700.1.v7.1,4,189,100
Ag00001aa068872_T001,Misin17G154500.1.v7.1,3,136.79999999999998,100
Ag00001aa068891_T001,Misin16G156900.1.v7.1,5,197,100
Ag00001aa068909_T001,Misin11G067600.1.v7.1,1,35,100
Ag00001aa068947_T001,Misin17G167200.1.v7.1,1,54.3,100
Ag00001aa068953_T003,Misin17G166600.1.v7.1,1,57,100
Ag00001aa068963_T002,Misin16G155200.1.v7.1,1,40,100
Ag00001aa068964_T001,Misin16G161900.1.v7.1,3,132,95.2
Ag00001aa069025_T001,Misin17G163700.1.v7.1,1,40.8,100
Ag00001aa069037_T001,Misin17G178500.1.v7.1,1,36.2,100
Ag00001aa069057_T001,Misin17G176700.1.v7.1,2,131.8,96.7
Ag00001aa069060_T001,Misin04G407100.1.v7.1,1,46.6,95.5
Ag00001aa069062_T001,Misin17G176400.1.v7.1,1,80.5,100
Ag00001aa069089_T001,Misin17G174300.1.v7.1,3,136,100
Ag00001aa069175_T001,Misin16G181400.1.v7.1,1,39.3,100
Ag00001aa069206_T001,Misin17G185200.1.v7.1,2,80.8,100
Ag00001aa069229_T002,Misin16G186800.1.v7.1,5,197.60000000000002,100
Ag00001aa069276_T001,Misin16G191200.1.v7.1,3,127.4,100
Ag00001aa069289_T001,Misin17G193900.1.v7.1,4,166.1,100
Ag00001aa069303_T001,Misin16G193600.1.v7.1,1,43.1,100
Ag00001aa069315_T001,Misin17G196000.1.v7.1,2,125.6,100
Ag00001aa069360_T001,Misin16G198900.1.v7.1,3,111.7,100
Ag00001aa069393_T002,Misin16G201600.1.v7.1,1,63.5,100
Ag00001aa069417_T001,Misin16G208700.1.v7.1,10,413.9,100
Ag00001aa069434_T001,Misin16G207100.1.v7.1,7,266.5,100
Ag00001aa069485_T001,Misin17G213200.1.v7.1,1,41.6,95
Ag00001aa069526_T001,Misin16G214000.1.v7.1,3,111.2,100
Ag00001aa069528_T001,Misin16G214200.1.v7.1,2,83.2,83.3
Ag00001aa069530_T001,Misin16G214300.1.v7.1,4,150.9,100
Ag00001aa069541_T002,Misin16G215700.1.v7.1,2,77,100
Ag00001aa069578_T003,Misin17G118100.1.v7.1,2,117,95.3
Ag00001aa069600_T002,Misin05G041300.1.v7.1,1,40.8,100
Ag00001aa069606_T001,Misin05G041900.1.v7.1,4,203.8,95.75
Ag00001aa069620_T001,Misin06G364100.1.v7.1,1,58.5,90.3
Ag00001aa069672_T001,Misin16G111400.1.v7.1,1,35.8,100
Ag00001aa069712_T001,Misin16G108300.1.v7.1,1,37,100
Ag00001aa069771_T001,Misin16G109100.1.v7.1,1,36.6,100
Ag00001aa069788_T001,Misin01G205300.1.v7.1,2,71.6,96.45
Ag00001aa069792_T001,Misin01G204900.1.v7.1,1,43.5,100
Ag00001aa069821_T001,Misin01G201500.1.v7.1,5,258.90000000000003,100
Ag00001aa069870_T002,Misin02G185500.1.v7.1,2,161,97.2
Ag00001aa069947_T001,Misin02G184100.1.v7.1,4,175.2,100
Ag00001aa069992_T001,Misin01G185200.1.v7.1,8,436.3,100
Ag00001aa070037_T001,Misin01G180500.1.v7.1,4,187.79999999999998,100
Ag00001aa070045_T001,Misin02G176700.1.v7.1,2,94.80000000000001,97.2
Ag00001aa070296_T002,Misin01G154000.1.v7.1,13,669.9,100
Ag00001aa070337_T001,Misin02G145800.1.v7.1,3,141.8,95.8
Ag00001aa070523_T002,Misin02G112800.1.v7.1,2,86.6,100
Ag00001aa070570_T002,Misin14G168800.1.v7.1,8,406.79999999999995,100
Ag00001aa070595_T001,Misin11G039700.1.v7.1,4,137.8,100
Ag00001aa070623_T004,Misin01G131700.1.v7.1,2,87.5,100
Ag00001aa070626_T001,MisinT069100.1.v7.1,2,68.9,100
Ag00001aa070632_T002,Misin18G000500.1.v7.1,2,84.3,97.6
Ag00001aa070638_T001,Misin01G130300.1.v7.1,1,35.8,93.8
Ag00001aa070727_T001,Misin03G055000.1.v7.1,3,116.30000000000001,100
Ag00001aa070748_T001,Misin01G120000.1.v7.1,1,43.9,90.9
Ag00001aa070760_T001,Misin01G119000.1.v7.1,8,366.1,100
Ag00001aa070785_T001,Misin01G114400.1.v7.1,1,41.6,94.4
Ag00001aa070800_T002,Misin02G102000.1.v7.1,1,38.1,100
Ag00001aa070807_T001,Misin02G101400.1.v7.1,2,117.1,100
Ag00001aa070841_T001,Misin01G111800.1.v7.1,1,35.8,100
Ag00001aa070848_T001,Misin01G110600.1.v7.1,2,76.7,100
Ag00001aa070856_T001,Misin01G110100.1.v7.1,1,34.3,100
Ag00001aa070863_T001,Misin01G107400.1.v7.1,1,34.3,100
Ag00001aa070881_T001,Misin02G094400.1.v7.1,2,72.80000000000001,100
Ag00001aa070885_T001,Misin01G108800.1.v7.1,4,153.1,100
Ag00001aa070919_T002,Misin06G149000.1.v7.1,3,123.6,100
Ag00001aa070929_T001,Misin01G102200.1.v7.1,3,135.5,100
Ag00001aa070932_T001,Misin01G101700.1.v7.1,6,244.7,100
Ag00001aa070937_T001,Misin02G087800.1.v7.1,3,120.6,100
Ag00001aa070947_T001,Misin02G086900.1.v7.1,2,80.9,100
Ag00001aa070971_T001,MisinT397300.1.v7.1,4,148.2,100
Ag00001aa070994_T002,Misin01G094700.1.v7.1,1,52.8,100
Ag00001aa071011_T001,Misin02G084400.1.v7.1,2,72.4,96.9
Ag00001aa071072_T001,Misin01G078200.1.v7.1,8,356.20000000000005,100
Ag00001aa071123_T001,Misin02G070700.1.v7.1,2,80,100
Ag00001aa071149_T001,Misin02G068800.1.v7.1,2,86.19999999999999,100
Ag00001aa071199_T001,Misin01G063200.1.v7.1,12,507.9,100
Ag00001aa071254_T003,Misin01G068500.1.v7.1,1,36.6,100
Ag00001aa071303_T002,Misin02G051600.1.v7.1,3,113.9,100
Ag00001aa071304_T001,Misin02G051900.1.v7.1,4,165.3,100
Ag00001aa071342_T001,Misin08G052900.1.v7.1,6,262.8,100
Ag00001aa071392_T001,Misin02G041500.1.v7.1,3,105,94.1
Ag00001aa071409_T001,Misin02G328200.1.v7.1,5,322.3,100
Ag00001aa071439_T002,Misin01G052300.1.v7.1,1,43.1,100
Ag00001aa071550_T001,Misin02G027400.1.v7.1,2,83.5,94
Ag00001aa071551_T001,Misin01G042000.1.v7.1,2,91.69999999999999,100
Ag00001aa071581_T001,Misin02G024300.1.v7.1,5,201.9,100
Ag00001aa071631_T001,Misin01G033100.1.v7.1,2,73.1,100
Ag00001aa071644_T002,Misin01G032000.1.v7.1,9,387.50000000000006,100
Ag00001aa071680_T001,Misin02G246500.1.v7.1,1,37.4,100
Ag00001aa071681_T001,Misin01G028600.1.v7.1,6,241.7,100
Ag00001aa071693_T001,Misin02G012800.1.v7.1,1,46.2,95.2
Ag00001aa071816_T001,Misin01G015200.1.v7.1,4,155.6,100
Ag00001aa071887_T001,Misin16G017600.1.v7.1,4,159.5,100
Ag00001aa071890_T004,Misin01G008500.1.v7.1,1,35,100
Ag00001aa071892_T001,Misin16G020000.1.v7.1,2,92.9,100
Ag00001aa071917_T001,Misin01G005300.1.v7.1,3,147.1,100
Ag00001aa071942_T001,Misin02G127800.1.v7.1,4,146.7,100
Ag00001aa072025_T001,MisinT139100.1.v7.1,1,42,100
Ag00001aa072085_T001,Misin19G146400.1.v7.1,1,47,100
Ag00001aa072099_T002,Misin18G131400.1.v7.1,2,110.2,100
Ag00001aa072110_T001,Misin07G234500.1.v7.1,1,34.3,100
Ag00001aa072111_T001,Misin18G130100.1.v7.1,1,55.8,100
Ag00001aa072169_T001,Misin19G131300.1.v7.1,1,42.4,91.3
Ag00001aa072229_T001,Misin19G126200.1.v7.1,3,127.9,94.4
Ag00001aa072348_T001,Misin18G119100.1.v7.1,1,33.1,100
Ag00001aa072392_T001,Misin18G111500.1.v7.1,2,68.6,100
Ag00001aa072393_T001,Misin18G110100.1.v7.1,3,192.89999999999998,96.9
Ag00001aa072400_T002,Misin18G109800.1.v7.1,4,207.2,97.05
Ag00001aa072455_T001,Misin18G104900.1.v7.1,1,50.4,100
Ag00001aa072468_T001,Misin17G090000.1.v7.1,1,53.1,100
Ag00001aa072487_T003,Misin17G257700.1.v7.1,1,33.1,100
Ag00001aa072504_T001,Misin19G096800.1.v7.1,1,45.4,100
Ag00001aa072573_T001,Misin19G093300.1.v7.1,1,69.7,100
Ag00001aa072584_T002,Misin19G091900.1.v7.1,1,41.2,100
Ag00001aa072586_T001,Misin19G091900.1.v7.1,5,187.6,100
Ag00001aa072729_T001,Misin19G077900.1.v7.1,3,141.3,92
Ag00001aa072740_T001,Misin18G061800.1.v7.1,1,40.8,100
Ag00001aa072751_T001,Misin18G061100.1.v7.1,12,547.5,100
Ag00001aa072767_T001,Misin03G151100.1.v7.1,1,36.6,94.4
Ag00001aa072914_T002,Misin18G079700.1.v7.1,11,414.2,100
Ag00001aa072948_T001,Misin18G082400.1.v7.1,1,33.1,100
Ag00001aa072988_T001,Misin19G053400.1.v7.1,1,42.4,100
Ag00001aa072993_T001,Misin19G053100.1.v7.1,1,33.9,100
Ag00001aa073038_T001,MisinT479800.1.v7.1,1,42,100
Ag00001aa073055_T003,Misin19G048100.1.v7.1,2,77,100
Ag00001aa073060_T001,Misin18G046500.1.v7.1,1,47,100
Ag00001aa073060_T002,Misin18G046500.1.v7.1,1,54.7,100
Ag00001aa073071_T001,Misin18G046400.1.v7.1,4,168.8,100
Ag00001aa073091_T002,Misin18G044100.1.v7.1,1,45.1,100
Ag00001aa073129_T001,Misin19G043000.1.v7.1,1,37.4,100
Ag00001aa073196_T001,Misin18G036500.1.v7.1,1,34.3,100
Ag00001aa073218_T002,MisinT564900.1.v7.1,1,52.8,79.3
Ag00001aa073313_T001,Misin15G199000.1.v7.1,1,50.1,100
Ag00001aa073318_T002,Misin18G026500.1.v7.1,21,897.0999999999999,100
Ag00001aa073319_T001,Misin18G026400.1.v7.1,1,34.7,100
Ag00001aa073363_T001,Misin19G002300.1.v7.1,6,295.79999999999995,100
Ag00001aa073413_T002,Misin18G012700.1.v7.1,1,36.6,100
Ag00001aa073441_T001,Misin18G010000.1.v7.1,2,74,100
Ag00001aa073481_T001,MisinT151800.1.v7.1,3,129.39999999999998,100
Ag00001aa073494_T001,Misin18G006800.1.v7.1,1,49.3,100
Ag00001aa073519_T001,Misin18G018700.1.v7.1,16,743.3000000000001,100
Ag00001aa073617_T002,Misin19G007000.1.v7.1,5,205.7,100
Ag00001aa073725_T001,Misin10G027500.1.v7.1,2,134.8,100
Ag00001aa073758_T001,MisinT043200.1.v7.1,1,37.7,100
Ag00001aa073857_T001,Misin09G005900.1.v7.1,4,161.3,100
Ag00001aa074006_T002,Misin15G055400.1.v7.1,2,74.69999999999999,100
Ag00001aa074030_T001,Misin13G131200.1.v7.1,1,45.8,100
Ag00001aa074156_T001,MisinT020600.1.v7.1,1,51.6,100
Ag00001aa074187_T001,Misin01G015600.1.v7.1,5,217.5,100
Ag00001aa074213_T001,Misin09G029600.1.v7.1,3,156,96.2
Ag00001aa074271_T002,Misin05G172000.1.v7.1,2,70.8,93.8
Ag00001aa074304_T001,Misin10G043200.1.v7.1,1,36.2,100
Ag00001aa074424_T001,Misin09G064200.1.v7.1,3,123.60000000000001,100
Ag00001aa074503_T002,Misin10G062900.1.v7.1,1,43.5,100
Ag00001aa074740_T001,Misin09G108600.1.v7.1,5,185.60000000000002,93.8
Ag00001aa074747_T001,Misin09G107800.1.v7.1,1,38.5,100
Ag00001aa074751_T002,Misin09G115600.1.v7.1,1,53.9,100
Ag00001aa074837_T002,Misin09G184700.1.v7.1,5,189.5,87
Ag00001aa074874_T001,MisinT088800.1.v7.1,3,130.10000000000002,100
Ag00001aa074963_T001,MisinT471800.1.v7.1,1,62.4,100
Ag00001aa075149_T001,MisinT330300.1.v7.1,1,51.6,100
Ag00001aa075169_T002,Misin10G189900.1.v7.1,1,43.5,100
Ag00001aa075231_T001,Misin09G165700.1.v7.1,4,161.3,100
Ag00001aa075353_T005,Misin07G369400.1.v7.1,1,38.1,88.2
Ag00001aa075355_T001,Misin07G369400.1.v7.1,5,212.1,53.1
Ag00001aa075366_T003,Misin11G216800.1.v7.1,1,51.2,100
Ag00001aa075412_T001,Misin09G158100.1.v7.1,2,70,100
Ag00001aa075505_T001,Misin09G142900.1.v7.1,3,148.3,100
Ag00001aa075655_T001,Misin09G122400.1.v7.1,6,252.79999999999998,100
Ag00001aa075695_T001,Misin09G117100.1.v7.1,3,121.3,100
Ag00001aa075698_T002,Misin09G116800.1.v7.1,5,252.7,100
Ag00001aa075731_T002,Misin08G005800.1.v7.1,1,53.1,100
Ag00001aa075749_T002,Misin01G078200.1.v7.1,5,280.4,100
Ag00001aa075769_T001,Misin09G103300.1.v7.1,1,45.1,90.5
Ag00001aa075795_T001,Misin09G098100.1.v7.1,1,51.6,100
Ag00001aa075796_T002,Misin09G083700.1.v7.1,1,54.3,96
Ag00001aa075801_T001,Misin10G075700.1.v7.1,1,50.4,100
Ag00001aa075891_T001,Misin10G062900.1.v7.1,1,43.5,100
Ag00001aa075953_T002,Misin10G058600.1.v7.1,1,37,100
Ag00001aa075954_T002,Misin09G064200.1.v7.1,3,123.60000000000001,100
Ag00001aa076177_T001,Misin09G029600.1.v7.1,4,191.79999999999998,96.2
Ag00001aa076213_T001,Misin09G032500.1.v7.1,1,34.3,100
Ag00001aa076244_T001,Misin01G323100.1.v7.1,7,321.1,100
Ag00001aa076277_T001,Misin09G016900.1.v7.1,1,42,100
Ag00001aa076333_T001,Misin10G024900.1.v7.1,1,34.7,100
Ag00001aa076372_T001,Misin07G351300.1.v7.1,1,45.8,100
Ag00001aa076498_T002,Misin09G019700.1.v7.1,1,40.8,100
Ag00001aa076505_T001,Misin09G018200.1.v7.1,3,115.1,100
Ag00001aa076788_T001,MisinT172600.1.v7.1,1,34.7,45.7
Ag00001aa076915_T001,Misin14G007100.1.v7.1,1,40.8,100
Ag00001aa076989_T001,Misin08G086400.1.v7.1,1,38.9,100
Ag00001aa077283_T001,Misin09G162500.1.v7.1,1,43.5,100
Ag00001aa077303_T001,MisinT093700.1.v7.1,1,36.6,100
Ag00001aa077312_T002,Misin07G369400.1.v7.1,2,81.6,85.75
Ag00001aa077512_T001,MisinT070400.1.v7.1,2,69.7,100
Ag00001aa077514_T001,Misin09G151200.1.v7.1,1,33.1,100
Ag00001aa077518_T001,MisinT177200.1.v7.1,1,46.2,100
Ag00001aa077527_T001,Misin09G174400.1.v7.1,2,72.8,100
Ag00001aa077822_T002,Misin09G184700.1.v7.1,5,201.5,87
Ag00001aa077935_T002,Misin05G145300.1.v7.1,2,80.1,100
Ag00001aa077942_T001,Misin06G133300.1.v7.1,1,37.7,93.8
Ag00001aa077953_T001,Misin05G146600.1.v7.1,9,377.09999999999997,100
Ag00001aa077963_T001,Misin06G149400.1.v7.1,3,109.8,100
Ag00001aa077992_T001,Misin05G149600.1.v7.1,3,126.7,100
Ag00001aa078016_T003,Misin05G150900.1.v7.1,3,138.3,96.2
Ag00001aa078087_T001,Misin06G151400.1.v7.1,2,77.80000000000001,97.35
Ag00001aa078176_T002,Misin05G140500.1.v7.1,2,97.8,98
Ag00001aa078187_T001,Misin01G428400.1.v7.1,3,99.30000000000001,100
Ag00001aa078226_T001,MisinT386500.1.v7.1,4,154.1,100
Ag00001aa078228_T002,Misin06G119200.1.v7.1,2,69.3,100
Ag00001aa078238_T001,Misin06G118200.1.v7.1,6,287.2,100
Ag00001aa078250_T005,Misin05G133300.1.v7.1,1,33.9,100
Ag00001aa078260_T001,Misin06G116800.1.v7.1,3,179.8,92.3
Ag00001aa078267_T001,Misin06G116000.1.v7.1,2,88.6,95.25
Ag00001aa078269_T001,Misin08G052900.1.v7.1,6,264.4,100
Ag00001aa078276_T002,Misin09G057300.1.v7.1,3,132.6,100
Ag00001aa078294_T001,Misin05G129500.1.v7.1,1,35.8,100
Ag00001aa078310_T002,Misin06G111400.1.v7.1,7,305.3,100
Ag00001aa078312_T001,Misin06G111100.1.v7.1,1,49.3,100
Ag00001aa078363_T001,Misin05G124300.1.v7.1,1,34.7,100
Ag00001aa078383_T001,Misin06G105200.1.v7.1,1,36.2,100
Ag00001aa078396_T005,Misin05G121500.1.v7.1,1,37.7,100
Ag00001aa078401_T001,Misin05G121000.1.v7.1,2,71.30000000000001,100
Ag00001aa078426_T001,Misin06G101900.1.v7.1,3,115.80000000000001,100
Ag00001aa078431_T002,Misin06G101400.1.v7.1,1,35.4,100
Ag00001aa078437_T001,Misin05G117200.1.v7.1,1,41.6,100
Ag00001aa078441_T002,Misin05G117100.1.v7.1,1,62,85.3
Ag00001aa078471_T001,Misin06G090600.1.v7.1,9,407.70000000000005,100
Ag00001aa078503_T001,Misin06G094400.1.v7.1,1,33.5,93.3
Ag00001aa078514_T004,Misin05G090500.1.v7.1,6,242.5,100
Ag00001aa078520_T001,Misin05G091800.1.v7.1,1,58.9,100
Ag00001aa078571_T001,Misin06G052100.1.v7.1,4,165.3,97.75
Ag00001aa078581_T001,Misin05G096900.1.v7.1,1,33.5,100
Ag00001aa078616_T001,MisinT478500.1.v7.1,1,39.7,100
Ag00001aa078770_T002,Misin05G111200.1.v7.1,1,37,93.8
Ag00001aa078803_T001,Misin05G077600.1.v7.1,3,153.7,100
Ag00001aa078823_T001,Misin05G079800.1.v7.1,8,325.00000000000006,100
Ag00001aa078859_T001,MisinT504400.1.v7.1,2,107.4,96.55
Ag00001aa078870_T001,Misin05G083300.1.v7.1,3,112.10000000000001,100
Ag00001aa078897_T001,Misin06G081500.1.v7.1,2,75.1,100
Ag00001aa078974_T001,Misin06G317300.1.v7.1,6,212.4,100
Ag00001aa078978_T003,Misin05G045200.1.v7.1,1,36.2,100
Ag00001aa079031_T001,Misin06G073000.1.v7.1,2,73.2,89.6
