orthogroup	protein_id	description
OG0015093	Td00001aa016005_T001	SHSP domain-containing protein
OG0015134	Ag00001aa100594_T001	"Heat shock protein, mitochondrial"
OG0015134	PvWBCH1.1KG077700.1.v1.1	"Heat shock protein, mitochondrial"
OG0015161	PvWBCH1.3KG026500.1.v1.1	WIBG Mago-binding domain-containing protein
OG0015161	Td00001aa039438_T001	WIBG Mago-binding domain-containing protein
OG0015224	Td00001aa004700_T002	ATPase inhibitor
OG0015226	Td00001aa004680_T001	VAMP protein SEC22
OG0015291	Td00001aa004055_T001	Harpin-induced 1
OG0015293	PvWBCH1.1KG268000.1.v1.1	High mobility group box protein2
OG0015293	Td00001aa017188_T002	High mobility group box protein2
OG0015364	Td00001aa003400_T002	Diacylglycerol kinase
OG0015372	Misin07G527200.1.v7.1	Transmembrane 9 superfamily member
OG0015372	PvWBCH1.1NG336100.1.v1.1	Transmembrane 9 superfamily member
OG0015409	Ag00001aa090087_T003	NAD(P)-binding Rossmann-fold superfamily protein
OG0015414	Td00001aa016360_T001	Allene oxide synthase
OG0015464	Sn00001aa063960_T002	UDP-D-apiose/UDP-D-xylose synthase 2
OG0015482	Misin05G400200.1.v7.1	DUF255 domain-containing protein
OG0015482	Sn00001aa006179_T001	DUF255 domain-containing protein
OG0015520	Td00001aa010907_T001	Auxin transporter-like protein 1
OG0015533	PvWBCH1.4NG248100.1.v1.1	DNA-binding protein MNB1B
OG0015533	Td00001aa026374_T002	DNA-binding protein MNB1B
OG0015558	Td00001aa034720_T001	Glycosyltransferases
OG0015577	Td00001aa018155_T002	heme oxygenase (biliverdin-producing)
OG0015584	Sn00001aa090816_T002	ATP/GTP-binding protein family
OG0015629	Td00001aa010744_T002	"phosphoglycerate mutase (2,3-diphosphoglycerate-independent)"
OG0015799	Ag00001aa018455_T003	Beta-amylase
OG0015799	Misin01G486600.1.v7.1	Beta-amylase
OG0015799	PvWBCH1.9NG497900.1.v1.1	Beta-amylase
OG0015799	Td00001aa013725_T006	Beta-amylase
OG0015805	Td00001aa013675_T002	glutathione transferase
OG0015849	Td00001aa031767_T001	STI1/HOP DP domain-containing protein
OG0015941	PvWBCH1.5KG361700.1.v1.1	UDP-glucuronate decarboxylase
OG0015977	Td00001aa020162_T001	W2 domain-containing protein
OG0015977	Td00001aa034013_T001	W2 domain-containing protein
OG0016022	PvWBCH1.7NG276800.1.v1.1	UVB-resistance protein UVR8
OG0016022	Td00001aa012053_T002	NA
OG0016115	Ag00001aa123995_T001	23.2 kDa heat shock protein-like
OG0016115	Td00001aa012926_T001	Class IV heat shock protein
OG0016115	Td00001aa029496_T001	22.0 kDa class IV heat shock protein-like
OG0016166	Ag00001aa106444_T001	Late embryogenesis abundant
OG0016166	Ag00001aa129885_T002	Late embryogenesis abundant
OG0016166	Ag00001aa157044_T001	SMP domain-containing protein
OG0016166	Misin13G081600.1.v7.1	Late embryogenesis abundant protein D-34-like
OG0016166	PvWBCH1.6KG130100.1.v1.1	SMP domain-containing protein
OG0016166	PvWBCH1.6NG112900.1.v1.1	SMP domain-containing protein
OG0016204	PvWBCH1.8KG091300.1.v1.1	"Light-induced protein, chloroplastic"
OG0016205	Td00001aa012885_T001	NA
OG0016300	Td00001aa017572_T001	"Heat shock protein, mitochondrial"
OG0016318	Td00001aa028828_T001	Glycosyltransferase
OG0016334	Td00001aa004274_T001	Glutaredoxin
OG0016350	Sn00001aa046971_T001	Pi starvation-induced protein
OG0016449	Td00001aa015619_T001	Tobamovirus multiplication protein 2A
OG0016454	Ag00001aa023522_T001	"39 kDa EF-Hand containing protein, putative, expressed"
OG0016454	Sn00001aa002111_T004	"39 kDa EF-Hand containing protein, putative, expressed"
OG0016454	Td00001aa026590_T004	"39 kDa EF-Hand containing protein, putative, expressed"
OG0016457	PvWBCH1.9NG286200.1.v1.1	peptide-methionine (S)-S-oxide reductase
OG0016482	Ag00001aa008535_T002	Peroxidase
OG0016482	PvWBCH1.9KG329200.1.v1.1	Peroxidase
OG0016482	PvWBCH1.9NG317100.1.v1.1	Peroxidase
OG0016482	Td00001aa015308_T002	Peroxidase
OG0016503	PvWBCH1.9NG341500.1.v1.1	Co-chaperone protein p23
OG0016532	Td00001aa014847_T001	Receptor-like protein kinase FERONIA
OG0016578	Ag00001aa009716_T001	Small heat shock protein 26
OG0016578	Ag00001aa102742_T001	Small heat shock protein 26
OG0016578	Td00001aa014362_T001	"Heat shock protein, chloroplastic"
OG0016587	Td00001aa019447_T001	Peroxidase
OG0016748	PvWBCH1.4KG039800.1.v1.1	Esterase
OG0016748	PvWBCH1.4NG029400.1.v1.1	Esterase
OG0016748	Td00001aa037305_T002	Esterase
OG0016783	PvWBCH1.5NG112300.1.v1.1	Peroxidase
OG0016783	Sn00001aa042255_T001	Peroxidase
OG0016788	Misin06G101900.1.v7.1	Transcription factor Pur-alpha 1
OG0016788	PvWBCH1.5KG112700.1.v1.1	Transcription factor Pur-alpha 1
OG0016846	PvWBCH1.4KG036500.1.v1.1	Saposin B-type domain-containing protein
OG0016860	PvWBCH1.8KG094400.1.v1.1	NA
OG0016860	Td00001aa041092_T001	NA
OG0016916	Td00001aa005911_T002	Amidohydrolase-related domain-containing protein
OG0016973	Misin18G151700.1.v7.1	Reticulon-like protein (Fragment)
OG0016973	Sn00001aa080797_T001	Reticulon-like protein (Fragment)
OG0016974	Ag00001aa090489_T002	GDSL esterase/lipase
OG0016974	PvWBCH1.4NG138300.1.v1.1	GDSL esterase/lipase
OG0016974	Td00001aa017913_T001	GDSL esterase/lipase
OG0016991	Td00001aa018252_T001	"Protein TIC 21, chloroplastic"
OG0017005	PvWBCH1.4NG198100.1.v1.1	4-coumarate--CoA ligase
OG0017005	Td00001aa018430_T003	4-coumarate--CoA ligase
OG0017026	Misin07G150400.1.v7.1	ADP-ribosylation factor 1
OG0017026	PvWBCH1.6NG093300.1.v1.1	ADP-ribosylation factor 1
OG0017062	Ag00001aa092719_T001	MSP domain-containing protein
OG0017067	MisinT036500.1.v7.1	Tryptophan synthase
OG0017067	Sn00001aa060716_T002	Tryptophan synthase
OG0017172	Sn00001aa057719_T001	"RAB GTPASE A2A, ARABIDOPSIS RAB GTPASE A2A, RAB GTPase 11C"
OG0017177	PvWBCH1.3KG080800.1.v1.1	Cysteine proteinase
OG0017181	Misin17G023300.1.v7.1	ENTH domain-containing protein
OG0017216	PvWBCH1.3KG126400.1.v1.1	Early fruit mRNA
OG0017265	Td00001aa020613_T001	Transmembrane protein
OG0017278	PvWBCH1.3NG047700.1.v1.1	Glucuronoxylan 4-O-methyltransferase 1
OG0017343	PvWBCH1.3NG322100.1.v1.1	Germin-like protein 5-1
OG0017379	PvWBCH1.2KG138800.1.v1.1	monodehydroascorbate reductase (NADH)
OG0017439	Sn00001aa012896_T001	Peroxidase
OG0017500	PvWBCH1.2NG311200.1.v1.1	Beta-amylase
OG0017537	Td00001aa024012_T001	Transferring glycosyl group transferase
OG0017553	Ag00001aa027095_T003	Glutamate dehydrogenase
OG0017553	Td00001aa024392_T003	Glutamate dehydrogenase
OG0017654	Misin02G199600.1.v7.1	acetyl-CoA C-acyltransferase
OG0017688	Ag00001aa137998_T002	L-ascorbate peroxidase
OG0017690	Td00001aa029906_T001	Farnesylated protein 1
OG0017751	Td00001aa016026_T002	Cell division control protein 2 homolog 2
OG0017768	Td00001aa005500_T001	Glycine cleavage system H protein
OG0017836	Td00001aa037706_T001	Cysteine synthase
OG0017871	PvWBCH1.6NG124400.1.v1.1	NA
OG0017906	PvWBCH1.1NG215900.1.v1.1	Hydroxycinnamoyltransferase 1
OG0017969	Misin07G506600.1.v7.1	1-aminocyclopropane-1-carboxylate oxidase
OG0017969	Td00001aa003491_T001	1-aminocyclopropane-1-carboxylate oxidase 1
OG0017969	Td00001aa017626_T002	1-aminocyclopropane-1-carboxylate oxidase
OG0017995	PvWBCH1.1NG355800.1.v1.1	DUF6817 domain-containing protein (Fragment)
OG0018010	PvWBCH1.1NG094500.1.v1.1	Peroxidase
OG0018010	Sn00001aa053626_T001	Peroxidase
OG0018010	Td00001aa004993_T001	Peroxidase
OG0018028	Misin01G018500.1.v7.1	Galactokinase
OG0018028	PvWBCH1.9KG021600.1.v1.1	Galactokinase
OG0018053	Td00001aa009581_T001	Germin-like protein 1-1
OG0018059	Ag00001aa015322_T001	Peroxidase
OG0018059	Ag00001aa046278_T001	Peroxidase
OG0018134	Ag00001aa108211_T001	Peroxidase
OG0018210	Td00001aa008567_T001	Receptor-like serine/threonine-protein kinase
OG0018312	PvWBCH1.3KG338700.1.v1.1	Aminopeptidase
OG0018330	Misin01G502300.1.v7.1	Blue fluorescent1
OG0018330	Sn00001aa000144_T001	Blue fluorescent1
OG0018330	Sn00001aa011441_T001	Blue fluorescent1
OG0018349	PvWBCH1.6KG200500.1.v1.1	Transmembrane 9 superfamily member
OG0018363	PvWBCH1.6NG228400.1.v1.1	monodehydroascorbate reductase (NADH)
OG0018363	Td00001aa031973_T001	monodehydroascorbate reductase (NADH)
OG0018442	Td00001aa027778_T002	Calcium-dependent protein kinase
OG0018478	PvWBCH1.7KG291000.1.v1.1	Stem-specific protein TSJT1
OG0018478	Td00001aa011954_T001	Stem-specific protein TSJT1
OG0018543	Sn00001aa028066_T001	Ultraviolet-B receptor UVR8
OG0018545	PvWBCH1.7KG104200.1.v1.1	L-ascorbate peroxidase
OG0018642	Misin11G207200.1.v7.1	START domain-containing protein
OG0018713	PvWBCH1.7NG270400.1.v1.1	NADPH--cytochrome P450 reductase
OG0018718	Td00001aa011871_T001	Thioesterase domain-containing protein
OG0018759	Td00001aa022922_T003	Probable leucine-rich repeat receptor-like protein kinase At5g49770
OG0018765	PvWBCH1.3KG211600.1.v1.1	"glutamate-1-semialdehyde 2,1-aminomutase"
OG0018769	Td00001aa022834_T001	UspA domain-containing protein
OG0018783	PvWBCH1.3KG190900.1.v1.1	Heat shock protein 101
OG0018783	Td00001aa022640_T001	Heat shock protein 101
OG0018790	Sn00001aa055938_T001	Enoyl-CoA delta isomerase 3
OG0018835	PvWBCH1.9NG279200.1.v1.1	60S ribosomal export protein NMD3
OG0018850	PvWBCH1.9NG285000.1.v1.1	Serine/threonine-protein kinase SAPK3
OG0018858	Td00001aa018619_T001	Beta expansin 3
OG0018902	Ag00001aa023126_T001	Pathogenesis-related protein 1-21
OG0018907	Ag00001aa101737_T001	EF-hand domain-containing protein
OG0018910	Td00001aa015187_T005	Inter-alpha-trypsin inhibitor heavy chain-related
OG0018913	Td00001aa018756_T002	Sucrose synthase
OG0018931	Td00001aa018921_T001	Pyrrolidone-carboxylate peptidase
OG0018947	Sn00001aa010450_T001	hydroxyacylglutathione hydrolase
OG0019003	PvWBCH1.9NG449100.1.v1.1	Nodulin-related protein 1
OG0019021	Ag00001aa010183_T001	3-ketoacyl-CoA synthase
OG0019021	Misin02G454400.1.v7.1	3-ketoacyl-CoA synthase
OG0019021	Td00001aa013976_T001	3-ketoacyl-CoA synthase
OG0019032	Ag00001aa021483_T001	Probable histone H2A variant 1
OG0019032	PvWBCH1.9KG493100.1.v1.1	Probable histone H2A variant 1
OG0019133	Td00001aa037347_T001	Nucleosome assembly protein 1
OG0019193	PvWBCH1.5NG072800.1.v1.1	Galactose mutarotase N-terminal barrel domain-containing protein
OG0019214	Ag00001aa025656_T001	Peptidase A1 domain-containing protein
OG0019237	Misin19G056400.1.v7.1	Caffeoyl-CoA O-methyltransferase 2
OG0019237	Td00001aa035427_T001	Caffeoyl-CoA O-methyltransferase 2
OG0019301	Td00001aa036100_T001	BAHD acyltransferase DCR
OG0019331	Sn00001aa053988_T001	TATA-binding protein interacting (TIP20) domain-containing protein
OG0019355	Misin18G197900.1.v7.1	tryptophan synthase
OG0019417	Misin13G027300.1.v7.1	Nitrate transporter
OG0019419	Td00001aa038686_T001	Transcription factor MYBS3
OG0019460	Misin07G132100.1.v7.1	Polyphenol oxidase chloroplastic
OG0019544	Sn00001aa056484_T001	Tetraspanin-3
OG0019635	PvWBCH1.3KG115700.1.v1.1	DnaJ protein ERDJ3B
OG0019636	PvWBCH1.3KG115800.1.v1.1	Tubulin gamma chain
OG0019715	Td00001aa002742_T001	Xylanase inhibitor protein 1
OG0019839	Ag00001aa026466_T001	Glutathione S-transferase T1
OG0019855	Td00001aa024430_T001	FAS1 domain-containing protein
OG0019922	Td00001aa025516_T002	Methyltransferase
OG0019942	Misin01G210000.1.v7.1	Calcium ion binding
OG0019996	Td00001aa033405_T001	UspA domain-containing protein
OG0020022	Misin08G007700.1.v7.1	Carboxypeptidase
OG0020036	PvWBCH1.6KG127700.1.v1.1	4-coumarate--CoA ligase
OG0020036	Sn00001aa053936_T002	4-coumarate--CoA ligase
OG0020036	Td00001aa005444_T003	4-coumarate--CoA ligase
OG0020037	Td00001aa016203_T001	Ubiquitin fusion degradation protein
OG0020040	Td00001aa005268_T001	"Glucan endo-1,3-beta-D-glucosidase"
OG0020116	Misin08G161000.1.v7.1	Thioredoxin domain-containing protein
OG0020214	Td00001aa003331_T001	CobW C-terminal domain-containing protein
OG0020232	Td00001aa043199_T001	Cannabidiolic acid synthase-like
OG0020328	PvWBCH1.4KG243800.1.v1.1	L-ascorbate oxidase
OG0020328	Td00001aa026554_T001	SKU5 similar 4
OG0020359	Td00001aa007867_T002	Methanethiol oxidase
OG0020378	Td00001aa008628_T002	Mal d 1-associated protein
OG0020387	PvWBCH1.5KG283000.1.v1.1	Prenylcysteine oxidase / farnesylcysteine lyase
OG0020442	Ag00001aa006944_T001	NA
OG0020442	PvWBCH1.7KG234800.1.v1.1	Embryonic protein DC-8
OG0020455	Ag00001aa010523_T001	glutathione transferase
OG0020468	Td00001aa031551_T001	Phosphate-induced protein
OG0020497	Td00001aa036222_T002	Enoyl reductase (ER) domain-containing protein
OG0020508	Misin17G257700.1.v7.1	AAA+ ATPase domain-containing protein
OG0020515	PvWBCH1.3KG282400.1.v1.1	Peroxidase
OG0020546	PvWBCH1.4KG001600.1.v1.1	"homogentisate 1,2-dioxygenase"
OG0020553	PvWBCH1.9KG074200.1.v1.1	"Alpha-1,4 glucan phosphorylase"
OG0020681	Td00001aa010869_T003	Delta-1-pyrroline-5-carboxylate synthase
OG0020709	PvWBCH1.7NG142000.1.v1.1	Agmatine deiminase
OG0020716	Td00001aa028852_T001	"Protein TRIGALACTOSYLDIACYLGLYCEROL 1, chloroplastic"
OG0020723	Misin12G201000.1.v7.1	(S)-2-hydroxy-acid oxidase
OG0020736	Td00001aa028224_T001	"Beta-fructofuranosidase, insoluble isoenzyme 7"
OG0020806	Misin12G110200.1.v7.1	Bet v I/Major latex protein domain-containing protein
OG0020806	PvWBCH1.7KG131500.1.v1.1	Bet v I/Major latex protein domain-containing protein
OG0020806	Td00001aa029351_T001	Bet v I/Major latex protein domain-containing protein
OG0020832	Td00001aa003563_T002	RRM domain-containing protein
OG0020846	Td00001aa042603_T001	NA
OG0020878	Td00001aa022737_T001	GTP-binding protein RIC2
OG0020906	Ag00001aa023812_T001	SHSP domain-containing protein
OG0020952	Misin01G316300.1.v7.1	Clp R domain-containing protein
OG0020952	Sn00001aa001519_T001	Clp R domain-containing protein
OG0020952	Td00001aa018793_T002	Clp R domain-containing protein
OG0020982	PvWBCH1.9KG375900.1.v1.1	Sucrose synthase
OG0020982	Sn00001aa014328_T001	Sucrose synthase
OG0020982	Td00001aa014878_T002	Sucrose synthase
OG0021020	PvWBCH1.9KG450300.1.v1.1	Atypical receptor-like kinase MARK
OG0021020	Sn00001aa011082_T002	Atypical receptor-like kinase MARK
OG0021020	Td00001aa019499_T002	Inactive receptor kinase
OG0021020	Td00001aa019500_T002	Atypical receptor-like kinase MARK
OG0021021	Td00001aa014231_T001	X8 domain-containing protein
OG0021022	Ag00001aa009888_T001	Heat shock 70 kDa protein 8
OG0021022	Ag00001aa019017_T001	Heat shock 70 kDa protein 8
OG0021022	PvWBCH1.9NG442300.1.v1.1	Heat shock 70 kDa protein 8
OG0021022	Sn00001aa014825_T001	Heat shock 70 kDa protein 8
OG0021022	Td00001aa019508_T001	Heat shock 70 kDa protein 8
OG0021027	Td00001aa019565_T001	Metal transporter
OG0021080	Td00001aa025644_T004	"Cytochrome P450, family 86, subfamily B, polypeptide 1"
OG0021183	Misin03G213900.1.v7.1	chitinase
OG0021197	Td00001aa000125_T004	Beta-glucosidase 26
OG0021204	Sn00001aa043139_T003	Monocopper oxidase-like protein SKU5
OG0021215	Td00001aa005972_T003	Lipoxygenase
OG0021221	Td00001aa041145_T001	Small GTP binding protein Rab5
OG0021271	PvWBCH1.6NG158500.1.v1.1	12-oxophytodienoate reductase 3
OG0021271	Td00001aa032228_T002	12-oxophytodienoate reductase 3
OG0021310	PvWBCH1.4KG210900.1.v1.1	Glutaredoxin-dependent peroxiredoxin
OG0021328	Td00001aa026124_T002	Xyloglucan endotransglucosylase/hydrolase
OG0021347	Td00001aa032450_T002	MOB kinase activator-like 1A
OG0021366	PvWBCH1.6NG042500.1.v1.1	MSP domain-containing protein
OG0021369	Td00001aa032334_T001	X8 domain-containing protein
OG0021387	Sn00001aa050368_T002	Hcy-binding domain-containing protein
OG0021411	Sn00001aa014103_T002	Phospho-2-dehydro-3-deoxyheptonate aldolase
OG0021411	Td00001aa015117_T001	Phospho-2-dehydro-3-deoxyheptonate aldolase
OG0021482	Td00001aa030292_T001	Peroxidase
OG0021543	PvWBCH1.9KG381100.1.v1.1	"phosphoglycerate mutase (2,3-diphosphoglycerate-independent)"
OG0021543	PvWBCH1.9NG371600.1.v1.1	"phosphoglycerate mutase (2,3-diphosphoglycerate-independent)"
OG0021543	Sn00001aa001175_T001	"phosphoglycerate mutase (2,3-diphosphoglycerate-independent)"
OG0021543	Sn00001aa010461_T001	"phosphoglycerate mutase (2,3-diphosphoglycerate-independent)"
OG0021544	Ag00001aa019936_T001	"Quinone-oxidoreductase homolog, chloroplastic"
OG0021560	Td00001aa039218_T001	Selenium binding
OG0021580	PvWBCH1.3KG054000.1.v1.1	Glutathione transferase
OG0021580	PvWBCH1.3NG049700.1.v1.1	Glutathione transferase
OG0021706	Misin04G126800.1.v7.1	Inosine/uridine-preferring nucleoside hydrolase domain-containing protein
OG0021725	Td00001aa001700_T002	Tetraspanin-8
OG0021785	Td00001aa024225_T002	Trichome birefringence-like N-terminal domain-containing protein
OG0021805	Misin01G106600.1.v7.1	Luminal-binding protein
OG0021862	Td00001aa023670_T002	Subtilisin-like protease
OG0021867	Misin05G014300.1.v7.1	Ras-related protein Rab7
OG0021867	Td00001aa008860_T001	Ras-related protein Rab7
OG0021874	MisinT206400.1.v7.1	galactinol--sucrose galactosyltransferase
OG0021874	PvWBCH1.5KG046700.1.v1.1	galactinol--sucrose galactosyltransferase
OG0021930	Td00001aa006364_T001	PHD finger protein ALFIN-LIKE
OG0021955	Td00001aa004721_T002	"1,4-alpha-glucan branching enzyme"
OG0022016	Ag00001aa031593_T001	DUF6817 domain-containing protein (Fragment)
OG0022089	PvWBCH1.4KG161300.1.v1.1	DJ-1/PfpI domain-containing protein
OG0022089	PvWBCH1.4NG138000.1.v1.1	DJ-1/PfpI domain-containing protein
OG0022194	Misin16G248000.1.v7.1	Water stress and hypersensitive response domain-containing protein
OG0022194	PvWBCH1.3KG148200.1.v1.1	Water stress and hypersensitive response domain-containing protein
OG0022195	Sn00001aa100959_T001	Glucose-1-phosphate adenylyltransferase
OG0022338	Td00001aa029482_T001	OBP3-responsive gene 4
OG0022344	Td00001aa029258_T001	peptide-methionine (S)-S-oxide reductase
OG0022377	Misin09G141100.1.v7.1	NADH-ubiquinone reductase complex 1 MLRQ subunit
OG0022377	PvWBCH1.8KG137800.1.v1.1	NA
OG0022407	Ag00001aa053088_T001	ATP-dependent 6-phosphofructokinase 2
OG0022407	PvWBCH1.7KG134800.1.v1.1	ATP-dependent 6-phosphofructokinase 2
OG0022407	Sn00001aa030610_T001	ATP-dependent 6-phosphofructokinase 2
OG0022407	Td00001aa012809_T001	ATP-dependent 6-phosphofructokinase 2
OG0022454	Misin17G173700.1.v7.1	Aminotransferase class-III
OG0022470	Ag00001aa064944_T001	Late embryogenesis abundant protein 3
OG0022470	Ag00001aa069574_T002	Late embryogenesis abundant protein 3
OG0022470	Ag00001aa111933_T001	Late embryogenesis abundant protein 3
OG0022470	Misin17G219700.1.v7.1	NA
OG0022470	PvWBCH1.3KG178100.1.v1.1	Late embryogenesis abundant protein 3
OG0022470	PvWBCH1.3NG170900.1.v1.1	Late embryogenesis abundant protein 3
OG0022470	Sn00001aa056018_T001	ABA-inducible protein PHV A1
OG0022470	Td00001aa022594_T002	"Late embryogenesis abundant protein, group 3"
OG0022523	Td00001aa015104_T001	NA
OG0022555	PvWBCH1.9KG452300.1.v1.1	Hexose transporter
OG0022613	PvWBCH1.9KG191900.1.v1.1	Fe2OG dioxygenase domain-containing protein
OG0022616	Misin01G122900.1.v7.1	Nitrate transporter
OG0022616	PvWBCH1.9KG121800.1.v1.1	Nitrate transporter
OG0022616	Td00001aa025021_T003	Nitrate transporter
OG0022704	Ag00001aa012571_T001	Aconitate hydratase
OG0022704	Td00001aa021652_T001	Aconitate hydratase
OG0022793	PvWBCH1.4KG235200.1.v1.1	Vacuolar-sorting receptor 6
OG0022880	Misin01G380100.1.v7.1	"Enoyl-CoA hydratase/isomerase family protein, expressed"
OG0022918	Td00001aa030489_T001	"NifU-like protein 4, mitochondrial"
OG0022996	Td00001aa015624_T001	Pyruvate kinase
OG0023022	Td00001aa027623_T001	Allene oxide synthase
OG0023177	Td00001aa027593_T001	DM2 domain-containing protein
OG0023272	Misin08G045800.1.v7.1	SNF1-related protein kinase regulatory subunit gamma-like PV42a
OG0023522	PvWBCH1.9KG158400.1.v1.1	Subtilisin-like protease
OG0023522	PvWBCH1.9NG155100.1.v1.1	Subtilisin-like protease
OG0023544	Sn00001aa029587_T002	DJ-1 homolog D
OG0023556	Td00001aa029010_T001	"Protein RETICULATA, chloroplastic"
OG0023572	PvWBCH1.7NG099500.1.v1.1	"1,4-alpha-glucan branching enzyme"
OG0023572	Td00001aa029686_T003	"1,4-alpha-glucan branching enzyme"
OG0023602	Misin09G173300.1.v7.1	NA
OG0023602	Misin10G188700.1.v7.1	14-3-3 domain-containing protein
OG0023666	Td00001aa029103_T003	NADP-dependent oxidoreductase domain-containing protein
OG0023680	Td00001aa017416_T001	Peptidase A1 domain-containing protein
OG0023730	Ag00001aa008378_T001	glutathione transferase
OG0023753	Misin01G418600.1.v7.1	Senescence domain-containing protein
OG0023753	PvWBCH1.9KG437600.1.v1.1	Senescence domain-containing protein
OG0023754	PvWBCH1.9KG439300.1.v1.1	Purple acid phosphatase
OG0023776	Td00001aa033616_T002	1-aminocyclopropane-1-carboxylate oxidase
OG0023941	Sn00001aa099345_T002	Protein HEAT-STRESS-ASSOCIATED 32
OG0023941	Td00001aa026443_T002	Protein HEAT-STRESS-ASSOCIATED 32
OG0023978	Td00001aa009603_T001	Aspartic proteinase
OG0023989	Td00001aa011790_T001	Microtubule-associated protein 70-2
OG0024018	Td00001aa010582_T001	Lysosomal Pro-X carboxypeptidase
OG0024024	Ag00001aa106500_T001	12-oxophytodienoate reductase 1
OG0024036	Ag00001aa127536_T001	transketolase
OG0024036	PvWBCH1.7NG050900.1.v1.1	transketolase
OG0024036	Sn00001aa082341_T001	transketolase
OG0024057	Td00001aa018057_T003	Beta-galactosidase 4
OG0024297	Sn00001aa023974_T001	Dipeptidylpeptidase IV N-terminal domain-containing protein
OG0024297	Td00001aa027912_T001	Dipeptidylpeptidase IV N-terminal domain-containing protein
OG0024301	PvWBCH1.9KG020900.1.v1.1	AB hydrolase-1 domain-containing protein
OG0024318	Ag00001aa027609_T001	NA
OG0024318	Td00001aa027412_T001	Dehydrin
OG0024384	Sn00001aa035637_T001	Golgi apparatus membrane protein TVP15
OG0024584	Td00001aa008789_T014	Glutamate carboxypeptidase 2
OG0024802	PvWBCH1.3KG138400.1.v1.1	Nucleoside diphosphate kinase
OG0024802	PvWBCH1.3NG130600.1.v1.1	Nucleoside diphosphate kinase
OG0024817	Misin18G109800.1.v7.1	Pyruvate dehydrogenase E1 component subunit alpha
OG0024817	PvWBCH1.4KG085600.1.v1.1	Pyruvate dehydrogenase E1 component subunit alpha
OG0024817	PvWBCH1.4NG073500.1.v1.1	Pyruvate dehydrogenase E1 component subunit alpha
OG0024817	Td00001aa036836_T001	Pyruvate dehydrogenase E1 component subunit alpha
OG0024848	Sn00001aa042093_T001	UDP-glucuronate decarboxylase
OG0025004	Ag00001aa102138_T001	Alanine-glyoxylate aminotransferase
OG0025011	Td00001aa022732_T002	Globin domain-containing protein
OG0025082	Td00001aa039340_T001	Abscisic stress ripening
OG0025089	PvWBCH1.9KG395300.1.v1.1	"Outer envelope pore protein 16-2, chloroplastic"
OG0025089	Sn00001aa014488_T001	"Outer envelope pore protein 16-2, chloroplastic"
OG0025315	PvWBCH1.9KG134700.1.v1.1	VOC domain-containing protein
OG0025315	PvWBCH1.9NG133300.1.v1.1	VOC domain-containing protein
OG0025357	Ag00001aa107539_T001	rRNA N-glycosylase
OG0025357	Ag00001aa116892_T001	rRNA N-glycosylase
OG0025362	Misin03G046400.1.v7.1	tryptophan synthase
OG0025413	PvWBCH1.1NG098700.1.v1.1	Sodium/calcium exchanger family protein / calcium-binding EF hand family protein
OG0025808	PvWBCH1.8KG139700.1.v1.1	Xyloglucan endotransglucosylase/hydrolase
OG0025808	Td00001aa042095_T001	Xyloglucan endotransglucosylase/hydrolase
OG0025930	Td00001aa027099_T001	Fe2OG dioxygenase domain-containing protein
OG0025960	Td00001aa002186_T003	"Short-chain dehydrogenase TIC 32, chloroplastic"
OG0026292	Ag00001aa076340_T001	NA
OG0026582	Td00001aa002372_T002	"Starch synthase, chloroplastic/amyloplastic"
OG0026667	Td00001aa006273_T001	Phytase
OG0026755	PvWBCH1.3NG389900.1.v1.1	CP-type G domain-containing protein
OG0026957	PvWBCH1.9KG328200.1.v1.1	"Pyruvate, phosphate dikinase"
OG0026987	PvWBCH1.3KG355300.1.v1.1	9beta-hydroxy-syn-pimar-15-ene synthase
OG0026991	PvWBCH1.4KG166000.1.v1.1	FAD-binding PCMH-type domain-containing protein
OG0028054	Td00001aa012628_T001	Aromatic amino acid beta-eliminating lyase/threonine aldolase domain-containing protein
OG0028138	PvWBCH1.9NG437100.1.v1.1	Lecithin-cholesterol acyltransferase-like 1
OG0029632	PvWBCH1.2NG099200.1.v1.1	12-oxophytodienoate reductase 1
OG0029692	PvWBCH1.9KG334500.1.v1.1	Glycosyltransferase
OG0032047	PvWBCH1.6KG147500.1.v1.1	L-gulonolactone oxidase
OG0032943	Misin08G052900.1.v7.1	Tubulin/FtsZ GTPase domain-containing protein
OG0033092	Ag00001aa146322_T001	WIBG Mago-binding domain-containing protein
OG0034881	Misin02G051900.1.v7.1	Alpha tubulin (Fragment)
OG0035043	Td00001aa033634_T001	Fungal lipase-type domain-containing protein
OG0035217	Td00001aa005179_T001	FAD-binding PCMH-type domain-containing protein
OG0035352	Misin12G270100.1.v7.1	DJ-1 homolog D
OG0035880	PvWBCH1.6NG115600.1.v1.1	Glycosyltransferase
OG0035897	Td00001aa034417_T002	Indole-2-monooxygenase
OG0037012	Td00001aa034501_T001	O-methyltransferase 2
OG0037479	Td00001aa038053_T001	"Starch synthase, chloroplastic/amyloplastic"
OG0038035	Ag00001aa143464_T001	NA
OG0038518	Ag00001aa040607_T001	NA
OG0039078	Misin12G096700.1.v7.1	NADP-dependent oxidoreductase domain-containing protein
OG0039451	Ag00001aa051029_T001	Aquaporin
OG0040618	Ag00001aa083729_T005	glycerophosphodiester phosphodiesterase
OG0041136	Ag00001aa099855_T001	Preproricin (Fragment)
OG0042291	Misin01G050700.1.v7.1	"Stem-specific protein TSJT1, putative, expressed"
