orthogroup	protein_id	description
OG0019899	Td00001aa025345_T002	WIYLD domain-containing protein
OG0003376	Td00001aa025346_T001	WIYLD domain-containing protein
OG0019900	Td00001aa025347_T001	UDP-glucose 6-dehydrogenase 3
OG0019901	Td00001aa025349_T002	glycerophosphodiester phosphodiesterase
OG0021820	Td00001aa025350_T001	Mitochondrial import receptor subunit TOM5 homolog
OG0021821	Td00001aa025351_T001	"Fructokinase-like 2, chloroplastic"
OG0014959	Td00001aa025352_T001	Brassinosteroid-6-oxidase
OG0012164	Td00001aa025354_T002	CVC domain-containing protein
OG0050391	Td00001aa025355_T001	Presenilin
OG0001057	Td00001aa025356_T001	(+)-delta-cadinene synthase isozyme C2
OG0012165	Td00001aa025357_T001	UDP-arabinopyranose mutase
OG0018445	Td00001aa025359_T001	Ultraviolet-B receptor UVR8
OG0021822	Td00001aa025360_T002	DSBA-like thioredoxin domain-containing protein
OG0019902	Td00001aa025361_T001	RING-type domain-containing protein
OG0017619	Td00001aa025362_T001	UspA domain-containing protein
OG0019903	Td00001aa025363_T001	Nucleolar protein 14
OG0022224	Td00001aa025364_T001	ACT domain-containing protein ACR
OG0000502	Td00001aa025366_T001	Scarecrow-like protein 9
OG0002394	Td00001aa025367_T001	Isoaspartyl peptidase/L-asparaginase
OG0009428	Td00001aa025368_T001	DEK-C domain-containing protein
OG0003377	Td00001aa025369_T001	Transcription factor jumonji (JmjC) domain-containing protein
OG0019904	Td00001aa025370_T001	DEK-C domain-containing protein
OG0012169	Td00001aa025373_T001	Nuclear inhibitor of protein phosphatase 1
OG0000699	Td00001aa025374_T003	Ent-cassadiene C2-hydroxylase
OG0019905	Td00001aa025375_T001	BZIP domain-containing protein
OG0012168	Td00001aa025376_T001	Transmembrane protein
OG0012167	Td00001aa025377_T001	Acyl carrier protein
OG0014960	Td00001aa025378_T002	Factor of DNA methylation 1-5/IDN2 domain-containing protein
OG0000769	Td00001aa025379_T001	TRASH domain-containing protein
OG0000699	Td00001aa025380_T001	Ent-cassadiene C2-hydroxylase
OG0000856	Td00001aa025381_T001	"mTERF domain-containing protein 1, mitochondrial"
OG0007144	Td00001aa025382_T001	"Chlorophyll a-b binding protein, chloroplastic"
OG0012171	Td00001aa025383_T001	CP-type G domain-containing protein
OG0001659	Td00001aa025386_T002	Ribosomal protein L10e/L16 domain-containing protein
OG0001777	Td00001aa025387_T001	F-box domain containing protein
OG0017620	Td00001aa025390_T001	Kinesin motor domain-containing protein
OG0032943	Td00001aa025391_T001	Fusarium oxysporum f. sp. dianthi isolate Fod 1 beta-tubulin protein (Fragment)
OG0019907	Td00001aa025392_T002	cytokinin riboside 5'-monophosphate phosphoribohydrolase
OG0019906	Td00001aa025393_T001	Inositol-1-monophosphatase
OG0017621	Td00001aa025394_T004	DNA-binding protein SMUBP-2 isoform X1
OG0009429	Td00001aa025395_T003	Lysine--tRNA ligase
OG0014961	Td00001aa025396_T001	Ribosomal protein S19
OG0022225	Td00001aa025397_T003	Paladin
OG0030019	Td00001aa025398_T001	pyridoxal 5'-phosphate synthase
OG0001837	Td00001aa025399_T001	"DNA-directed RNA polymerases II, IV and V subunit 6A"
OG0007147	Td00001aa025400_T001	Post-illumination chlorophyll fluorescence increase
OG0003387	Td00001aa025402_T001	Coatomer subunit beta-1
OG0023199	Td00001aa025403_T003	Nucleotide-diphospho-sugar transferase domain-containing protein
OG0012173	Td00001aa025404_T001	Dof zinc finger protein
OG0024328	Td00001aa025405_T002	Alpha-soluble NSF attachment protein
OG0007148	Td00001aa025406_T001	Peroxisomal membrane protein 2
OG0007149	Td00001aa025407_T001	Calmodulin-binding domain-containing protein
OG0012175	Td00001aa025408_T003	Secretory carrier-associated membrane protein
OG0002104	Td00001aa025410_T001	11-beta-hydroxysteroid dehydrogenase 1B
OG0017623	Td00001aa025411_T001	Translation initiation factor IF-2 like
OG0005413	Td00001aa025412_T001	"BTB/POZ domain containing protein, expressed"
OG0014963	Td00001aa025413_T001	QWRF motif-containing protein 3
OG0012176	Td00001aa025414_T001	Anther-specific proline-rich protein APG
OG0015966	Td00001aa025416_T001	"Membrane metalloprotease ARASP, chloroplastic"
OG0009431	Td00001aa025417_T001	Transcription factor MYB101
OG0000319	Td00001aa025418_T001	MBD domain-containing protein
OG0019908	Td00001aa025420_T001	Potassium transporter
OG0019909	Td00001aa025421_T003	Potassium transporter
OG0023524	Td00001aa025422_T006	Potassium transporter
OG0017624	Td00001aa025423_T007	Potassium transporter
OG0019910	Td00001aa025424_T001	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase
OG0019911	Td00001aa025425_T001	Putative disease resistance protein RGA3
OG0000010	Td00001aa025428_T001	CCHC-type domain-containing protein
OG0013350	Td00001aa025429_T004	Protein DETOXIFICATION
OG0050393	Td00001aa025430_T003	Protein DETOXIFICATION
OG0005414	Td00001aa025431_T001	Polyadenylate-binding protein RBP45
OG0003378	Td00001aa025433_T001	ATP binding protein
OG0002105	Td00001aa025434_T002	Vesicle transport protein SEC20
OG0010598	Td00001aa025436_T002	Purple acid phosphatase
OG0024136	Td00001aa025437_T002	4-coumarate--CoA ligase
OG0019913	Td00001aa025438_T001	Protein FATTY ACID EXPORT 5
OG0007150	Td00001aa025440_T001	Molybdate transporter 1
OG0020588	Td00001aa025441_T001	Rx N-terminal domain-containing protein
OG0009433	Td00001aa025442_T001	Hexuronic acid methyltransferase
OG0003380	Td00001aa025443_T001	HTH La-type RNA-binding domain-containing protein
OG0050395	Td00001aa025444_T001	Tobamovirus multiplication protein 1
OG0007152	Td00001aa025445_T001	Pentatricopeptide repeat-containing protein
OG0012178	Td00001aa025446_T001	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3B
OG0017626	Td00001aa025447_T001	Gnk2 domain-containing protein
OG0018447	Td00001aa025448_T001	DUF952 domain-containing protein
OG0050397	Td00001aa025451_T001	Telomeric single stranded DNA binding POT1/Cdc13 domain-containing protein
OG0012179	Td00001aa025452_T001	Peroxidase
OG0020561	Td00001aa025454_T001	Peroxidase
OG0002555	Td00001aa025455_T001	L-gulonolactone oxidase
OG0012181	Td00001aa025457_T002	non-specific serine/threonine protein kinase
OG0007153	Td00001aa025459_T001	Hexose transporter (Fragment)
OG0005416	Td00001aa025460_T001	Glycine-rich cell wall structural protein 1
OG0004184	Td00001aa025461_T003	"Endonuclease/Exonuclease/phosphatase family protein, expressed"
OG0019915	Td00001aa025464_T001	Auxin responsive protein
OG0022226	Td00001aa025465_T001	"30S ribosomal protein S5, chloroplastic"
OG0009435	Td00001aa025467_T001	Auxin-repressed protein
OG0017628	Td00001aa025468_T002	"Sodium/metabolite cotransporter BASS1, chloroplastic"
OG0000131	Td00001aa025469_T001	Reverse transcriptase zinc-binding domain-containing protein
OG0019917	Td00001aa025470_T002	E3 ubiquitin-protein ligase RING1a
OG0023525	Td00001aa025471_T001	Serine incorporator
OG0018448	Td00001aa025475_T001	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein
OG0012182	Td00001aa025476_T004	Mitochondrial arginine transporter BAC1
OG0013285	Td00001aa025477_T001	DUF295 domain-containing protein
OG0020562	Td00001aa025478_T001	Mitochondrial import inner membrane translocase subunit TIM23
OG0000894	Td00001aa025479_T002	Molybdate-anion transporter
OG0012183	Td00001aa025481_T001	"ATPase, AAA family protein, expressed"
OG0005418	Td00001aa025482_T002	ERCC1-like central domain-containing protein
OG0014969	Td00001aa025483_T008	Protein kinase domain-containing protein
OG0009438	Td00001aa025485_T001	Tetratricopeptide repeat (TPR)-like superfamily protein
OG0007154	Td00001aa025486_T001	Cytochrome b5 heme-binding domain-containing protein
OG0050403	Td00001aa025487_T001	Putative rab-GTPase-TBC domain-containing protein
OG0004185	Td00001aa025488_T001	DUF538 domain-containing protein
OG0000011	Td00001aa025489_T001	"Transposase, Ptta/En/Spm, plant"
OG0002396	Td00001aa025490_T001	"Heat shock 70 kDa protein, mitochondrial"
OG0017309	Td00001aa025491_T001	No apical meristem-associated C-terminal domain-containing protein
OG0012185	Td00001aa025492_T002	Methionine gamma-lyase
OG0012186	Td00001aa025493_T002	Knottin scorpion toxin-like domain-containing protein
OG0013351	Td00001aa025494_T001	Knottin scorpion toxin-like domain-containing protein
OG0019919	Td00001aa025495_T006	Sphingoid long-chain bases kinase 1
OG0016683	Td00001aa025496_T001	"Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe"
OG0009439	Td00001aa025497_T002	Trihelix transcription factor GT-2
OG0012188	Td00001aa025498_T002	Electron transfer flavoprotein-ubiquinone oxidoreductase
OG0010599	Td00001aa025500_T001	Receptor protein kinase CRINKLY4
OG0001483	Td00001aa025501_T001	Cytochrome P450 family 87 subfamily A polypeptide 6
OG0014970	Td00001aa025502_T001	Cytochrome P450 family 87 subfamily A polypeptide 6
OG0005419	Td00001aa025503_T001	DUF632 domain-containing protein
OG0000709	Td00001aa025504_T001	CCHC-type domain-containing protein (Fragment)
OG0017629	Td00001aa025505_T001	Aquaporin
OG0003381	Td00001aa025508_T001	Kinesin-like protein KIN-7D mitochondrial
OG0005420	Td00001aa025509_T002	SH3 domain-containing protein
OG0008114	Td00001aa025510_T002	Ferulate 5-hydroxylase
OG0019920	Td00001aa025511_T001	Transmembrane and coiled-coil domain-containing protein 4
OG0009440	Td00001aa025512_T001	Zinc finger CCCH domain-containing protein 44
OG0019921	Td00001aa025513_T002	Prolyl carboxypeptidase like protein
OG0017630	Td00001aa025514_T001	Protein kinase domain-containing protein
OG0012189	Td00001aa025515_T001	Auxin-responsive protein SAUR32
OG0019922	Td00001aa025516_T002	Methyltransferase
OG0019923	Td00001aa025518_T001	PORR domain-containing protein
OG0021827	Td00001aa025520_T001	DUF241 domain-containing protein
OG0000012	Td00001aa025521_T001	Actin
OG0012190	Td00001aa025527_T001	Protein RESPONSE TO LOW SULFUR 4
OG0002106	Td00001aa025528_T001	F-box domain containing protein
OG0002106	Td00001aa025529_T001	F-box domain containing protein
OG0002106	Td00001aa025530_T001	F-box domain containing protein
OG0009442	Td00001aa025532_T001	Ripening-related protein-like
OG0005422	Td00001aa025533_T001	Protein jagunal homolog 1
OG0005423	Td00001aa025534_T001	Tubulin-specific chaperone D
OG0001220	Td00001aa025536_T001	Putative jumonji-like transcription factor family protein
OG0005424	Td00001aa025537_T001	Methionine aminopeptidase
OG0018502	Td00001aa025538_T001	Aspergillus nuclease S1
OG0005425	Td00001aa025539_T001	C2C2-YABBY-transcription factor 12
OG0013352	Td00001aa025540_T001	DUF641 domain-containing protein
OG0019924	Td00001aa025541_T001	Monocopper oxidase-like protein SKU5
OG0022227	Td00001aa025542_T003	Chaperone protein dnaJ 13
OG0018449	Td00001aa025543_T001	Transforming growth factor beta receptor type 3
OG0005427	Td00001aa025545_T003	MSP domain-containing protein
OG0009443	Td00001aa025546_T001	CBF1-interacting co-repressor CIR N-terminal domain-containing protein
OG0012192	Td00001aa025547_T001	Putative disease resistance protein RGA3
OG0014974	Td00001aa025548_T001	SET domain-containing protein
OG0050407	Td00001aa025549_T001	Heavy metal-associated isoprenylated plant protein 39
OG0007155	Td00001aa025550_T001	Pentacotripeptide-repeat region of PRORP domain-containing protein
OG0009444	Td00001aa025551_T001	Low-temperature-induced 65 kDa protein
OG0007156	Td00001aa025552_T001	Myosin heavy chain-related protein
OG0019925	Td00001aa025553_T003	Putative ascorbate-specific transmembrane electron transporter 1
OG0021828	Td00001aa025555_T001	Remorin C-terminal domain-containing protein
OG0023526	Td00001aa025556_T002	DEAD-box ATP-dependent RNA helicase 8
OG0023203	Td00001aa025557_T001	Tetraspanin-10
OG0005428	Td00001aa025558_T001	Benzyl alcohol O-benzoyltransferase
OG0015968	Td00001aa025559_T001	Folylpolyglutamate synthase
OG0019077	Td00001aa025561_T001	F-box/LRR-repeat protein At3g48880
OG0004186	Td00001aa025562_T002	Membrane steroid-binding protein 1
OG0021829	Td00001aa025563_T002	Membrane steroid-binding protein 1
OG0001326	Td00001aa025564_T001	"Glutamyl-tRNA reductase, chloroplastic"
OG0009446	Td00001aa025567_T001	Transmembrane protein
OG0050409	Td00001aa025568_T002	"Thylakoid lumenal 17.4 kDa protein, chloroplastic"
OG0002398	Td00001aa025569_T001	Tetratricopeptide repeat (TPR)-like superfamily protein
OG0009447	Td00001aa025570_T002	Calcium uniporter protein
OG0004188	Td00001aa025572_T001	Phosphatidylinositol 4-phosphate 5-kinase
OG0007157	Td00001aa025573_T001	Pentacotripeptide-repeat region of PRORP domain-containing protein
OG0004189	Td00001aa025574_T001	Formin-like protein 4
OG0003058	Td00001aa025575_T001	Monothiol glutaredoxin-S11
OG0021081	Td00001aa025577_T001	RING/U-box superfamily protein
OG0013353	Td00001aa025579_T001	GNAT domain
OG0005429	Td00001aa025580_T004	E3 ubiquitin-protein ligase AIRP2
OG0009448	Td00001aa025581_T001	Protein NEOXANTHIN-DEFICIENT 1
OG0000575	Td00001aa025584_T001	Myb/SANT-like domain-containing protein
OG0005430	Td00001aa025585_T001	CBS domain-containing protein
OG0034829	Td00001aa025586_T001	"Transposon protein, putative, CACTA, En/Spm sub-class, expressed"
OG0017631	Td00001aa025587_T001	Microtubule-associated protein RP/EB family member 1C
OG0023527	Td00001aa025588_T001	Trafficking protein particle complex subunit 13
OG0023204	Td00001aa025589_T003	Mediator of RNA polymerase II transcription subunit 16
OG0000648	Td00001aa025590_T002	Bifunctional epoxide hydrolase 2-like
OG0012559	Td00001aa025591_T001	RING-Gid-type domain-containing protein
OG0021830	Td00001aa025592_T002	LanC-like protein 2
OG0022613	Td00001aa025593_T004	Fe2OG dioxygenase domain-containing protein
OG0021831	Td00001aa025594_T001	1-acyl-sn-glycerol-3-phosphate acyltransferase
OG0012195	Td00001aa025595_T002	Wings apart-like protein C-terminal domain-containing protein
OG0007158	Td00001aa025596_T001	NADPH-protochlorophyllide oxidoreductase
OG0014975	Td00001aa025597_T001	Dof zinc finger protein
OG0009449	Td00001aa025598_T001	Fiber protein Fb34
OG0012197	Td00001aa025600_T001	Hexosyltransferase
OG0002801	Td00001aa025601_T002	Succinate dehydrogenase subunit 3
OG0012198	Td00001aa025602_T002	BRO1 domain-containing protein
OG0009450	Td00001aa025603_T001	K Homology domain-containing protein
OG0017633	Td00001aa025604_T006	Katanin p80 WD40 repeat-containing subunit B1 homolog
OG0012199	Td00001aa025605_T001	RING-type E3 ubiquitin transferase
OG0009451	Td00001aa025606_T003	ABC transporter domain-containing protein
OG0015969	Td00001aa025607_T004	DUF789 domain-containing protein
OG0017634	Td00001aa025608_T002	WAT1-related protein chloroplastic
OG0014976	Td00001aa025609_T002	Alpha-galactosidase
OG0023205	Td00001aa025610_T006	Alpha-galactosidase
OG0019076	Td00001aa025611_T002	Acyl-carrier-protein phosphodiesterase PptH-like isoform X1
OG0015970	Td00001aa025612_T001	Aquaporin TIP3-2
OG0009453	Td00001aa025613_T001	Probable leucine-rich repeat receptor-like protein kinase At1g68400
OG0023778	Td00001aa025615_T001	Chloroplast inner envelope protein
OG0014977	Td00001aa025616_T001	Putative ubiquitin/60s ribosomal protein l40 fusion
OG0019927	Td00001aa025617_T002	G-patch domain-containing protein
OG0023206	Td00001aa025618_T001	Basic secretory protease
OG0024811	Td00001aa025619_T001	Basic secretory protease
OG0009454	Td00001aa025621_T001	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein
OG0023207	Td00001aa025622_T002	CDT1-like protein a chloroplastic
OG0019928	Td00001aa025623_T001	Ripening-related protein 5
OG0002048	Td00001aa025625_T001	Scarecrow-like protein 30
OG0031519	Td00001aa025626_T001	Ripening-related protein 6
OG0000857	Td00001aa025627_T001	Putative ripening-related protein 7
OG0000857	Td00001aa025628_T001	Ripening-related protein 6
OG0000700	Td00001aa025629_T001	Ripening-related protein 6
OG0017636	Td00001aa025630_T001	DNA ligase
OG0009455	Td00001aa025631_T005	Protein arginine N-methyltransferase 6
OG0012200	Td00001aa025632_T001	GRAM domain-containing protein
OG0012201	Td00001aa025633_T001	Myosin-2 heavy chain
OG0021832	Td00001aa025636_T001	Vacuolar protein sorting-associated protein 52 A
OG0012203	Td00001aa025637_T001	RING-type E3 ubiquitin transferase
OG0014979	Td00001aa025638_T001	Prefoldin subunit 5
OG0000193	Td00001aa025641_T001	Reverse transcriptase zinc-binding domain-containing protein
OG0002354	Td00001aa025643_T001	C2H2-type domain-containing protein
OG0021080	Td00001aa025644_T004	Cytochrome P450 family 86 subfamily B polypeptide 1 isoform 1
OG0019930	Td00001aa025645_T001	HD domain-containing protein
OG0021833	Td00001aa025647_T001	Oleosin
OG0023529	Td00001aa025650_T001	Endoribonuclease Dicer b
OG0017639	Td00001aa025651_T001	LysM domain-containing protein
OG0012204	Td00001aa025652_T007	"Protein EXECUTER 1, chloroplastic"
OG0032641	Td00001aa025653_T001	Reverse transcriptase zinc-binding domain-containing protein
OG0014980	Td00001aa025654_T001	Pentacotripeptide-repeat region of PRORP domain-containing protein
OG0020564	Td00001aa025655_T001	Type III polyketide synthase A
OG0012205	Td00001aa025656_T001	Syndecan
OG0005400	Td00001aa025658_T001	Far-red impaired responsive (FAR1) family protein
OG0017641	Td00001aa025659_T001	cytokinin dehydrogenase
OG0002107	Td00001aa025662_T004	threonine--tRNA ligase
OG0012206	Td00001aa025663_T001	Nascent polypeptide-associated complex subunit beta
OG0017642	Td00001aa025664_T002	DEP domain-containing protein
OG0014982	Td00001aa025665_T002	Flotillin-like protein 2
OG0012207	Td00001aa025667_T003	E3 ubiquitin-protein ligase MARCH6
OG0017643	Td00001aa025668_T001	MICOS complex subunit MIC10
OG0019934	Td00001aa025670_T001	Senescence regulator
OG0005431	Td00001aa025671_T001	Double-stranded RNA-binding protein 6
OG0001485	Td00001aa025672_T003	Homeobox-leucine zipper protein HOX10
OG0014983	Td00001aa025673_T001	Auxin response factor
OG0021836	Td00001aa025674_T002	Protein ENHANCED DISEASE RESISTANCE 2-like
OG0014984	Td00001aa025676_T001	Sugar phosphate transporter domain-containing protein
OG0015972	Td00001aa025677_T001	Mitochondrial import inner membrane translocase subunit Tim16
OG0014985	Td00001aa025679_T001	Membrane-associated salt-inducible protein
OG0050416	Td00001aa025680_T001	phosphoribosylanthranilate isomerase
OG0001486	Td00001aa025682_T001	MATH domain-containing protein
OG0017645	Td00001aa025683_T002	MATH domain-containing protein
OG0007159	Td00001aa025684_T001	Transmembrane protein
OG0014986	Td00001aa025685_T001	Transcription factor MYB4
OG0005432	Td00001aa025687_T001	Malate dehydrogenase
OG0050418	Td00001aa025688_T001	Putative inactive nicotinamidase
OG0012209	Td00001aa025690_T001	ALOG domain-containing protein
OG0009458	Td00001aa025691_T002	Transportin MOS14
OG0009459	Td00001aa025692_T001	DYW domain-containing protein
OG0014987	Td00001aa025693_T002	Putative methyltransferase PMT8
OG0023530	Td00001aa025694_T003	Exportin-4
OG0032478	Td00001aa025697_T001	Polyketide cyclase/dehydrase and lipid transport superfamily protein
OG0012210	Td00001aa025700_T002	Serine/threonine protein phosphatase 2A regulatory subunit B''alpha
OG0019936	Td00001aa025701_T001	Vacuolar protein sorting-associated protein 2 homolog 3
OG0014988	Td00001aa025702_T001	Protein kinase domain-containing protein
OG0012211	Td00001aa025703_T001	Putative serinethreonine protein kinase ire
OG0004191	Td00001aa025705_T001	Polyubiquitin containing 7 ubiquitin monomers
OG0000526	Td00001aa025706_T001	Ubiquitin-like protease family profile domain-containing protein
OG0021656	Td00001aa025707_T001	BZIP domain-containing protein
OG0023211	Td00001aa025709_T003	Long-chain-alcohol oxidase
OG0003059	Td00001aa025710_T003	Long-chain-alcohol oxidase
OG0019937	Td00001aa025711_T001	DUF4005 domain-containing protein (Fragment)
OG0014989	Td00001aa025712_T001	Putative disease resistance protein RGA3
OG0024606	Td00001aa025713_T001	Non-lysosomal glucosylceramidase
OG0014990	Td00001aa025714_T001	3-ketoacyl-CoA synthase
OG0004192	Td00001aa025716_T001	Cyclin-dependent kinase inhibitor
OG0023212	Td00001aa025717_T002	No pollen germination related 2
OG0021837	Td00001aa025718_T001	RNA helicase
OG0009461	Td00001aa025719_T001	Cyanate hydratase
OG0000331	Td00001aa025721_T001	H(+)-transporting two-sector ATPase
OG0012212	Td00001aa025723_T001	aldehyde oxygenase (deformylating)
OG0013355	Td00001aa025724_T001	MHD1 domain-containing protein
OG0012213	Td00001aa025725_T001	Heterogeneous nuclear ribonucleoprotein 1
OG0008115	Td00001aa025727_T002	Putative proton-dependent oligopeptide or low-affinity nitrate transporter
OG0014991	Td00001aa025730_T002	Proton-dependent oligopeptide or low-affinity nitrate transporter
OG0007160	Td00001aa025731_T001	Protein kinase domain-containing protein
OG0007162	Td00001aa025733_T001	Nucleolin 2
OG0009464	Td00001aa025734_T001	Zinc finger (C3HC4-type RING finger) family protein
OG0012216	Td00001aa025735_T001	VWFA domain-containing protein
OG0017651	Td00001aa025736_T003	LisH domain-containing protein
OG0001058	Td00001aa025737_T001	60S ribosomal protein L21
OG0050423	Td00001aa025738_T001	(S)-ureidoglycine aminohydrolase cupin domain-containing protein
OG0014992	Td00001aa025739_T001	RPM1 interacting protein 13
OG0002109	Td00001aa025740_T001	"54S ribosomal protein L19, mitochondrial"
OG0017649	Td00001aa025741_T001	Pre-mRNA-processing factor 19
OG0007163	Td00001aa025742_T001	CCT domain-containing protein
OG0000215	Td00001aa025744_T001	DUF4005 domain-containing protein (Fragment)
OG0000071	Td00001aa025745_T001	Zinc finger MYM-type protein 1-like
OG0024331	Td00001aa025746_T001	Peroxisome biogenesis protein 12
OG0015974	Td00001aa025749_T001	mRNA cap-binding protein
OG0017648	Td00001aa025750_T001	Cellulose synthase
OG0014993	Td00001aa025751_T001	WD repeat-containing protein 70
OG0050425	Td00001aa025752_T001	GTD-binding domain-containing protein
OG0021840	Td00001aa025753_T001	Translation initiation factor IF-2-like
OG0009465	Td00001aa025755_T001	"2-oxoadipate dioxygenase/decarboxylase, chloroplastic/amyloplastic"
OG0032642	Td00001aa025757_T001	Retrovirus-related Pol polyprotein from transposon 17.6
OG0005434	Td00001aa025759_T001	Two-component response regulator EHD1
OG0005434	Td00001aa025760_T001	Two-component response regulator EHD1
OG0002264	Td00001aa025761_T001	DNA-directed RNA polymerase (Fragment)
OG0009711	Td00001aa025762_T001	Phloem-specific lectin
OG0020566	Td00001aa025763_T003	GDSL esterase/lipase
OG0003382	Td00001aa025764_T003	"Chaperonin CPN60-2, mitochondrial"
OG0024607	Td00001aa025765_T003	SAP domain-containing protein
OG0002152	Td00001aa025766_T001	Retrovirus-related Pol polyprotein from transposon TNT 1-94
OG0017653	Td00001aa025767_T001	Xyloglucan galactosyltransferase KATAMARI1
OG0014994	Td00001aa025769_T001	Xyloglucan galactosyltransferase KATAMARI1
OG0021841	Td00001aa025770_T001	Xyloglucan galactosyltransferase KATAMARI1
OG0023531	Td00001aa025771_T001	Xyloglucan galactosyltransferase MUR3
OG0024334	Td00001aa025772_T001	RNase H type-1 domain-containing protein
OG0007164	Td00001aa025773_T005	ATP-dependent helicase ATRX
OG0019941	Td00001aa025774_T001	Inosine triphosphate pyrophosphatase
OG0000801	Td00001aa025775_T001	Chromo domain-containing protein
OG0017655	Td00001aa025776_T001	Shugoshin C-terminal domain-containing protein
OG0023214	Td00001aa025777_T003	Pectate lyase
OG0017656	Td00001aa025778_T001	Splicing factor 3B subunit 4
OG0023215	Td00001aa025779_T002	RING finger and CHY zinc finger domain-containing protein 1
OG0017657	Td00001aa025781_T001	GTP-binding protein yptV3
OG0023216	Td00001aa025782_T003	GS catalytic domain-containing protein
OG0019942	Td00001aa025783_T001	O-fucosyltransferase family protein
OG0021557	Td00001aa025786_T001	Plant intracellular Ras-group-related LRR protein 8
OG0023217	Td00001aa025787_T001	Short-chain type dehydrogenase/reductase
OG0005435	Td00001aa025789_T001	Short-chain type dehydrogenase/reductase
OG0005435	Td00001aa025790_T001	"NADPH-dependent aldehyde reductase-like protein, chloroplastic"
OG0007165	Td00001aa025792_T001	Glycine-rich cell wall structural protein 1
OG0007165	Td00001aa025793_T001	Glycine-rich cell wall structural protein 1
OG0007165	Td00001aa025794_T001	Glycine-rich cell wall structural protein 1
OG0005436	Td00001aa025795_T001	Glycine rich protein 3
OG0021842	Td00001aa025796_T001	Glycine-rich cell wall structural protein 2
OG0034901	Td00001aa025797_T001	Glycine-rich cell wall structural protein 2-like
OG0015975	Td00001aa025799_T001	Citrate transporter-like domain-containing protein
OG0000945	Td00001aa025800_T002	Ubiquitin-conjugating enzyme E2 4
OG0020567	Td00001aa025802_T001	AT-rich interactive domain-containing protein 2
OG0002110	Td00001aa025803_T001	WRC domain-containing protein
OG0002110	Td00001aa025804_T001	WRC domain-containing protein
OG0017658	Td00001aa025805_T001	WRC domain-containing protein
OG0013671	Td00001aa025807_T003	Actin-related protein 7
OG0023220	Td00001aa025808_T002	Zinc finger CCCH domain-containing protein 69-like
OG0013356	Td00001aa025809_T002	H(+)/Pi cotransporter
OG0002111	Td00001aa025810_T001	H(+)/Pi cotransporter
OG0015976	Td00001aa025811_T003	Appr-1-p processing enzyme family protein
OG0007166	Td00001aa025812_T001	Peroxidase
OG0021843	Td00001aa025813_T003	ABC transporter domain-containing protein
OG0025524	Td00001aa025814_T001	Serine/threonine-protein kinase PCRK1
OG0019630	Td00001aa025816_T002	"Ent-kaur-16-ene synthase, chloroplastic"
OG0000286	Td00001aa025818_T003	Cell division cycle protein 48 homolog
OG0021844	Td00001aa025819_T001	Glycosyltransferase
OG0021845	Td00001aa025820_T002	Phosphoglycerate kinase
OG0025323	Td00001aa025821_T001	Lectin receptor kinase
OG0023533	Td00001aa025822_T001	Lectin receptor-type kinase
OG0024079	Td00001aa025823_T001	Lectin receptor-type kinase
OG0050429	Td00001aa025824_T004	Heavy metal-associated isoprenylated plant protein 6
OG0000683	Td00001aa025825_T001	Basal layer antifungal peptide
OG0017660	Td00001aa025826_T001	Transcription factor-like protein DPB
OG0012221	Td00001aa025827_T002	Splicing factor CC1-like
OG0017661	Td00001aa025828_T001	Expansin
OG0017662	Td00001aa025829_T001	Expansin
OG0021846	Td00001aa025830_T001	Expansin
OG0000287	Td00001aa025831_T001	Expansin
OG0000287	Td00001aa025832_T001	Expansin
OG0000287	Td00001aa025833_T001	Expansin
OG0002802	Td00001aa025834_T001	Expansin
OG0019945	Td00001aa025836_T001	E3 ubiquitin-protein ligase RNF167
OG0017664	Td00001aa025837_T001	GDSL esterase/lipase EXL3
OG0017665	Td00001aa025838_T001	"F-box domain containing protein, expressed"
OG0005437	Td00001aa025839_T001	SHSP domain-containing protein
OG0014998	Td00001aa025840_T001	HRDC domain-containing protein
OG0012222	Td00001aa025841_T001	"50S ribosomal protein L28, chloroplastic"
OG0019946	Td00001aa025842_T001	BGGP Beta-1-3-galactosyl-O-glycosyl-glycoprotein
OG0050430	Td00001aa025843_T001	RING-H2 finger protein ATL67
OG0025072	Td00001aa025844_T001	Sodium/calcium exchanger membrane region domain-containing protein
OG0000854	Td00001aa025845_T001	Pentatricopeptide repeat-containing protein
OG0017668	Td00001aa025846_T001	Zinc-finger homeodomain protein 7
OG0024337	Td00001aa025847_T001	Probable serine/threonine-protein kinase PBL16
OG0017669	Td00001aa025848_T001	Transcription repressor
OG0003383	Td00001aa025849_T002	DWNN domain-containing protein
OG0050432	Td00001aa025851_T001	RING/U-box superfamily protein
OG0024339	Td00001aa025852_T001	BTB/POZ and MATH domain-containing protein 1
OG0007167	Td00001aa025853_T001	Mixed-linked glucan synthase 8
OG0002803	Td00001aa025854_T001	Trichome birefringence-like N-terminal domain-containing protein
OG0012231	Td00001aa025855_T001	Reverse transcriptase zinc-binding domain-containing protein
OG0002803	Td00001aa025856_T001	Trichome birefringence-like N-terminal domain-containing protein
OG0012231	Td00001aa025857_T001	Reverse transcriptase zinc-binding domain-containing protein
